"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(50Hertz)","Actual Total Load [MW] - CTA|DE(50Hertz)"
"07.12.2016 09:45 - 07.12.2016 10:00","12441","12905"
"07.12.2016 10:00 - 07.12.2016 10:15","12480","12799"
"07.12.2016 10:15 - 07.12.2016 10:30","12480","12753"
"07.12.2016 10:30 - 07.12.2016 10:45","12501","12796"
"07.12.2016 10:45 - 07.12.2016 11:00","12530","12913"
"07.12.2016 11:00 - 07.12.2016 11:15","12586","12898"
"07.12.2016 11:15 - 07.12.2016 11:30","12652","12909"
"07.12.2016 11:30 - 07.12.2016 11:45","12668","12782"
"07.12.2016 11:45 - 07.12.2016 12:00","12473","12888"
"07.12.2016 12:00 - 07.12.2016 12:15","12402","12699"
"07.12.2016 12:15 - 07.12.2016 12:30","12463","12662"
"07.12.2016 12:30 - 07.12.2016 12:45","12276","12796"
"07.12.2016 12:45 - 07.12.2016 13:00","12515","12762"
"07.12.2016 13:00 - 07.12.2016 13:15","12473","12816"
"07.12.2016 13:15 - 07.12.2016 13:30","12377","12752"
"07.12.2016 13:30 - 07.12.2016 13:45","12357","12540"
"07.12.2016 13:45 - 07.12.2016 14:00","12202","12506"
"07.12.2016 14:00 - 07.12.2016 14:15","12194","12449"
"07.12.2016 14:15 - 07.12.2016 14:30","12026","12278"
"07.12.2016 14:30 - 07.12.2016 14:45","12174","12193"
"07.12.2016 14:45 - 07.12.2016 15:00","12201","12168"
"07.12.2016 15:00 - 07.12.2016 15:15","11817","12166"
"07.12.2016 15:15 - 07.12.2016 15:30","12061","12085"
"07.12.2016 15:30 - 07.12.2016 15:45","11997","11837"
"07.12.2016 15:45 - 07.12.2016 16:00","12016","11680"
"07.12.2016 16:00 - 07.12.2016 16:15","12178","11920"
"07.12.2016 16:15 - 07.12.2016 16:30","11839","12280"
"07.12.2016 16:30 - 07.12.2016 16:45","11619","12622"
"07.12.2016 16:45 - 07.12.2016 17:00","12507","12675"
"07.12.2016 17:00 - 07.12.2016 17:15","12589","12703"
"07.12.2016 17:15 - 07.12.2016 17:30","12608","12692"
"07.12.2016 17:30 - 07.12.2016 17:45","12746","12922"
"07.12.2016 17:45 - 07.12.2016 18:00","12772","12965"
"07.12.2016 18:00 - 07.12.2016 18:15","12725","12926"
"07.12.2016 18:15 - 07.12.2016 18:30","12749","12914"
"07.12.2016 18:30 - 07.12.2016 18:45","12791","12753"
"07.12.2016 18:45 - 07.12.2016 19:00","12796","12752"
"07.12.2016 19:00 - 07.12.2016 19:15","12715","12697"
"07.12.2016 19:15 - 07.12.2016 19:30","12642","12565"
"07.12.2016 19:30 - 07.12.2016 19:45","12645","12370"
"07.12.2016 19:45 - 07.12.2016 20:00","12577","12189"
"07.12.2016 20:00 - 07.12.2016 20:15","12408","11932"
"07.12.2016 20:15 - 07.12.2016 20:30","11883","11812"
"07.12.2016 20:30 - 07.12.2016 20:45","11650","11540"
"07.12.2016 20:45 - 07.12.2016 21:00","11559","11156"
"07.12.2016 21:00 - 07.12.2016 21:15","11220","11103"
"07.12.2016 21:15 - 07.12.2016 21:30","11050","11034"
"07.12.2016 21:30 - 07.12.2016 21:45","11108","10763"
"07.12.2016 21:45 - 07.12.2016 22:00","11243","10474"
"07.12.2016 22:00 - 07.12.2016 22:15","11170","10482"
"07.12.2016 22:15 - 07.12.2016 22:30","11136","10374"
"07.12.2016 22:30 - 07.12.2016 22:45","10981","10096"
"07.12.2016 22:45 - 07.12.2016 23:00","10561","9699"
"07.12.2016 23:00 - 07.12.2016 23:15","10138","9666"
"07.12.2016 23:15 - 07.12.2016 23:30","9916","9251"
"07.12.2016 23:30 - 07.12.2016 23:45","9757","9189"
"07.12.2016 23:45 - 08.12.2016 00:00","9609","9009"
"08.12.2016 00:00 - 08.12.2016 00:15","9478","8757"
"08.12.2016 00:15 - 08.12.2016 00:30","9364","8794"
"08.12.2016 00:30 - 08.12.2016 00:45","9262","8770"
"08.12.2016 00:45 - 08.12.2016 01:00","9173","8765"
"08.12.2016 01:00 - 08.12.2016 01:15","9090","8953"
"08.12.2016 01:15 - 08.12.2016 01:30","9039","8946"
"08.12.2016 01:30 - 08.12.2016 01:45","9011","9072"
"08.12.2016 01:45 - 08.12.2016 02:00","8988","9069"
"08.12.2016 02:00 - 08.12.2016 02:15","8980","9069"
"08.12.2016 02:15 - 08.12.2016 02:30","8975","8892"
"08.12.2016 02:30 - 08.12.2016 02:45","9004","8759"
"08.12.2016 02:45 - 08.12.2016 03:00","9048","8649"
"08.12.2016 03:00 - 08.12.2016 03:15","9084","8796"
"08.12.2016 03:15 - 08.12.2016 03:30","9090","9125"
"08.12.2016 03:30 - 08.12.2016 03:45","9112","9056"
"08.12.2016 03:45 - 08.12.2016 04:00","9139","8976"
"08.12.2016 04:00 - 08.12.2016 04:15","9336","8982"
"08.12.2016 04:15 - 08.12.2016 04:30","9398","9086"
"08.12.2016 04:30 - 08.12.2016 04:45","9459","9170"
"08.12.2016 04:45 - 08.12.2016 05:00","9559","9336"
"08.12.2016 05:00 - 08.12.2016 05:15","9712","9368"
"08.12.2016 05:15 - 08.12.2016 05:30","9829","9477"
"08.12.2016 05:30 - 08.12.2016 05:45","9964","9548"
"08.12.2016 05:45 - 08.12.2016 06:00","10106","9839"
"08.12.2016 06:00 - 08.12.2016 06:15","10353","10191"
"08.12.2016 06:15 - 08.12.2016 06:30","10738","10943"
"08.12.2016 06:30 - 08.12.2016 06:45","11007","11369"
"08.12.2016 06:45 - 08.12.2016 07:00","11267","11699"
"08.12.2016 07:00 - 08.12.2016 07:15","11584","11927"
"08.12.2016 07:15 - 08.12.2016 07:30","11790","12429"
"08.12.2016 07:30 - 08.12.2016 07:45","12048","12627"
"08.12.2016 07:45 - 08.12.2016 08:00","12161","12843"
"08.12.2016 08:00 - 08.12.2016 08:15","12282","12783"
"08.12.2016 08:15 - 08.12.2016 08:30","12230","12708"
"08.12.2016 08:30 - 08.12.2016 08:45","12217","12590"
"08.12.2016 08:45 - 08.12.2016 09:00","12250","12723"
"08.12.2016 09:00 - 08.12.2016 09:15","12315","12395"
"08.12.2016 09:15 - 08.12.2016 09:30","12161","12503"
"08.12.2016 09:30 - 08.12.2016 09:45","12172","2418"
"08.12.2016 09:45 - 08.12.2016 10:00","12362","2201"
"08.12.2016 10:00 - 08.12.2016 10:15","12415","2215"
"08.12.2016 10:15 - 08.12.2016 10:30","12419","12633"
"08.12.2016 10:30 - 08.12.2016 10:45","12440","12441"
"08.12.2016 10:45 - 08.12.2016 11:00","12482","12485"
"08.12.2016 11:00 - 08.12.2016 11:15","12536","12654"
"08.12.2016 11:15 - 08.12.2016 11:30","12601","12956"
"08.12.2016 11:30 - 08.12.2016 11:45","12624","12608"
"08.12.2016 11:45 - 08.12.2016 12:00","12679","12832"
"08.12.2016 12:00 - 08.12.2016 12:15","12327","12754"
"08.12.2016 12:15 - 08.12.2016 12:30","12416","12589"
"08.12.2016 12:30 - 08.12.2016 12:45","12207","12634"
"08.12.2016 12:45 - 08.12.2016 13:00","12429","12628"
"08.12.2016 13:00 - 08.12.2016 13:15","12293","12631"
"08.12.2016 13:15 - 08.12.2016 13:30","12221","12469"
"08.12.2016 13:30 - 08.12.2016 13:45","12172","12388"
"08.12.2016 13:45 - 08.12.2016 14:00","12023","12409"
"08.12.2016 14:00 - 08.12.2016 14:15","11997","12465"
"08.12.2016 14:15 - 08.12.2016 14:30","11808","12557"
"08.12.2016 14:30 - 08.12.2016 14:45","11962","12294"
"08.12.2016 14:45 - 08.12.2016 15:00","11959","12133"
"08.12.2016 15:00 - 08.12.2016 15:15","11350","12144"
"08.12.2016 15:15 - 08.12.2016 15:30","11858","12025"
"08.12.2016 15:30 - 08.12.2016 15:45","11865","11952"
"08.12.2016 15:45 - 08.12.2016 16:00","11842","12221"
"08.12.2016 16:00 - 08.12.2016 16:15","12067","12333"
"08.12.2016 16:15 - 08.12.2016 16:30","11620","12469"
"08.12.2016 16:30 - 08.12.2016 16:45","11100","12860"
"08.12.2016 16:45 - 08.12.2016 17:00","12395","12866"
"08.12.2016 17:00 - 08.12.2016 17:15","12504","12913"
"08.12.2016 17:15 - 08.12.2016 17:30","12539","12844"
"08.12.2016 17:30 - 08.12.2016 17:45","12685","12771"
"08.12.2016 17:45 - 08.12.2016 18:00","12700","12643"
"08.12.2016 18:00 - 08.12.2016 18:15","12647","12612"
"08.12.2016 18:15 - 08.12.2016 18:30","12672","12538"
"08.12.2016 18:30 - 08.12.2016 18:45","12714","12765"
"08.12.2016 18:45 - 08.12.2016 19:00","12719","12746"
"08.12.2016 19:00 - 08.12.2016 19:15","12653","12476"
"08.12.2016 19:15 - 08.12.2016 19:30","12567","12273"
"08.12.2016 19:30 - 08.12.2016 19:45","12564","12399"
"08.12.2016 19:45 - 08.12.2016 20:00","12483","12240"
"08.12.2016 20:00 - 08.12.2016 20:15","12304","11906"
"08.12.2016 20:15 - 08.12.2016 20:30","11869","11804"
"08.12.2016 20:30 - 08.12.2016 20:45","11538","11686"
"08.12.2016 20:45 - 08.12.2016 21:00","11479","11392"
"08.12.2016 21:00 - 08.12.2016 21:15","11000","11176"
"08.12.2016 21:15 - 08.12.2016 21:30","10895","10807"
"08.12.2016 21:30 - 08.12.2016 21:45","11077","10760"
"08.12.2016 21:45 - 08.12.2016 22:00","11120","10784"
"08.12.2016 22:00 - 08.12.2016 22:15","11062","10598"
"08.12.2016 22:15 - 08.12.2016 22:30","11011","10278"
"08.12.2016 22:30 - 08.12.2016 22:45","10868","9951"
"08.12.2016 22:45 - 08.12.2016 23:00","10444","10007"
"08.12.2016 23:00 - 08.12.2016 23:15","10024","9578"
"08.12.2016 23:15 - 08.12.2016 23:30","9803","9282"
"08.12.2016 23:30 - 08.12.2016 23:45","9635","9078"
"08.12.2016 23:45 - 09.12.2016 00:00","9454","8912"
"09.12.2016 00:00 - 09.12.2016 00:15","9270","8619"
"09.12.2016 00:15 - 09.12.2016 00:30","9131","8455"
"09.12.2016 00:30 - 09.12.2016 00:45","9025","8649"
"09.12.2016 00:45 - 09.12.2016 01:00","8939","8767"
"09.12.2016 01:00 - 09.12.2016 01:15","8856","8541"
"09.12.2016 01:15 - 09.12.2016 01:30","8800","8566"
"09.12.2016 01:30 - 09.12.2016 01:45","8773","8506"
"09.12.2016 01:45 - 09.12.2016 02:00","8755","8279"
"09.12.2016 02:00 - 09.12.2016 02:15","8745","8305"
"09.12.2016 02:15 - 09.12.2016 02:30","8740","8499"
"09.12.2016 02:30 - 09.12.2016 02:45","8775","8508"
"09.12.2016 02:45 - 09.12.2016 03:00","8813","8420"
"09.12.2016 03:00 - 09.12.2016 03:15","8846","8245"
"09.12.2016 03:15 - 09.12.2016 03:30","8842","8408"
"09.12.2016 03:30 - 09.12.2016 03:45","8861","8633"
"09.12.2016 03:45 - 09.12.2016 04:00","8890","8630"
"09.12.2016 04:00 - 09.12.2016 04:15","9089","8362"
"09.12.2016 04:15 - 09.12.2016 04:30","9144","8435"
"09.12.2016 04:30 - 09.12.2016 04:45","9200","8406"
"09.12.2016 04:45 - 09.12.2016 05:00","9293","8726"
"09.12.2016 05:00 - 09.12.2016 05:15","9451","8854"
"09.12.2016 05:15 - 09.12.2016 05:30","9535","8991"
"09.12.2016 05:30 - 09.12.2016 05:45","9674","9048"
"09.12.2016 05:45 - 09.12.2016 06:00","9805","9288"
"09.12.2016 06:00 - 09.12.2016 06:15","10035","9849"
"09.12.2016 06:15 - 09.12.2016 06:30","10421","10455"
"09.12.2016 06:30 - 09.12.2016 06:45","10675","10707"
"09.12.2016 06:45 - 09.12.2016 07:00","10959","10967"
"09.12.2016 07:00 - 09.12.2016 07:15","11269","11328"
"09.12.2016 07:15 - 09.12.2016 07:30","11471","11777"
"09.12.2016 07:30 - 09.12.2016 07:45","11615","12083"
"09.12.2016 07:45 - 09.12.2016 08:00","11732","12023"
"09.12.2016 08:00 - 09.12.2016 08:15","11870","12122"
"09.12.2016 08:15 - 09.12.2016 08:30","11803","12294"
"09.12.2016 08:30 - 09.12.2016 08:45","11796","12452"
"09.12.2016 08:45 - 09.12.2016 09:00","11855","12707"
"09.12.2016 09:00 - 09.12.2016 09:15","11906","12299"
"09.12.2016 09:15 - 09.12.2016 09:30","11804","12562"
"09.12.2016 09:30 - 09.12.2016 09:45","11807","12543"
"09.12.2016 09:45 - 09.12.2016 10:00","11972","12532"
"09.12.2016 10:00 - 09.12.2016 10:15","12039","12413"
"09.12.2016 10:15 - 09.12.2016 10:30","12061","12327"
"09.12.2016 10:30 - 09.12.2016 10:45","12083","12352"
"09.12.2016 10:45 - 09.12.2016 11:00","12148","12655"
"09.12.2016 11:00 - 09.12.2016 11:15","12190","12518"
"09.12.2016 11:15 - 09.12.2016 11:30","12258","12379"
"09.12.2016 11:30 - 09.12.2016 11:45","12296","12669"
"09.12.2016 11:45 - 09.12.2016 12:00","12518","12618"
"09.12.2016 12:00 - 09.12.2016 12:15","11967","12554"
"09.12.2016 12:15 - 09.12.2016 12:30","12118","12496"
"09.12.2016 12:30 - 09.12.2016 12:45","11862","12458"
"09.12.2016 12:45 - 09.12.2016 13:00","12032","12645"
"09.12.2016 13:00 - 09.12.2016 13:15","11834","12784"
"09.12.2016 13:15 - 09.12.2016 13:30","11781","12484"
"09.12.2016 13:30 - 09.12.2016 13:45","11703","12074"
"09.12.2016 13:45 - 09.12.2016 14:00","11513","11738"
"09.12.2016 14:00 - 09.12.2016 14:15","11468","11678"
"09.12.2016 14:15 - 09.12.2016 14:30","11247","11761"
"09.12.2016 14:30 - 09.12.2016 14:45","11418","12018"
"09.12.2016 14:45 - 09.12.2016 15:00","11478","12129"
"09.12.2016 15:00 - 09.12.2016 15:15","10871","12014"
"09.12.2016 15:15 - 09.12.2016 15:30","11363","11856"
"09.12.2016 15:30 - 09.12.2016 15:45","11438","11762"
"09.12.2016 15:45 - 09.12.2016 16:00","11380","11850"
"09.12.2016 16:00 - 09.12.2016 16:15","11695","12249"
"09.12.2016 16:15 - 09.12.2016 16:30","11273","12400"
"09.12.2016 16:30 - 09.12.2016 16:45","10669","12428"
"09.12.2016 16:45 - 09.12.2016 17:00","11974","12530"
"09.12.2016 17:00 - 09.12.2016 17:15","12123","12549"
"09.12.2016 17:15 - 09.12.2016 17:30","12187","12594"
"09.12.2016 17:30 - 09.12.2016 17:45","12381","12345"
"09.12.2016 17:45 - 09.12.2016 18:00","12360","12225"
"09.12.2016 18:00 - 09.12.2016 18:15","12297","12256"
"09.12.2016 18:15 - 09.12.2016 18:30","12361","12253"
"09.12.2016 18:30 - 09.12.2016 18:45","12382","12321"
"09.12.2016 18:45 - 09.12.2016 19:00","12381","12231"
"09.12.2016 19:00 - 09.12.2016 19:15","12340","12263"
"09.12.2016 19:15 - 09.12.2016 19:30","12246","12062"
"09.12.2016 19:30 - 09.12.2016 19:45","12209","11806"
"09.12.2016 19:45 - 09.12.2016 20:00","12107","11779"
"09.12.2016 20:00 - 09.12.2016 20:15","11886","11648"
"09.12.2016 20:15 - 09.12.2016 20:30","11485","11295"
"09.12.2016 20:30 - 09.12.2016 20:45","11138","10820"
"09.12.2016 20:45 - 09.12.2016 21:00","11113","10662"
"09.12.2016 21:00 - 09.12.2016 21:15","10484","10448"
"09.12.2016 21:15 - 09.12.2016 21:30","10438","10312"
"09.12.2016 21:30 - 09.12.2016 21:45","10762","9868"
"09.12.2016 21:45 - 09.12.2016 22:00","10700","9782"
"09.12.2016 22:00 - 09.12.2016 22:15","10678","9607"
"09.12.2016 22:15 - 09.12.2016 22:30","10583","9461"
"09.12.2016 22:30 - 09.12.2016 22:45","10447","9286"
"09.12.2016 22:45 - 09.12.2016 23:00","10015","9176"
"09.12.2016 23:00 - 09.12.2016 23:15","9596","8985"
"09.12.2016 23:15 - 09.12.2016 23:30","9375","8732"
"09.12.2016 23:30 - 09.12.2016 23:45","9196","8638"
"09.12.2016 23:45 - 10.12.2016 00:00","8867","8661"
"10.12.2016 00:00 - 10.12.2016 00:15","8382","8637"
"10.12.2016 00:15 - 10.12.2016 00:30","8171","8332"
"10.12.2016 00:30 - 10.12.2016 00:45","8032","7931"
"10.12.2016 00:45 - 10.12.2016 01:00","7925","7861"
"10.12.2016 01:00 - 10.12.2016 01:15","7836","7661"
"10.12.2016 01:15 - 10.12.2016 01:30","7775","7616"
"10.12.2016 01:30 - 10.12.2016 01:45","7733","7651"
"10.12.2016 01:45 - 10.12.2016 02:00","7715","7802"
"10.12.2016 02:00 - 10.12.2016 02:15","7696","7728"
"10.12.2016 02:15 - 10.12.2016 02:30","7673","7781"
"10.12.2016 02:30 - 10.12.2016 02:45","7683","7746"
"10.12.2016 02:45 - 10.12.2016 03:00","7707","7757"
"10.12.2016 03:00 - 10.12.2016 03:15","7746","7670"
"10.12.2016 03:15 - 10.12.2016 03:30","7767","7949"
"10.12.2016 03:30 - 10.12.2016 03:45","7754","7872"
"10.12.2016 03:45 - 10.12.2016 04:00","7735","7954"
"10.12.2016 04:00 - 10.12.2016 04:15","7787","7792"
"10.12.2016 04:15 - 10.12.2016 04:30","7787","7991"
"10.12.2016 04:30 - 10.12.2016 04:45","7793","8048"
"10.12.2016 04:45 - 10.12.2016 05:00","7776","8151"
"10.12.2016 05:00 - 10.12.2016 05:15","7836","8212"
"10.12.2016 05:15 - 10.12.2016 05:30","7695","8019"
"10.12.2016 05:30 - 10.12.2016 05:45","7786","7951"
"10.12.2016 05:45 - 10.12.2016 06:00","7741","7868"
"10.12.2016 06:00 - 10.12.2016 06:15","7667","7675"
"10.12.2016 06:15 - 10.12.2016 06:30","7840","7908"
"10.12.2016 06:30 - 10.12.2016 06:45","8004","8025"
"10.12.2016 06:45 - 10.12.2016 07:00","8236","8316"
"10.12.2016 07:00 - 10.12.2016 07:15","8449","8552"
"10.12.2016 07:15 - 10.12.2016 07:30","8632","8808"
"10.12.2016 07:30 - 10.12.2016 07:45","8150","8947"
"10.12.2016 07:45 - 10.12.2016 08:00","8389","9242"
"10.12.2016 08:00 - 10.12.2016 08:15","8579","9366"
"10.12.2016 08:15 - 10.12.2016 08:30","8669","9710"
"10.12.2016 08:30 - 10.12.2016 08:45","8814","9693"
"10.12.2016 08:45 - 10.12.2016 09:00","8921","9725"
"10.12.2016 09:00 - 10.12.2016 09:15","9083","9760"
"10.12.2016 09:15 - 10.12.2016 09:30","9396","9916"
"10.12.2016 09:30 - 10.12.2016 09:45","9358","10054"
"10.12.2016 09:45 - 10.12.2016 10:00","9361","10010"
"10.12.2016 10:00 - 10.12.2016 10:15","9508","10267"
"10.12.2016 10:15 - 10.12.2016 10:30","9602","10417"
"10.12.2016 10:30 - 10.12.2016 10:45","9669","10285"
"10.12.2016 10:45 - 10.12.2016 11:00","9810","10375"
"10.12.2016 11:00 - 10.12.2016 11:15","9911","10432"
"10.12.2016 11:15 - 10.12.2016 11:30","10065","10692"
"10.12.2016 11:30 - 10.12.2016 11:45","10179","10704"
"10.12.2016 11:45 - 10.12.2016 12:00","10256","10556"
"10.12.2016 12:00 - 10.12.2016 12:15","9832","10572"
"10.12.2016 12:15 - 10.12.2016 12:30","10054","10572"
"10.12.2016 12:30 - 10.12.2016 12:45","9566","10490"
"10.12.2016 12:45 - 10.12.2016 13:00","9503","10487"
"10.12.2016 13:00 - 10.12.2016 13:15","9473","10309"
"10.12.2016 13:15 - 10.12.2016 13:30","9436","10233"
"10.12.2016 13:30 - 10.12.2016 13:45","9387","10201"
"10.12.2016 13:45 - 10.12.2016 14:00","8877","10064"
"10.12.2016 14:00 - 10.12.2016 14:15","8831","10115"
"10.12.2016 14:15 - 10.12.2016 14:30","8554","10223"
"10.12.2016 14:30 - 10.12.2016 14:45","8759","10149"
"10.12.2016 14:45 - 10.12.2016 15:00","9216","10020"
"10.12.2016 15:00 - 10.12.2016 15:15","9478","9904"
"10.12.2016 15:15 - 10.12.2016 15:30","8839","10048"
"10.12.2016 15:30 - 10.12.2016 15:45","8886","10118"
"10.12.2016 15:45 - 10.12.2016 16:00","8895","10068"
"10.12.2016 16:00 - 10.12.2016 16:15","9319","10284"
"10.12.2016 16:15 - 10.12.2016 16:30","9616","10565"
"10.12.2016 16:30 - 10.12.2016 16:45","9746","10695"
"10.12.2016 16:45 - 10.12.2016 17:00","9339","10896"
"10.12.2016 17:00 - 10.12.2016 17:15","9701","10753"
"10.12.2016 17:15 - 10.12.2016 17:30","9814","10681"
"10.12.2016 17:30 - 10.12.2016 17:45","10277","10921"
"10.12.2016 17:45 - 10.12.2016 18:00","10119","10884"
"10.12.2016 18:00 - 10.12.2016 18:15","10144","10866"
"10.12.2016 18:15 - 10.12.2016 18:30","10435","10849"
"10.12.2016 18:30 - 10.12.2016 18:45","10243","10840"
"10.12.2016 18:45 - 10.12.2016 19:00","10235","10833"
"10.12.2016 19:00 - 10.12.2016 19:15","10222","10752"
"10.12.2016 19:15 - 10.12.2016 19:30","10188","10479"
"10.12.2016 19:30 - 10.12.2016 19:45","10065","10609"
"10.12.2016 19:45 - 10.12.2016 20:00","9812","10492"
"10.12.2016 20:00 - 10.12.2016 20:15","9684","10433"
"10.12.2016 20:15 - 10.12.2016 20:30","9371","10126"
"10.12.2016 20:30 - 10.12.2016 20:45","9033","10047"
"10.12.2016 20:45 - 10.12.2016 21:00","9167","9974"
"10.12.2016 21:00 - 10.12.2016 21:15","8511","9636"
"10.12.2016 21:15 - 10.12.2016 21:30","8454","9507"
"10.12.2016 21:30 - 10.12.2016 21:45","9136","9267"
"10.12.2016 21:45 - 10.12.2016 22:00","8923","9203"
"10.12.2016 22:00 - 10.12.2016 22:15","8995","9252"
"10.12.2016 22:15 - 10.12.2016 22:30","8895","9127"
"10.12.2016 22:30 - 10.12.2016 22:45","8765","8932"
"10.12.2016 22:45 - 10.12.2016 23:00","8418","8778"
"10.12.2016 23:00 - 10.12.2016 23:15","8025","8685"
"10.12.2016 23:15 - 10.12.2016 23:30","7831","8491"
"10.12.2016 23:30 - 10.12.2016 23:45","7684","8103"
"10.12.2016 23:45 - 11.12.2016 00:00","7512","8055"
"11.12.2016 00:00 - 11.12.2016 00:15","7354","7943"
"11.12.2016 00:15 - 11.12.2016 00:30","7219","7837"
"11.12.2016 00:30 - 11.12.2016 00:45","7093","7789"
"11.12.2016 00:45 - 11.12.2016 01:00","6992","7557"
"11.12.2016 01:00 - 11.12.2016 01:15","6911","7378"
"11.12.2016 01:15 - 11.12.2016 01:30","6854","7318"
"11.12.2016 01:30 - 11.12.2016 01:45","6808","7371"
"11.12.2016 01:45 - 11.12.2016 02:00","6792","7271"
"11.12.2016 02:00 - 11.12.2016 02:15","6781","7205"
"11.12.2016 02:15 - 11.12.2016 02:30","6757","7272"
"11.12.2016 02:30 - 11.12.2016 02:45","6761","7326"
"11.12.2016 02:45 - 11.12.2016 03:00","6778","7131"
"11.12.2016 03:00 - 11.12.2016 03:15","6806","7161"
"11.12.2016 03:15 - 11.12.2016 03:30","6814","7244"
"11.12.2016 03:30 - 11.12.2016 03:45","6803","7213"
"11.12.2016 03:45 - 11.12.2016 04:00","6790","7355"
"11.12.2016 04:00 - 11.12.2016 04:15","6803","7359"
"11.12.2016 04:15 - 11.12.2016 04:30","6788","7388"
"11.12.2016 04:30 - 11.12.2016 04:45","6762","7293"
"11.12.2016 04:45 - 11.12.2016 05:00","6707","7441"
"11.12.2016 05:00 - 11.12.2016 05:15","6724","7438"
"11.12.2016 05:15 - 11.12.2016 05:30","6519","7176"
"11.12.2016 05:30 - 11.12.2016 05:45","6541","7139"
"11.12.2016 05:45 - 11.12.2016 06:00","6370","7057"
"11.12.2016 06:00 - 11.12.2016 06:15","6101","6960"
"11.12.2016 06:15 - 11.12.2016 06:30","6181","6884"
"11.12.2016 06:30 - 11.12.2016 06:45","6189","7151"
"11.12.2016 06:45 - 11.12.2016 07:00","6337","7305"
"11.12.2016 07:00 - 11.12.2016 07:15","6489","7396"
"11.12.2016 07:15 - 11.12.2016 07:30","6643","7492"
"11.12.2016 07:30 - 11.12.2016 07:45","7188","7730"
"11.12.2016 07:45 - 11.12.2016 08:00","7484","7886"
"11.12.2016 08:00 - 11.12.2016 08:15","7720","8113"
"11.12.2016 08:15 - 11.12.2016 08:30","7825","8122"
"11.12.2016 08:30 - 11.12.2016 08:45","8022","8368"
"11.12.2016 08:45 - 11.12.2016 09:00","8161","8708"
"11.12.2016 09:00 - 11.12.2016 09:15","8366","8955"
"11.12.2016 09:15 - 11.12.2016 09:30","8725","9241"
"11.12.2016 09:30 - 11.12.2016 09:45","8697","9476"
"11.12.2016 09:45 - 11.12.2016 10:00","8700","9666"
"11.12.2016 10:00 - 11.12.2016 10:15","8872","9617"
"11.12.2016 10:15 - 11.12.2016 10:30","8976","9664"
"11.12.2016 10:30 - 11.12.2016 10:45","9061","9858"
"11.12.2016 10:45 - 11.12.2016 11:00","9227","10058"
"11.12.2016 11:00 - 11.12.2016 11:15","9370","10448"
"11.12.2016 11:15 - 11.12.2016 11:30","9550","10721"
"11.12.2016 11:30 - 11.12.2016 11:45","9688","10874"
"11.12.2016 11:45 - 11.12.2016 12:00","9794","10771"
"11.12.2016 12:00 - 11.12.2016 12:15","9301","10664"
"11.12.2016 12:15 - 11.12.2016 12:30","9522","10433"
"11.12.2016 12:30 - 11.12.2016 12:45","8953","10191"
"11.12.2016 12:45 - 11.12.2016 13:00","8888","9805"
"11.12.2016 13:00 - 11.12.2016 13:15","8831","9848"
"11.12.2016 13:15 - 11.12.2016 13:30","8821","9863"
"11.12.2016 13:30 - 11.12.2016 13:45","8789","9745"
"11.12.2016 13:45 - 11.12.2016 14:00","8234","9806"
"11.12.2016 14:00 - 11.12.2016 14:15","8186","9428"
"11.12.2016 14:15 - 11.12.2016 14:30","7905","9591"
"11.12.2016 14:30 - 11.12.2016 14:45","8111","9483"
"11.12.2016 14:45 - 11.12.2016 15:00","8560","9399"
"11.12.2016 15:00 - 11.12.2016 15:15","8804","9376"
"11.12.2016 15:15 - 11.12.2016 15:30","8158","9269"
"11.12.2016 15:30 - 11.12.2016 15:45","8192","9262"
"11.12.2016 15:45 - 11.12.2016 16:00","8214","9439"
"11.12.2016 16:00 - 11.12.2016 16:15","8655","9638"
"11.12.2016 16:15 - 11.12.2016 16:30","8993","9911"
"11.12.2016 16:30 - 11.12.2016 16:45","9129","10082"
"11.12.2016 16:45 - 11.12.2016 17:00","8664","10305"
"11.12.2016 17:00 - 11.12.2016 17:15","9084","10279"
"11.12.2016 17:15 - 11.12.2016 17:30","9209","10402"
"11.12.2016 17:30 - 11.12.2016 17:45","9764","10472"
"11.12.2016 17:45 - 11.12.2016 18:00","9564","10437"
"11.12.2016 18:00 - 11.12.2016 18:15","9642","10570"
"11.12.2016 18:15 - 11.12.2016 18:30","9985","10824"
"11.12.2016 18:30 - 11.12.2016 18:45","9769","10876"
"11.12.2016 18:45 - 11.12.2016 19:00","9754","10687"
"11.12.2016 19:00 - 11.12.2016 19:15","9753","10604"
"11.12.2016 19:15 - 11.12.2016 19:30","9741","10466"
"11.12.2016 19:30 - 11.12.2016 19:45","9597","10367"
"11.12.2016 19:45 - 11.12.2016 20:00","9233","10234"
"11.12.2016 20:00 - 11.12.2016 20:15","9219","10272"
"11.12.2016 20:15 - 11.12.2016 20:30","8968","10035"
"11.12.2016 20:30 - 11.12.2016 20:45","8524","9969"
"11.12.2016 20:45 - 11.12.2016 21:00","8741","9901"
"11.12.2016 21:00 - 11.12.2016 21:15","8064","9589"
"11.12.2016 21:15 - 11.12.2016 21:30","8017","9332"
"11.12.2016 21:30 - 11.12.2016 21:45","8832","9126"
"11.12.2016 21:45 - 11.12.2016 22:00","8631","9364"
"11.12.2016 22:00 - 11.12.2016 22:15","8729","9411"
"11.12.2016 22:15 - 11.12.2016 22:30","8646","9245"
