"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(50Hertz)","Actual Total Load [MW] - CTA|DE(50Hertz)"
"17.09.2017 11:15 - 17.09.2017 11:30","10088","9282"
"17.09.2017 11:30 - 17.09.2017 11:45","10196","9443"
"17.09.2017 11:45 - 17.09.2017 12:00","9623","9541"
"17.09.2017 12:00 - 17.09.2017 12:15","9800","9409"
"17.09.2017 12:15 - 17.09.2017 12:30","9789","9233"
"17.09.2017 12:30 - 17.09.2017 12:45","9416","9244"
"17.09.2017 12:45 - 17.09.2017 13:00","9425","9223"
"17.09.2017 13:00 - 17.09.2017 13:15","8953","9221"
"17.09.2017 13:15 - 17.09.2017 13:30","9126","9351"
"17.09.2017 13:30 - 17.09.2017 13:45","9075","9466"
"17.09.2017 13:45 - 17.09.2017 14:00","8827","9540"
"17.09.2017 14:00 - 17.09.2017 14:15","8789","9884"
"17.09.2017 14:15 - 17.09.2017 14:30","8491","9806"
"17.09.2017 14:30 - 17.09.2017 14:45","8454","9392"
"17.09.2017 14:45 - 17.09.2017 15:00","8925","9355"
"17.09.2017 15:00 - 17.09.2017 15:15","9051","9231"
"17.09.2017 15:15 - 17.09.2017 15:30","8679","9278"
"17.09.2017 15:30 - 17.09.2017 15:45","8655","9206"
"17.09.2017 15:45 - 17.09.2017 16:00","8637","9088"
"17.09.2017 16:00 - 17.09.2017 16:15","8713","9074"
"17.09.2017 16:15 - 17.09.2017 16:30","8966","8800"
"17.09.2017 16:30 - 17.09.2017 16:45","8772","8614"
"17.09.2017 16:45 - 17.09.2017 17:00","8537","8636"
"17.09.2017 17:00 - 17.09.2017 17:15","8708","8690"
"17.09.2017 17:15 - 17.09.2017 17:30","8777","8778"
"17.09.2017 17:30 - 17.09.2017 17:45","9072","8953"
"17.09.2017 17:45 - 17.09.2017 18:00","9016","9140"
"17.09.2017 18:00 - 17.09.2017 18:15","9137","9255"
"17.09.2017 18:15 - 17.09.2017 18:30","9300","9411"
"17.09.2017 18:30 - 17.09.2017 18:45","9441","9501"
"17.09.2017 18:45 - 17.09.2017 19:00","9525","9518"
"17.09.2017 19:00 - 17.09.2017 19:15","9657","9671"
"17.09.2017 19:15 - 17.09.2017 19:30","9710","9791"
"17.09.2017 19:30 - 17.09.2017 19:45","9610","9934"
"17.09.2017 19:45 - 17.09.2017 20:00","9184","9959"
"17.09.2017 20:00 - 17.09.2017 20:15","9421","9899"
"17.09.2017 20:15 - 17.09.2017 20:30","9485","9764"
"17.09.2017 20:30 - 17.09.2017 20:45","8832","9467"
"17.09.2017 20:45 - 17.09.2017 21:00","9007","9278"
"17.09.2017 21:00 - 17.09.2017 21:15","8534","9170"
"17.09.2017 21:15 - 17.09.2017 21:30","8657","9187"
"17.09.2017 21:30 - 17.09.2017 21:45","8927","9090"
"17.09.2017 21:45 - 17.09.2017 22:00","9131","9038"
"17.09.2017 22:00 - 17.09.2017 22:15","9108","8767"
"17.09.2017 22:15 - 17.09.2017 22:30","8981","8819"
"17.09.2017 22:30 - 17.09.2017 22:45","8846","8601"
"17.09.2017 22:45 - 17.09.2017 23:00","8479","8392"
"17.09.2017 23:00 - 17.09.2017 23:15","8092","8291"
"17.09.2017 23:15 - 17.09.2017 23:30","7894","8332"
"17.09.2017 23:30 - 17.09.2017 23:45","7721","8219"
"17.09.2017 23:45 - 18.09.2017 00:00","7469","8169"
"18.09.2017 00:00 - 18.09.2017 00:15","7198","7811"
"18.09.2017 00:15 - 18.09.2017 00:30","7067","7875"
"18.09.2017 00:30 - 18.09.2017 00:45","6987","7848"
"18.09.2017 00:45 - 18.09.2017 01:00","6918","7852"
"18.09.2017 01:00 - 18.09.2017 01:15","6844","7576"
"18.09.2017 01:15 - 18.09.2017 01:30","6761","7716"
"18.09.2017 01:30 - 18.09.2017 01:45","6704","7646"
"18.09.2017 01:45 - 18.09.2017 02:00","6699","7700"
"18.09.2017 02:00 - 18.09.2017 02:15","6693","7358"
"18.09.2017 02:15 - 18.09.2017 02:30","6660","7393"
"18.09.2017 02:30 - 18.09.2017 02:45","6659","7446"
"18.09.2017 02:45 - 18.09.2017 03:00","6690","7650"
"18.09.2017 03:00 - 18.09.2017 03:15","6718","7691"
"18.09.2017 03:15 - 18.09.2017 03:30","6680","7769"
"18.09.2017 03:30 - 18.09.2017 03:45","6686","7693"
"18.09.2017 03:45 - 18.09.2017 04:00","6714","7835"
"18.09.2017 04:00 - 18.09.2017 04:15","7028","7929"
"18.09.2017 04:15 - 18.09.2017 04:30","7106","8158"
"18.09.2017 04:30 - 18.09.2017 04:45","7228","8084"
"18.09.2017 04:45 - 18.09.2017 05:00","7331","8375"
"18.09.2017 05:00 - 18.09.2017 05:15","7640","8595"
"18.09.2017 05:15 - 18.09.2017 05:30","7789","8782"
"18.09.2017 05:30 - 18.09.2017 05:45","8071","8914"
"18.09.2017 05:45 - 18.09.2017 06:00","8387","9332"
"18.09.2017 06:00 - 18.09.2017 06:15","8815","9966"
"18.09.2017 06:15 - 18.09.2017 06:30","9266","10438"
"18.09.2017 06:30 - 18.09.2017 06:45","9550","10721"
"18.09.2017 06:45 - 18.09.2017 07:00","9850","10754"
"18.09.2017 07:00 - 18.09.2017 07:15","10133","11138"
"18.09.2017 07:15 - 18.09.2017 07:30","10355","11358"
"18.09.2017 07:30 - 18.09.2017 07:45","10538","11615"
"18.09.2017 07:45 - 18.09.2017 08:00","10840","11663"
"18.09.2017 08:00 - 18.09.2017 08:15","10922","11839"
"18.09.2017 08:15 - 18.09.2017 08:30","10954","11895"
"18.09.2017 08:30 - 18.09.2017 08:45","10908","12010"
"18.09.2017 08:45 - 18.09.2017 09:00","10879","11908"
"18.09.2017 09:00 - 18.09.2017 09:15","10918","11876"
"18.09.2017 09:15 - 18.09.2017 09:30","11000","11931"
"18.09.2017 09:30 - 18.09.2017 09:45","11006","11819"
"18.09.2017 09:45 - 18.09.2017 10:00","11025","11872"
"18.09.2017 10:00 - 18.09.2017 10:15","11110","11818"
"18.09.2017 10:15 - 18.09.2017 10:30","11126","11845"
"18.09.2017 10:30 - 18.09.2017 10:45","11142","11974"
"18.09.2017 10:45 - 18.09.2017 11:00","11183","12068"
"18.09.2017 11:00 - 18.09.2017 11:15","11268","12032"
"18.09.2017 11:15 - 18.09.2017 11:30","11360","12075"
"18.09.2017 11:30 - 18.09.2017 11:45","11390","12244"
"18.09.2017 11:45 - 18.09.2017 12:00","11481","12206"
"18.09.2017 12:00 - 18.09.2017 12:15","10610","12485"
"18.09.2017 12:15 - 18.09.2017 12:30","10106","12501"
"18.09.2017 12:30 - 18.09.2017 12:45","10564","12562"
"18.09.2017 12:45 - 18.09.2017 13:00","9794","12622"
"18.09.2017 13:00 - 18.09.2017 13:15","10655","12695"
"18.09.2017 13:15 - 18.09.2017 13:30","10250","12357"
"18.09.2017 13:30 - 18.09.2017 13:45","10148","12263"
"18.09.2017 13:45 - 18.09.2017 14:00","10568","12307"
"18.09.2017 14:00 - 18.09.2017 14:15","10550","12035"
"18.09.2017 14:15 - 18.09.2017 14:30","10237","12117"
"18.09.2017 14:30 - 18.09.2017 14:45","9639","11722"
"18.09.2017 14:45 - 18.09.2017 15:00","9998","11732"
"18.09.2017 15:00 - 18.09.2017 15:15","9754","11792"
"18.09.2017 15:15 - 18.09.2017 15:30","10248","11343"
"18.09.2017 15:30 - 18.09.2017 15:45","10100","11598"
"18.09.2017 15:45 - 18.09.2017 16:00","10206","11382"
"18.09.2017 16:00 - 18.09.2017 16:15","9574","11267"
"18.09.2017 16:15 - 18.09.2017 16:30","9482","11139"
"18.09.2017 16:30 - 18.09.2017 16:45","9028","11092"
"18.09.2017 16:45 - 18.09.2017 17:00","10132","11018"
"18.09.2017 17:00 - 18.09.2017 17:15","10154","10952"
"18.09.2017 17:15 - 18.09.2017 17:30","10148","11049"
"18.09.2017 17:30 - 18.09.2017 17:45","9651","11351"
"18.09.2017 17:45 - 18.09.2017 18:00","10168","11500"
"18.09.2017 18:00 - 18.09.2017 18:15","10096","11507"
"18.09.2017 18:15 - 18.09.2017 18:30","9671","11467"
"18.09.2017 18:30 - 18.09.2017 18:45","10053","11533"
"18.09.2017 18:45 - 18.09.2017 19:00","10182","11589"
"18.09.2017 19:00 - 18.09.2017 19:15","9691","11850"
"18.09.2017 19:15 - 18.09.2017 19:30","9733","11989"
"18.09.2017 19:30 - 18.09.2017 19:45","9726","12100"
"18.09.2017 19:45 - 18.09.2017 20:00","10094","11983"
"18.09.2017 20:00 - 18.09.2017 20:15","9984","11880"
"18.09.2017 20:15 - 18.09.2017 20:30","9650","11746"
"18.09.2017 20:30 - 18.09.2017 20:45","9721","11746"
"18.09.2017 20:45 - 18.09.2017 21:00","9182","11409"
"18.09.2017 21:00 - 18.09.2017 21:15","9713","11060"
"18.09.2017 21:15 - 18.09.2017 21:30","9568","10839"
"18.09.2017 21:30 - 18.09.2017 21:45","9858","10626"
"18.09.2017 21:45 - 18.09.2017 22:00","8702","10426"
"18.09.2017 22:00 - 18.09.2017 22:15","8610","10214"
"18.09.2017 22:15 - 18.09.2017 22:30","8377","10015"
"18.09.2017 22:30 - 18.09.2017 22:45","8194","9683"
"18.09.2017 22:45 - 18.09.2017 23:00","8226","9540"
"18.09.2017 23:00 - 18.09.2017 23:15","8363","9345"
"18.09.2017 23:15 - 18.09.2017 23:30","8268","9207"
"18.09.2017 23:30 - 18.09.2017 23:45","8066","8992"
"18.09.2017 23:45 - 19.09.2017 00:00","7902","8901"
"19.09.2017 00:00 - 19.09.2017 00:15","7897","8741"
"19.09.2017 00:15 - 19.09.2017 00:30","7814","8639"
"19.09.2017 00:30 - 19.09.2017 00:45","7739","8418"
"19.09.2017 00:45 - 19.09.2017 01:00","7654","8400"
"19.09.2017 01:00 - 19.09.2017 01:15","7564","8322"
"19.09.2017 01:15 - 19.09.2017 01:30","7480","8205"
"19.09.2017 01:30 - 19.09.2017 01:45","7410","8241"
"19.09.2017 01:45 - 19.09.2017 02:00","7374","8157"
"19.09.2017 02:00 - 19.09.2017 02:15","7345","8035"
"19.09.2017 02:15 - 19.09.2017 02:30","7311","8055"
"19.09.2017 02:30 - 19.09.2017 02:45","7307","8088"
"19.09.2017 02:45 - 19.09.2017 03:00","7332","8143"
"19.09.2017 03:00 - 19.09.2017 03:15","7380","8165"
"19.09.2017 03:15 - 19.09.2017 03:30","7398","8225"
"19.09.2017 03:30 - 19.09.2017 03:45","7395","8215"
"19.09.2017 03:45 - 19.09.2017 04:00","7404","8276"
"19.09.2017 04:00 - 19.09.2017 04:15","7561","8400"
"19.09.2017 04:15 - 19.09.2017 04:30","7613","8551"
"19.09.2017 04:30 - 19.09.2017 04:45","7682","8642"
"19.09.2017 04:45 - 19.09.2017 05:00","7760","8775"
"19.09.2017 05:00 - 19.09.2017 05:15","7979","9069"
"19.09.2017 05:15 - 19.09.2017 05:30","8087","9329"
"19.09.2017 05:30 - 19.09.2017 05:45","8283","9340"
"19.09.2017 05:45 - 19.09.2017 06:00","8522","9748"
"19.09.2017 06:00 - 19.09.2017 06:15","8857","10309"
"19.09.2017 06:15 - 19.09.2017 06:30","9190","10809"
"19.09.2017 06:30 - 19.09.2017 06:45","9491","11108"
"19.09.2017 06:45 - 19.09.2017 07:00","9744","10993"
"19.09.2017 07:00 - 19.09.2017 07:15","9998","11305"
"19.09.2017 07:15 - 19.09.2017 07:30","10232","11567"
"19.09.2017 07:30 - 19.09.2017 07:45","10501","11804"
"19.09.2017 07:45 - 19.09.2017 08:00","10713","11744"
"19.09.2017 08:00 - 19.09.2017 08:15","10766","11855"
"19.09.2017 08:15 - 19.09.2017 08:30","10850","11954"
"19.09.2017 08:30 - 19.09.2017 08:45","10859","12028"
"19.09.2017 08:45 - 19.09.2017 09:00","10838","11838"
"19.09.2017 09:00 - 19.09.2017 09:15","10906","11998"
"19.09.2017 09:15 - 19.09.2017 09:30","10962","11903"
"19.09.2017 09:30 - 19.09.2017 09:45","11005","11964"
"19.09.2017 09:45 - 19.09.2017 10:00","11032","11809"
"19.09.2017 10:00 - 19.09.2017 10:15","11072","11798"
"19.09.2017 10:15 - 19.09.2017 10:30","11112","11701"
"19.09.2017 10:30 - 19.09.2017 10:45","11123","11692"
"19.09.2017 10:45 - 19.09.2017 11:00","11176","11862"
"19.09.2017 11:00 - 19.09.2017 11:15","11252","12083"
"19.09.2017 11:15 - 19.09.2017 11:30","11336","12075"
"19.09.2017 11:30 - 19.09.2017 11:45","11370","11977"
"19.09.2017 11:45 - 19.09.2017 12:00","11016","11959"
"19.09.2017 12:00 - 19.09.2017 12:15","11170","12099"
"19.09.2017 12:15 - 19.09.2017 12:30","11158","12134"
"19.09.2017 12:30 - 19.09.2017 12:45","11038","12520"
"19.09.2017 12:45 - 19.09.2017 13:00","11048","12305"
"19.09.2017 13:00 - 19.09.2017 13:15","10762","12334"
"19.09.2017 13:15 - 19.09.2017 13:30","10777","12317"
"19.09.2017 13:30 - 19.09.2017 13:45","10631","12013"
"19.09.2017 13:45 - 19.09.2017 14:00","10588","11761"
"19.09.2017 14:00 - 19.09.2017 14:15","10591","11784"
"19.09.2017 14:15 - 19.09.2017 14:30","10358","11799"
"19.09.2017 14:30 - 19.09.2017 14:45","10275","11710"
"19.09.2017 14:45 - 19.09.2017 15:00","10636","11648"
"19.09.2017 15:00 - 19.09.2017 15:15","10664","11738"
"19.09.2017 15:15 - 19.09.2017 15:30","10542","11858"
"19.09.2017 15:30 - 19.09.2017 15:45","10566","11822"
"19.09.2017 15:45 - 19.09.2017 16:00","10474","11487"
"19.09.2017 16:00 - 19.09.2017 16:15","10526","11629"
"19.09.2017 16:15 - 19.09.2017 16:30","10566","11382"
"19.09.2017 16:30 - 19.09.2017 16:45","10237","11253"
"19.09.2017 16:45 - 19.09.2017 17:00","10443","11174"
"19.09.2017 17:00 - 19.09.2017 17:15","10460","11129"
"19.09.2017 17:15 - 19.09.2017 17:30","10510","11442"
"19.09.2017 17:30 - 19.09.2017 17:45","10598","11565"
"19.09.2017 17:45 - 19.09.2017 18:00","10664","11552"
"19.09.2017 18:00 - 19.09.2017 18:15","10629","11472"
"19.09.2017 18:15 - 19.09.2017 18:30","10633","11530"
"19.09.2017 18:30 - 19.09.2017 18:45","10775","11742"
"19.09.2017 18:45 - 19.09.2017 19:00","10874","11721"
"19.09.2017 19:00 - 19.09.2017 19:15","10916","11726"
"19.09.2017 19:15 - 19.09.2017 19:30","10841","11861"
"19.09.2017 19:30 - 19.09.2017 19:45","10795","12090"
"19.09.2017 19:45 - 19.09.2017 20:00","10848","12314"
"19.09.2017 20:00 - 19.09.2017 20:15","10608","12055"
"19.09.2017 20:15 - 19.09.2017 20:30","10381","11666"
"19.09.2017 20:30 - 19.09.2017 20:45","10243","11634"
"19.09.2017 20:45 - 19.09.2017 21:00","10091","11370"
"19.09.2017 21:00 - 19.09.2017 21:15","9693","11155"
"19.09.2017 21:15 - 19.09.2017 21:30","9803","10822"
"19.09.2017 21:30 - 19.09.2017 21:45","9812","10626"
"19.09.2017 21:45 - 19.09.2017 22:00","9637","10320"
"19.09.2017 22:00 - 19.09.2017 22:15","9544","10319"
"19.09.2017 22:15 - 19.09.2017 22:30","9365","10060"
"19.09.2017 22:30 - 19.09.2017 22:45","9181","9898"
"19.09.2017 22:45 - 19.09.2017 23:00","8922","9672"
"19.09.2017 23:00 - 19.09.2017 23:15","8621","9538"
"19.09.2017 23:15 - 19.09.2017 23:30","8420","9322"
"19.09.2017 23:30 - 19.09.2017 23:45","8224","9235"
"19.09.2017 23:45 - 20.09.2017 00:00","8118","9043"
"20.09.2017 00:00 - 20.09.2017 00:15","8167","8839"
"20.09.2017 00:15 - 20.09.2017 00:30","8093","8710"
"20.09.2017 00:30 - 20.09.2017 00:45","8010","8547"
"20.09.2017 00:45 - 20.09.2017 01:00","7921","8481"
"20.09.2017 01:00 - 20.09.2017 01:15","7827","8303"
"20.09.2017 01:15 - 20.09.2017 01:30","7746","8378"
"20.09.2017 01:30 - 20.09.2017 01:45","7674","8227"
"20.09.2017 01:45 - 20.09.2017 02:00","7634","8308"
"20.09.2017 02:00 - 20.09.2017 02:15","7599","8309"
"20.09.2017 02:15 - 20.09.2017 02:30","7571","8179"
"20.09.2017 02:30 - 20.09.2017 02:45","7576","7966"
"20.09.2017 02:45 - 20.09.2017 03:00","7599","8053"
"20.09.2017 03:00 - 20.09.2017 03:15","7645","8142"
"20.09.2017 03:15 - 20.09.2017 03:30","7669","8173"
"20.09.2017 03:30 - 20.09.2017 03:45","7663","8282"
"20.09.2017 03:45 - 20.09.2017 04:00","7661","8201"
"20.09.2017 04:00 - 20.09.2017 04:15","7810","8278"
"20.09.2017 04:15 - 20.09.2017 04:30","7861","8400"
"20.09.2017 04:30 - 20.09.2017 04:45","7926","8517"
"20.09.2017 04:45 - 20.09.2017 05:00","8001","8731"
"20.09.2017 05:00 - 20.09.2017 05:15","8199","9015"
"20.09.2017 05:15 - 20.09.2017 05:30","8301","9162"
"20.09.2017 05:30 - 20.09.2017 05:45","8480","9347"
"20.09.2017 05:45 - 20.09.2017 06:00","8694","9347"
"20.09.2017 06:00 - 20.09.2017 06:15","9013","10427"
"20.09.2017 06:15 - 20.09.2017 06:30","9323","10882"
"20.09.2017 06:30 - 20.09.2017 06:45","9608","10981"
"20.09.2017 06:45 - 20.09.2017 07:00","9839","11271"
"20.09.2017 07:00 - 20.09.2017 07:15","10097","11543"
"20.09.2017 07:15 - 20.09.2017 07:30","10326","11750"
"20.09.2017 07:30 - 20.09.2017 07:45","10642","11726"
"20.09.2017 07:45 - 20.09.2017 08:00","10783","12052"
"20.09.2017 08:00 - 20.09.2017 08:15","10831","12279"
"20.09.2017 08:15 - 20.09.2017 08:30","10929","12320"
"20.09.2017 08:30 - 20.09.2017 08:45","10939","12349"
"20.09.2017 08:45 - 20.09.2017 09:00","10921","12195"
"20.09.2017 09:00 - 20.09.2017 09:15","11000","11933"
"20.09.2017 09:15 - 20.09.2017 09:30","11025","12095"
"20.09.2017 09:30 - 20.09.2017 09:45","11082","11975"
"20.09.2017 09:45 - 20.09.2017 10:00","11137","11910"
"20.09.2017 10:00 - 20.09.2017 10:15","11173","11837"
"20.09.2017 10:15 - 20.09.2017 10:30","11211","11975"
"20.09.2017 10:30 - 20.09.2017 10:45","11227","11979"
"20.09.2017 10:45 - 20.09.2017 11:00","11271","12231"
"20.09.2017 11:00 - 20.09.2017 11:15","11346","12249"
"20.09.2017 11:15 - 20.09.2017 11:30","11421","12390"
"20.09.2017 11:30 - 20.09.2017 11:45","11458","12632"
"20.09.2017 11:45 - 20.09.2017 12:00","10971","12613"
"20.09.2017 12:00 - 20.09.2017 12:15","11203","12812"
"20.09.2017 12:15 - 20.09.2017 12:30","11207","12504"
"20.09.2017 12:30 - 20.09.2017 12:45","11077","12395"
"20.09.2017 12:45 - 20.09.2017 13:00","11103","12559"
"20.09.2017 13:00 - 20.09.2017 13:15","10754","12549"
"20.09.2017 13:15 - 20.09.2017 13:30","10865","12221"
"20.09.2017 13:30 - 20.09.2017 13:45","10740","12382"
"20.09.2017 13:45 - 20.09.2017 14:00","10638","12415"
"20.09.2017 14:00 - 20.09.2017 14:15","10646","12391"
"20.09.2017 14:15 - 20.09.2017 14:30","10368","12368"
"20.09.2017 14:30 - 20.09.2017 14:45","10386","12134"
"20.09.2017 14:45 - 20.09.2017 15:00","10879","12015"
"20.09.2017 15:00 - 20.09.2017 15:15","11139","11923"
"20.09.2017 15:15 - 20.09.2017 15:30","10607","11946"
"20.09.2017 15:30 - 20.09.2017 15:45","10594","11963"
"20.09.2017 15:45 - 20.09.2017 16:00","10542","11482"
"20.09.2017 16:00 - 20.09.2017 16:15","10593","11424"
"20.09.2017 16:15 - 20.09.2017 16:30","10836","11509"
"20.09.2017 16:30 - 20.09.2017 16:45","10927","11521"
"20.09.2017 16:45 - 20.09.2017 17:00","10540","11561"
"20.09.2017 17:00 - 20.09.2017 17:15","10556","11687"
"20.09.2017 17:15 - 20.09.2017 17:30","10568","11557"
"20.09.2017 17:30 - 20.09.2017 17:45","10617","11722"
"20.09.2017 17:45 - 20.09.2017 18:00","10619","11823"
"20.09.2017 18:00 - 20.09.2017 18:15","10546","11805"
"20.09.2017 18:15 - 20.09.2017 18:30","10649","11901"
"20.09.2017 18:30 - 20.09.2017 18:45","10735","11806"
"20.09.2017 18:45 - 20.09.2017 19:00","10824","11799"
"20.09.2017 19:00 - 20.09.2017 19:15","10883","12033"
"20.09.2017 19:15 - 20.09.2017 19:30","10864","12161"
"20.09.2017 19:30 - 20.09.2017 19:45","10843","12172"
"20.09.2017 19:45 - 20.09.2017 20:00","10767","12246"
"20.09.2017 20:00 - 20.09.2017 20:15","10654","12101"
"20.09.2017 20:15 - 20.09.2017 20:30","10523","11866"
"20.09.2017 20:30 - 20.09.2017 20:45","10225","11638"
"20.09.2017 20:45 - 20.09.2017 21:00","10117","11437"
"20.09.2017 21:00 - 20.09.2017 21:15","9748","11067"
"20.09.2017 21:15 - 20.09.2017 21:30","9800","10727"
"20.09.2017 21:30 - 20.09.2017 21:45","9690","10601"
"20.09.2017 21:45 - 20.09.2017 22:00","9747","10601"
"20.09.2017 22:00 - 20.09.2017 22:15","9654","10377"
"20.09.2017 22:15 - 20.09.2017 22:30","9501","10132"
"20.09.2017 22:30 - 20.09.2017 22:45","9310","10047"
"20.09.2017 22:45 - 20.09.2017 23:00","8990","9604"
"20.09.2017 23:00 - 20.09.2017 23:15","8685","9564"
"20.09.2017 23:15 - 20.09.2017 23:30","8482","9343"
"20.09.2017 23:30 - 20.09.2017 23:45","8295","9301"
"20.09.2017 23:45 - 21.09.2017 00:00","8189","8971"
"21.09.2017 00:00 - 21.09.2017 00:15","8214","8968"
"21.09.2017 00:15 - 21.09.2017 00:30","8135","8607"
"21.09.2017 00:30 - 21.09.2017 00:45","8050","8620"
"21.09.2017 00:45 - 21.09.2017 01:00","7959","8616"
"21.09.2017 01:00 - 21.09.2017 01:15","7864","8522"
"21.09.2017 01:15 - 21.09.2017 01:30","7782","8480"
"21.09.2017 01:30 - 21.09.2017 01:45","7711","8435"
"21.09.2017 01:45 - 21.09.2017 02:00","7670","8339"
"21.09.2017 02:00 - 21.09.2017 02:15","7634","8166"
"21.09.2017 02:15 - 21.09.2017 02:30","7606","8259"
"21.09.2017 02:30 - 21.09.2017 02:45","7608","8166"
"21.09.2017 02:45 - 21.09.2017 03:00","7631","8280"
"21.09.2017 03:00 - 21.09.2017 03:15","7677","8408"
"21.09.2017 03:15 - 21.09.2017 03:30","7702","8415"
"21.09.2017 03:30 - 21.09.2017 03:45","7695","8353"
"21.09.2017 03:45 - 21.09.2017 04:00","7692","8362"
"21.09.2017 04:00 - 21.09.2017 04:15","7841","8438"
"21.09.2017 04:15 - 21.09.2017 04:30","7891","8558"
"21.09.2017 04:30 - 21.09.2017 04:45","7956","8745"
"21.09.2017 04:45 - 21.09.2017 05:00","8029","8968"
"21.09.2017 05:00 - 21.09.2017 05:15","8226","9128"
"21.09.2017 05:15 - 21.09.2017 05:30","8328","9218"
"21.09.2017 05:30 - 21.09.2017 05:45","8507","9520"
"21.09.2017 05:45 - 21.09.2017 06:00","8722","9911"
"21.09.2017 06:00 - 21.09.2017 06:15","9042","10395"
"21.09.2017 06:15 - 21.09.2017 06:30","9350","10939"
"21.09.2017 06:30 - 21.09.2017 06:45","9636","11331"
"21.09.2017 06:45 - 21.09.2017 07:00","9866","11408"
"21.09.2017 07:00 - 21.09.2017 07:15","10124","11434"
"21.09.2017 07:15 - 21.09.2017 07:30","10353","11727"
"21.09.2017 07:30 - 21.09.2017 07:45","10576","12052"
"21.09.2017 07:45 - 21.09.2017 08:00","10725","12289"
"21.09.2017 08:00 - 21.09.2017 08:15","10778","12482"
"21.09.2017 08:15 - 21.09.2017 08:30","10871","12592"
"21.09.2017 08:30 - 21.09.2017 08:45","10877","12602"
"21.09.2017 08:45 - 21.09.2017 09:00","10858","12573"
"21.09.2017 09:00 - 21.09.2017 09:15","10935","12448"
"21.09.2017 09:15 - 21.09.2017 09:30","10969","12440"
"21.09.2017 09:30 - 21.09.2017 09:45","11012","12300"
"21.09.2017 09:45 - 21.09.2017 10:00","11068","12285"
"21.09.2017 10:00 - 21.09.2017 10:15","11106","12195"
"21.09.2017 10:15 - 21.09.2017 10:30","11146","12176"
"21.09.2017 10:30 - 21.09.2017 10:45","11163","12141"
"21.09.2017 10:45 - 21.09.2017 11:00","11207","12101"
"21.09.2017 11:00 - 21.09.2017 11:15","11276","12132"
"21.09.2017 11:15 - 21.09.2017 11:30","11349","12281"
"21.09.2017 11:30 - 21.09.2017 11:45","11388","12268"
"21.09.2017 11:45 - 21.09.2017 12:00","10953","12183"
"21.09.2017 12:00 - 21.09.2017 12:15","11131","12072"
"21.09.2017 12:15 - 21.09.2017 12:30","11150","12056"
"21.09.2017 12:30 - 21.09.2017 12:45","11010","11973"
"21.09.2017 12:45 - 21.09.2017 13:00","11033","12141"
"21.09.2017 13:00 - 21.09.2017 13:15","10689","12037"
"21.09.2017 13:15 - 21.09.2017 13:30","10796","12118"
"21.09.2017 13:30 - 21.09.2017 13:45","10666","12136"
"21.09.2017 13:45 - 21.09.2017 14:00","10558","11972"
"21.09.2017 14:00 - 21.09.2017 14:15","10565","11913"
"21.09.2017 14:15 - 21.09.2017 14:30","10283","12097"
"21.09.2017 14:30 - 21.09.2017 14:45","10308","12118"
"21.09.2017 14:45 - 21.09.2017 15:00","10803","12028"
"21.09.2017 15:00 - 21.09.2017 15:15","11063","12128"
"21.09.2017 15:15 - 21.09.2017 15:30","10524","12077"
"21.09.2017 15:30 - 21.09.2017 15:45","10519","11909"
"21.09.2017 15:45 - 21.09.2017 16:00","10462","11748"
"21.09.2017 16:00 - 21.09.2017 16:15","10531","11810"
"21.09.2017 16:15 - 21.09.2017 16:30","10790","11655"
"21.09.2017 16:30 - 21.09.2017 16:45","10875","11558"
"21.09.2017 16:45 - 21.09.2017 17:00","10474","11440"
"21.09.2017 17:00 - 21.09.2017 17:15","10496","11523"
"21.09.2017 17:15 - 21.09.2017 17:30","10511","11627"
"21.09.2017 17:30 - 21.09.2017 17:45","10570","11545"
"21.09.2017 17:45 - 21.09.2017 18:00","10566","11570"
"21.09.2017 18:00 - 21.09.2017 18:15","10492","11534"
"21.09.2017 18:15 - 21.09.2017 18:30","10598","11561"
"21.09.2017 18:30 - 21.09.2017 18:45","10673","11701"
"21.09.2017 18:45 - 21.09.2017 19:00","10764","11830"
"21.09.2017 19:00 - 21.09.2017 19:15","10818","11811"
"21.09.2017 19:15 - 21.09.2017 19:30","10792","12062"
"21.09.2017 19:30 - 21.09.2017 19:45","10768","12240"
"21.09.2017 19:45 - 21.09.2017 20:00","10710","12333"
"21.09.2017 20:00 - 21.09.2017 20:15","10581","11974"
"21.09.2017 20:15 - 21.09.2017 20:30","10416","11747"
"21.09.2017 20:30 - 21.09.2017 20:45","10158","11555"
"21.09.2017 20:45 - 21.09.2017 21:00","10053","11244"
"21.09.2017 21:00 - 21.09.2017 21:15","9661","10952"
"21.09.2017 21:15 - 21.09.2017 21:30","9715","11007"
"21.09.2017 21:30 - 21.09.2017 21:45","9656","10861"
"21.09.2017 21:45 - 21.09.2017 22:00","9646","10464"
"21.09.2017 22:00 - 21.09.2017 22:15","9552","10335"
"21.09.2017 22:15 - 21.09.2017 22:30","9397","10258"
"21.09.2017 22:30 - 21.09.2017 22:45","9204","10084"
"21.09.2017 22:45 - 21.09.2017 23:00","8894","9829"
"21.09.2017 23:00 - 21.09.2017 23:15","8597","9708"
"21.09.2017 23:15 - 21.09.2017 23:30","8396","9476"
"21.09.2017 23:30 - 21.09.2017 23:45","8207","9234"
"21.09.2017 23:45 - 22.09.2017 00:00","8047","9111"
