"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(50Hertz)","Actual Total Load [MW] - CTA|DE(50Hertz)"
"27.09.2015 01:45 - 27.09.2015 02:00","N/A","6271"
"27.09.2015 02:00 - 27.09.2015 02:15","N/A","6080"
"27.09.2015 02:15 - 27.09.2015 02:30","N/A","6225"
"27.09.2015 02:30 - 27.09.2015 02:45","N/A","6143"
"27.09.2015 02:45 - 27.09.2015 03:00","N/A","6179"
"27.09.2015 03:00 - 27.09.2015 03:15","N/A","6098"
"27.09.2015 03:15 - 27.09.2015 03:30","N/A","6251"
"27.09.2015 03:30 - 27.09.2015 03:45","N/A","6179"
"27.09.2015 03:45 - 27.09.2015 04:00","N/A","6255"
"27.09.2015 04:00 - 27.09.2015 04:15","N/A","6135"
"27.09.2015 04:15 - 27.09.2015 04:30","N/A","6318"
"27.09.2015 04:30 - 27.09.2015 04:45","N/A","6267"
"27.09.2015 04:45 - 27.09.2015 05:00","N/A","6320"
"27.09.2015 05:00 - 27.09.2015 05:15","N/A","6316"
"27.09.2015 05:15 - 27.09.2015 05:30","N/A","6369"
"27.09.2015 05:30 - 27.09.2015 05:45","N/A","6426"
"27.09.2015 05:45 - 27.09.2015 06:00","N/A","6269"
"27.09.2015 06:00 - 27.09.2015 06:15","N/A","6355"
"27.09.2015 06:15 - 27.09.2015 06:30","N/A","6429"
"27.09.2015 06:30 - 27.09.2015 06:45","N/A","6446"
"27.09.2015 06:45 - 27.09.2015 07:00","N/A","6488"
"27.09.2015 07:00 - 27.09.2015 07:15","N/A","6669"
"27.09.2015 07:15 - 27.09.2015 07:30","N/A","6828"
"27.09.2015 07:30 - 27.09.2015 07:45","N/A","7031"
"27.09.2015 07:45 - 27.09.2015 08:00","N/A","7287"
"27.09.2015 08:00 - 27.09.2015 08:15","N/A","7442"
"27.09.2015 08:15 - 27.09.2015 08:30","N/A","7611"
"27.09.2015 08:30 - 27.09.2015 08:45","N/A","7735"
"27.09.2015 08:45 - 27.09.2015 09:00","N/A","7791"
"27.09.2015 09:00 - 27.09.2015 09:15","N/A","7936"
"27.09.2015 09:15 - 27.09.2015 09:30","N/A","8050"
"27.09.2015 09:30 - 27.09.2015 09:45","N/A","8379"
"27.09.2015 09:45 - 27.09.2015 10:00","N/A","8424"
"27.09.2015 10:00 - 27.09.2015 10:15","N/A","8465"
"27.09.2015 10:15 - 27.09.2015 10:30","N/A","8395"
"27.09.2015 10:30 - 27.09.2015 10:45","N/A","8620"
"27.09.2015 10:45 - 27.09.2015 11:00","N/A","8864"
"27.09.2015 11:00 - 27.09.2015 11:15","N/A","9177"
"27.09.2015 11:15 - 27.09.2015 11:30","N/A","9342"
"27.09.2015 11:30 - 27.09.2015 11:45","N/A","9511"
"27.09.2015 11:45 - 27.09.2015 12:00","N/A","9550"
"27.09.2015 12:00 - 27.09.2015 12:15","N/A","9503"
"27.09.2015 12:15 - 27.09.2015 12:30","N/A","9060"
"27.09.2015 12:30 - 27.09.2015 12:45","N/A","9016"
"27.09.2015 12:45 - 27.09.2015 13:00","N/A","8756"
"27.09.2015 13:00 - 27.09.2015 13:15","N/A","8555"
"27.09.2015 13:15 - 27.09.2015 13:30","N/A","8410"
"27.09.2015 13:30 - 27.09.2015 13:45","N/A","8170"
"27.09.2015 13:45 - 27.09.2015 14:00","N/A","7779"
"27.09.2015 14:00 - 27.09.2015 14:15","N/A","7703"
"27.09.2015 14:15 - 27.09.2015 14:30","N/A","7861"
"27.09.2015 14:30 - 27.09.2015 14:45","N/A","7857"
"27.09.2015 14:45 - 27.09.2015 15:00","N/A","7615"
"27.09.2015 15:00 - 27.09.2015 15:15","N/A","7846"
"27.09.2015 15:15 - 27.09.2015 15:30","N/A","7593"
"27.09.2015 15:30 - 27.09.2015 15:45","N/A","7502"
"27.09.2015 15:45 - 27.09.2015 16:00","N/A","7477"
"27.09.2015 16:00 - 27.09.2015 16:15","N/A","7404"
"27.09.2015 16:15 - 27.09.2015 16:30","N/A","7686"
"27.09.2015 16:30 - 27.09.2015 16:45","N/A","7782"
"27.09.2015 16:45 - 27.09.2015 17:00","N/A","7861"
"27.09.2015 17:00 - 27.09.2015 17:15","N/A","7940"
"27.09.2015 17:15 - 27.09.2015 17:30","N/A","8141"
"27.09.2015 17:30 - 27.09.2015 17:45","N/A","8359"
"27.09.2015 17:45 - 27.09.2015 18:00","N/A","8441"
"27.09.2015 18:00 - 27.09.2015 18:15","N/A","8536"
"27.09.2015 18:15 - 27.09.2015 18:30","N/A","8584"
"27.09.2015 18:30 - 27.09.2015 18:45","N/A","8725"
"27.09.2015 18:45 - 27.09.2015 19:00","N/A","8819"
"27.09.2015 19:00 - 27.09.2015 19:15","N/A","8878"
"27.09.2015 19:15 - 27.09.2015 19:30","N/A","9130"
"27.09.2015 19:30 - 27.09.2015 19:45","N/A","9297"
"27.09.2015 19:45 - 27.09.2015 20:00","N/A","9295"
"27.09.2015 20:00 - 27.09.2015 20:15","N/A","9078"
"27.09.2015 20:15 - 27.09.2015 20:30","N/A","8809"
"27.09.2015 20:30 - 27.09.2015 20:45","N/A","8733"
"27.09.2015 20:45 - 27.09.2015 21:00","N/A","8638"
"27.09.2015 21:00 - 27.09.2015 21:15","N/A","8321"
"27.09.2015 21:15 - 27.09.2015 21:30","N/A","8119"
"27.09.2015 21:30 - 27.09.2015 21:45","N/A","8026"
"27.09.2015 21:45 - 27.09.2015 22:00","N/A","8180"
"27.09.2015 22:00 - 27.09.2015 22:15","N/A","8051"
"27.09.2015 22:15 - 27.09.2015 22:30","N/A","7972"
"27.09.2015 22:30 - 27.09.2015 22:45","N/A","7808"
"27.09.2015 22:45 - 27.09.2015 23:00","N/A","7782"
"27.09.2015 23:00 - 27.09.2015 23:15","N/A","7619"
"27.09.2015 23:15 - 27.09.2015 23:30","N/A","7468"
"27.09.2015 23:30 - 27.09.2015 23:45","N/A","7325"
"27.09.2015 23:45 - 28.09.2015 00:00","N/A","7224"
"28.09.2015 00:00 - 28.09.2015 00:15","6274","7048"
"28.09.2015 00:15 - 28.09.2015 00:30","6164","7038"
"28.09.2015 00:30 - 28.09.2015 00:45","6094","6939"
"28.09.2015 00:45 - 28.09.2015 01:00","6036","6817"
"28.09.2015 01:00 - 28.09.2015 01:15","5998","6681"
"28.09.2015 01:15 - 28.09.2015 01:30","5956","6748"
"28.09.2015 01:30 - 28.09.2015 01:45","5894","6715"
"28.09.2015 01:45 - 28.09.2015 02:00","5853","6665"
"28.09.2015 02:00 - 28.09.2015 02:15","5822","6574"
"28.09.2015 02:15 - 28.09.2015 02:30","5784","6519"
"28.09.2015 02:30 - 28.09.2015 02:45","5779","6578"
"28.09.2015 02:45 - 28.09.2015 03:00","5803","6565"
"28.09.2015 03:00 - 28.09.2015 03:15","5836","6674"
"28.09.2015 03:15 - 28.09.2015 03:30","5860","6684"
"28.09.2015 03:30 - 28.09.2015 03:45","5913","6669"
"28.09.2015 03:45 - 28.09.2015 04:00","5950","6802"
"28.09.2015 04:00 - 28.09.2015 04:15","6102","7036"
"28.09.2015 04:15 - 28.09.2015 04:30","6218","7174"
"28.09.2015 04:30 - 28.09.2015 04:45","6398","7250"
"28.09.2015 04:45 - 28.09.2015 05:00","6588","7438"
"28.09.2015 05:00 - 28.09.2015 05:15","6871","7730"
"28.09.2015 05:15 - 28.09.2015 05:30","7064","7903"
"28.09.2015 05:30 - 28.09.2015 05:45","7368","8148"
"28.09.2015 05:45 - 28.09.2015 06:00","7711","8629"
"28.09.2015 06:00 - 28.09.2015 06:15","8263","8993"
"28.09.2015 06:15 - 28.09.2015 06:30","8725","9664"
"28.09.2015 06:30 - 28.09.2015 06:45","8983","9948"
"28.09.2015 06:45 - 28.09.2015 07:00","9272","10131"
"28.09.2015 07:00 - 28.09.2015 07:15","9586","10373"
"28.09.2015 07:15 - 28.09.2015 07:30","9764","10562"
"28.09.2015 07:30 - 28.09.2015 07:45","9885","10814"
"28.09.2015 07:45 - 28.09.2015 08:00","10006","10914"
"28.09.2015 08:00 - 28.09.2015 08:15","10039","10999"
"28.09.2015 08:15 - 28.09.2015 08:30","10047","10982"
"28.09.2015 08:30 - 28.09.2015 08:45","10022","10846"
"28.09.2015 08:45 - 28.09.2015 09:00","0","10910"
"28.09.2015 09:00 - 28.09.2015 09:15","9956","10778"
"28.09.2015 09:15 - 28.09.2015 09:30","9930","10856"
"28.09.2015 09:30 - 28.09.2015 09:45","9931","10880"
"28.09.2015 09:45 - 28.09.2015 10:00","9934","11076"
"28.09.2015 10:00 - 28.09.2015 10:15","9991","11207"
"28.09.2015 10:15 - 28.09.2015 10:30","9971","11257"
"28.09.2015 10:30 - 28.09.2015 10:45","10026","11157"
"28.09.2015 10:45 - 28.09.2015 11:00","10040","11072"
"28.09.2015 11:00 - 28.09.2015 11:15","10144","11204"
"28.09.2015 11:15 - 28.09.2015 11:30","10298","11305"
"28.09.2015 11:30 - 28.09.2015 11:45","10338","11268"
"28.09.2015 11:45 - 28.09.2015 12:00","10423","11288"
"28.09.2015 12:00 - 28.09.2015 12:15","10338","11184"
"28.09.2015 12:15 - 28.09.2015 12:30","10268","11337"
"28.09.2015 12:30 - 28.09.2015 12:45","10280","11321"
"28.09.2015 12:45 - 28.09.2015 13:00","10198","11304"
"28.09.2015 13:00 - 28.09.2015 13:15","10191","11172"
"28.09.2015 13:15 - 28.09.2015 13:30","10162","11185"
"28.09.2015 13:30 - 28.09.2015 13:45","10108","10791"
"28.09.2015 13:45 - 28.09.2015 14:00","10034","10732"
"28.09.2015 14:00 - 28.09.2015 14:15","10045","10659"
"28.09.2015 14:15 - 28.09.2015 14:30","10086","10742"
"28.09.2015 14:30 - 28.09.2015 14:45","10042","10898"
"28.09.2015 14:45 - 28.09.2015 15:00","9949","10804"
"28.09.2015 15:00 - 28.09.2015 15:15","9964","10540"
"28.09.2015 15:15 - 28.09.2015 15:30","9895","10646"
"28.09.2015 15:30 - 28.09.2015 15:45","9822","10393"
"28.09.2015 15:45 - 28.09.2015 16:00","9769","10483"
"28.09.2015 16:00 - 28.09.2015 16:15","9748","10427"
"28.09.2015 16:15 - 28.09.2015 16:30","9693","10286"
"28.09.2015 16:30 - 28.09.2015 16:45","9692","10299"
"28.09.2015 16:45 - 28.09.2015 17:00","9648","10213"
"28.09.2015 17:00 - 28.09.2015 17:15","9675","10251"
"28.09.2015 17:15 - 28.09.2015 17:30","9741","10367"
"28.09.2015 17:30 - 28.09.2015 17:45","9789","10542"
"28.09.2015 17:45 - 28.09.2015 18:00","9879","10631"
"28.09.2015 18:00 - 28.09.2015 18:15","9905","10604"
"28.09.2015 18:15 - 28.09.2015 18:30","10013","10704"
"28.09.2015 18:30 - 28.09.2015 18:45","10151","10705"
"28.09.2015 18:45 - 28.09.2015 19:00","10258","10839"
"28.09.2015 19:00 - 28.09.2015 19:15","10402","11093"
"28.09.2015 19:15 - 28.09.2015 19:30","10400","11394"
"28.09.2015 19:30 - 28.09.2015 19:45","10391","11411"
"28.09.2015 19:45 - 28.09.2015 20:00","10429","11547"
"28.09.2015 20:00 - 28.09.2015 20:15","10309","11187"
"28.09.2015 20:15 - 28.09.2015 20:30","0","10870"
"28.09.2015 20:30 - 28.09.2015 20:45","9906","10546"
"28.09.2015 20:45 - 28.09.2015 21:00","9654","10344"
"28.09.2015 21:00 - 28.09.2015 21:15","0","10138"
"28.09.2015 21:15 - 28.09.2015 21:30","9402","9988"
"28.09.2015 21:30 - 28.09.2015 21:45","9144","9733"
"28.09.2015 21:45 - 28.09.2015 22:00","8866","9621"
"28.09.2015 22:00 - 28.09.2015 22:15","8611","9379"
"28.09.2015 22:15 - 28.09.2015 22:30","8422","9240"
"28.09.2015 22:30 - 28.09.2015 22:45","8173","8987"
"28.09.2015 22:45 - 28.09.2015 23:00","7945","8794"
"28.09.2015 23:00 - 28.09.2015 23:15","7772","8753"
"28.09.2015 23:15 - 28.09.2015 23:30","7609","8480"
"28.09.2015 23:30 - 28.09.2015 23:45","7411","8415"
"28.09.2015 23:45 - 29.09.2015 00:00","7153","8207"
"29.09.2015 00:00 - 29.09.2015 00:15","6867","8022"
"29.09.2015 00:15 - 29.09.2015 00:30","6762","7915"
"29.09.2015 00:30 - 29.09.2015 00:45","6666","7932"
"29.09.2015 00:45 - 29.09.2015 01:00","6579","7819"
"29.09.2015 01:00 - 29.09.2015 01:15","6528","7617"
"29.09.2015 01:15 - 29.09.2015 01:30","6498","7563"
"29.09.2015 01:30 - 29.09.2015 01:45","6429","7715"
"29.09.2015 01:45 - 29.09.2015 02:00","6363","7690"
"29.09.2015 02:00 - 29.09.2015 02:15","6308","7534"
"29.09.2015 02:15 - 29.09.2015 02:30","6273","7458"
"29.09.2015 02:30 - 29.09.2015 02:45","6274","7479"
"29.09.2015 02:45 - 29.09.2015 03:00","6304","7428"
"29.09.2015 03:00 - 29.09.2015 03:15","0","7355"
"29.09.2015 03:15 - 29.09.2015 03:30","6362","7541"
"29.09.2015 03:30 - 29.09.2015 03:45","6413","7536"
"29.09.2015 03:45 - 29.09.2015 04:00","6434","7562"
"29.09.2015 04:00 - 29.09.2015 04:15","6552","7669"
"29.09.2015 04:15 - 29.09.2015 04:30","6636","7880"
"29.09.2015 04:30 - 29.09.2015 04:45","6798","8051"
"29.09.2015 04:45 - 29.09.2015 05:00","6945","8096"
"29.09.2015 05:00 - 29.09.2015 05:15","7186","8400"
"29.09.2015 05:15 - 29.09.2015 05:30","7363","8562"
"29.09.2015 05:30 - 29.09.2015 05:45","7675","8791"
"29.09.2015 05:45 - 29.09.2015 06:00","7918","9213"
"29.09.2015 06:00 - 29.09.2015 06:15","8410","9618"
"29.09.2015 06:15 - 29.09.2015 06:30","8861","10108"
"29.09.2015 06:30 - 29.09.2015 06:45","0","10441"
"29.09.2015 06:45 - 29.09.2015 07:00","9423","10618"
"29.09.2015 07:00 - 29.09.2015 07:15","9705","10829"
"29.09.2015 07:15 - 29.09.2015 07:30","9913","11037"
"29.09.2015 07:30 - 29.09.2015 07:45","10103","11229"
"29.09.2015 07:45 - 29.09.2015 08:00","10225","11267"
"29.09.2015 08:00 - 29.09.2015 08:15","10282","11381"
"29.09.2015 08:15 - 29.09.2015 08:30","10298","11458"
"29.09.2015 08:30 - 29.09.2015 08:45","10254","11651"
"29.09.2015 08:45 - 29.09.2015 09:00","10195","11566"
"29.09.2015 09:00 - 29.09.2015 09:15","10144","11292"
"29.09.2015 09:15 - 29.09.2015 09:30","10138","11270"
"29.09.2015 09:30 - 29.09.2015 09:45","10187","11187"
"29.09.2015 09:45 - 29.09.2015 10:00","10199","11139"
"29.09.2015 10:00 - 29.09.2015 10:15","10214","10975"
"29.09.2015 10:15 - 29.09.2015 10:30","10175","10917"
"29.09.2015 10:30 - 29.09.2015 10:45","10198","10885"
"29.09.2015 10:45 - 29.09.2015 11:00","10219","11055"
"29.09.2015 11:00 - 29.09.2015 11:15","10288","11280"
"29.09.2015 11:15 - 29.09.2015 11:30","10421","11752"
"29.09.2015 11:30 - 29.09.2015 11:45","10533","11716"
"29.09.2015 11:45 - 29.09.2015 12:00","10597","11997"
"29.09.2015 12:00 - 29.09.2015 12:15","10483","12025"
"29.09.2015 12:15 - 29.09.2015 12:30","10432","11830"
"29.09.2015 12:30 - 29.09.2015 12:45","10430","11627"
"29.09.2015 12:45 - 29.09.2015 13:00","10425","11692"
"29.09.2015 13:00 - 29.09.2015 13:15","10422","11478"
"29.09.2015 13:15 - 29.09.2015 13:30","0","11517"
"29.09.2015 13:30 - 29.09.2015 13:45","10241","11316"
"29.09.2015 13:45 - 29.09.2015 14:00","10183","11390"
"29.09.2015 14:00 - 29.09.2015 14:15","10176","11046"
"29.09.2015 14:15 - 29.09.2015 14:30","10191","11332"
"29.09.2015 14:30 - 29.09.2015 14:45","10137","11209"
"29.09.2015 14:45 - 29.09.2015 15:00","10079","11233"
"29.09.2015 15:00 - 29.09.2015 15:15","10085","10956"
"29.09.2015 15:15 - 29.09.2015 15:30","10063","10883"
"29.09.2015 15:30 - 29.09.2015 15:45","9992","11057"
"29.09.2015 15:45 - 29.09.2015 16:00","9932","10818"
"29.09.2015 16:00 - 29.09.2015 16:15","9911","10753"
"29.09.2015 16:15 - 29.09.2015 16:30","9873","10892"
"29.09.2015 16:30 - 29.09.2015 16:45","9899","10705"
"29.09.2015 16:45 - 29.09.2015 17:00","9891","10440"
"29.09.2015 17:00 - 29.09.2015 17:15","9928","10768"
"29.09.2015 17:15 - 29.09.2015 17:30","9993","10732"
"29.09.2015 17:30 - 29.09.2015 17:45","10046","10685"
"29.09.2015 17:45 - 29.09.2015 18:00","10097","10854"
"29.09.2015 18:00 - 29.09.2015 18:15","10120","10907"
"29.09.2015 18:15 - 29.09.2015 18:30","10221","10855"
"29.09.2015 18:30 - 29.09.2015 18:45","10362","10969"
"29.09.2015 18:45 - 29.09.2015 19:00","10439","11120"
"29.09.2015 19:00 - 29.09.2015 19:15","10552","11497"
"29.09.2015 19:15 - 29.09.2015 19:30","10527","11757"
"29.09.2015 19:30 - 29.09.2015 19:45","10513","11706"
"29.09.2015 19:45 - 29.09.2015 20:00","10544","11641"
"29.09.2015 20:00 - 29.09.2015 20:15","10415","11265"
"29.09.2015 20:15 - 29.09.2015 20:30","10216","11103"
"29.09.2015 20:30 - 29.09.2015 20:45","9967","10831"
"29.09.2015 20:45 - 29.09.2015 21:00","9705","10549"
"29.09.2015 21:00 - 29.09.2015 21:15","9607","10264"
"29.09.2015 21:15 - 29.09.2015 21:30","9459","10124"
"29.09.2015 21:30 - 29.09.2015 21:45","9234","10002"
"29.09.2015 21:45 - 29.09.2015 22:00","8934","9707"
"29.09.2015 22:00 - 29.09.2015 22:15","8708","9499"
"29.09.2015 22:15 - 29.09.2015 22:30","8554","9514"
"29.09.2015 22:30 - 29.09.2015 22:45","8247","9264"
"29.09.2015 22:45 - 29.09.2015 23:00","8008","9078"
"29.09.2015 23:00 - 29.09.2015 23:15","7805","8857"
"29.09.2015 23:15 - 29.09.2015 23:30","7622","8567"
"29.09.2015 23:30 - 29.09.2015 23:45","7449","8409"
"29.09.2015 23:45 - 30.09.2015 00:00","7343","8293"
"30.09.2015 00:00 - 30.09.2015 00:15","7337","8249"
"30.09.2015 00:15 - 30.09.2015 00:30","7278","8190"
"30.09.2015 00:30 - 30.09.2015 00:45","7199","8045"
"30.09.2015 00:45 - 30.09.2015 01:00","7123","7980"
"30.09.2015 01:00 - 30.09.2015 01:15","7039","7882"
"30.09.2015 01:15 - 30.09.2015 01:30","7005","7834"
"30.09.2015 01:30 - 30.09.2015 01:45","6929","7771"
"30.09.2015 01:45 - 30.09.2015 02:00","6866","7748"
"30.09.2015 02:00 - 30.09.2015 02:15","6798","7724"
"30.09.2015 02:15 - 30.09.2015 02:30","6758","7555"
"30.09.2015 02:30 - 30.09.2015 02:45","6751","7627"
"30.09.2015 02:45 - 30.09.2015 03:00","6791","7672"
"30.09.2015 03:00 - 30.09.2015 03:15","6821","7711"
"30.09.2015 03:15 - 30.09.2015 03:30","6849","7683"
"30.09.2015 03:30 - 30.09.2015 03:45","6902","7725"
"30.09.2015 03:45 - 30.09.2015 04:00","6948","7720"
"30.09.2015 04:00 - 30.09.2015 04:15","7042","7978"
"30.09.2015 04:15 - 30.09.2015 04:30","7108","8128"
"30.09.2015 04:30 - 30.09.2015 04:45","7323","8281"
"30.09.2015 04:45 - 30.09.2015 05:00","7536","8307"
"30.09.2015 05:00 - 30.09.2015 05:15","7765","8497"
"30.09.2015 05:15 - 30.09.2015 05:30","8000","8701"
"30.09.2015 05:30 - 30.09.2015 05:45","8295","8936"
"30.09.2015 05:45 - 30.09.2015 06:00","8501","9186"
"30.09.2015 06:00 - 30.09.2015 06:15","8957","9677"
"30.09.2015 06:15 - 30.09.2015 06:30","9372","10221"
"30.09.2015 06:30 - 30.09.2015 06:45","9653","10711"
"30.09.2015 06:45 - 30.09.2015 07:00","9796","10890"
"30.09.2015 07:00 - 30.09.2015 07:15","10030","10895"
"30.09.2015 07:15 - 30.09.2015 07:30","10236","10981"
"30.09.2015 07:30 - 30.09.2015 07:45","10621","11184"
"30.09.2015 07:45 - 30.09.2015 08:00","10751","11447"
"30.09.2015 08:00 - 30.09.2015 08:15","10794","11527"
"30.09.2015 08:15 - 30.09.2015 08:30","10840","11647"
"30.09.2015 08:30 - 30.09.2015 08:45","10798","11516"
"30.09.2015 08:45 - 30.09.2015 09:00","10747","11532"
"30.09.2015 09:00 - 30.09.2015 09:15","10711","11488"
"30.09.2015 09:15 - 30.09.2015 09:30","10701","11590"
"30.09.2015 09:30 - 30.09.2015 09:45","10797","11418"
"30.09.2015 09:45 - 30.09.2015 10:00","0","11630"
"30.09.2015 10:00 - 30.09.2015 10:15","10741","11478"
"30.09.2015 10:15 - 30.09.2015 10:30","10666","11501"
"30.09.2015 10:30 - 30.09.2015 10:45","10682","11444"
"30.09.2015 10:45 - 30.09.2015 11:00","10652","11644"
"30.09.2015 11:00 - 30.09.2015 11:15","10739","11758"
"30.09.2015 11:15 - 30.09.2015 11:30","10888","11908"
"30.09.2015 11:30 - 30.09.2015 11:45","10976","11817"
"30.09.2015 11:45 - 30.09.2015 12:00","11060","11868"
"30.09.2015 12:00 - 30.09.2015 12:15","10952","11864"
"30.09.2015 12:15 - 30.09.2015 12:30","10831","11705"
"30.09.2015 12:30 - 30.09.2015 12:45","10785","11644"
"30.09.2015 12:45 - 30.09.2015 13:00","10779","11816"
"30.09.2015 13:00 - 30.09.2015 13:15","10792","11599"
"30.09.2015 13:15 - 30.09.2015 13:30","10759","11255"
"30.09.2015 13:30 - 30.09.2015 13:45","10610","11009"
"30.09.2015 13:45 - 30.09.2015 14:00","10550","10927"
"30.09.2015 14:00 - 30.09.2015 14:15","10554","11086"
"30.09.2015 14:15 - 30.09.2015 14:30","10596","11035"
"30.09.2015 14:30 - 30.09.2015 14:45","10562","10955"
"30.09.2015 14:45 - 30.09.2015 15:00","10550","10964"
"30.09.2015 15:00 - 30.09.2015 15:15","10536","10935"
"30.09.2015 15:15 - 30.09.2015 15:30","10458","10707"
"30.09.2015 15:30 - 30.09.2015 15:45","10362","10513"
"30.09.2015 15:45 - 30.09.2015 16:00","10390","10544"
"30.09.2015 16:00 - 30.09.2015 16:15","10368","10465"
"30.09.2015 16:15 - 30.09.2015 16:30","10352","10586"
"30.09.2015 16:30 - 30.09.2015 16:45","10381","10591"
"30.09.2015 16:45 - 30.09.2015 17:00","10391","10532"
"30.09.2015 17:00 - 30.09.2015 17:15","10329","10502"
"30.09.2015 17:15 - 30.09.2015 17:30","10309","10653"
"30.09.2015 17:30 - 30.09.2015 17:45","10351","10680"
"30.09.2015 17:45 - 30.09.2015 18:00","10444","10884"
"30.09.2015 18:00 - 30.09.2015 18:15","10421","10830"
"30.09.2015 18:15 - 30.09.2015 18:30","10434","10881"
"30.09.2015 18:30 - 30.09.2015 18:45","10563","11010"
"30.09.2015 18:45 - 30.09.2015 19:00","10614","11263"
"30.09.2015 19:00 - 30.09.2015 19:15","10815","11519"
"30.09.2015 19:15 - 30.09.2015 19:30","10805","11743"
"30.09.2015 19:30 - 30.09.2015 19:45","10894","11754"
"30.09.2015 19:45 - 30.09.2015 20:00","10988","11634"
"30.09.2015 20:00 - 30.09.2015 20:15","10983","11253"
"30.09.2015 20:15 - 30.09.2015 20:30","10915","10926"
"30.09.2015 20:30 - 30.09.2015 20:45","10694","10824"
"30.09.2015 20:45 - 30.09.2015 21:00","10425","10481"
"30.09.2015 21:00 - 30.09.2015 21:15","10320","10262"
"30.09.2015 21:15 - 30.09.2015 21:30","10113","9996"
"30.09.2015 21:30 - 30.09.2015 21:45","9802","9891"
"30.09.2015 21:45 - 30.09.2015 22:00","9413","9600"
"30.09.2015 22:00 - 30.09.2015 22:15","0","9519"
"30.09.2015 22:15 - 30.09.2015 22:30","9094","9338"
"30.09.2015 22:30 - 30.09.2015 22:45","8789","9334"
"30.09.2015 22:45 - 30.09.2015 23:00","8421","8946"
"30.09.2015 23:00 - 30.09.2015 23:15","8014","8755"
"30.09.2015 23:15 - 30.09.2015 23:30","7837","8519"
"30.09.2015 23:30 - 30.09.2015 23:45","7763","8451"
"30.09.2015 23:45 - 01.10.2015 00:00","7777","8188"
"01.10.2015 00:00 - 01.10.2015 00:15","7637","8091"
"01.10.2015 00:15 - 01.10.2015 00:30","7547","7960"
"01.10.2015 00:30 - 01.10.2015 00:45","7454","7943"
"01.10.2015 00:45 - 01.10.2015 01:00","0","7755"
"01.10.2015 01:00 - 01.10.2015 01:15","7278","7789"
"01.10.2015 01:15 - 01.10.2015 01:30","7239","7725"
"01.10.2015 01:30 - 01.10.2015 01:45","7156","7554"
"01.10.2015 01:45 - 01.10.2015 02:00","7079","7582"
"01.10.2015 02:00 - 01.10.2015 02:15","7019","7472"
"01.10.2015 02:15 - 01.10.2015 02:30","7004","7481"
"01.10.2015 02:30 - 01.10.2015 02:45","7013","7481"
"01.10.2015 02:45 - 01.10.2015 03:00","7031","7452"
"01.10.2015 03:00 - 01.10.2015 03:15","7046","7548"
"01.10.2015 03:15 - 01.10.2015 03:30","7071","7675"
"01.10.2015 03:30 - 01.10.2015 03:45","7138","7719"
"01.10.2015 03:45 - 01.10.2015 04:00","7175","7598"
"01.10.2015 04:00 - 01.10.2015 04:15","7312","7737"
"01.10.2015 04:15 - 01.10.2015 04:30","7400","7953"
"01.10.2015 04:30 - 01.10.2015 04:45","7571","8179"
"01.10.2015 04:45 - 01.10.2015 05:00","7787","8147"
"01.10.2015 05:00 - 01.10.2015 05:15","8057","8473"
"01.10.2015 05:15 - 01.10.2015 05:30","8241","8602"
"01.10.2015 05:30 - 01.10.2015 05:45","8488","8859"
"01.10.2015 05:45 - 01.10.2015 06:00","8752","9178"
"01.10.2015 06:00 - 01.10.2015 06:15","9169","9739"
"01.10.2015 06:15 - 01.10.2015 06:30","9605","10230"
"01.10.2015 06:30 - 01.10.2015 06:45","9817","10640"
"01.10.2015 06:45 - 01.10.2015 07:00","9993","10825"
"01.10.2015 07:00 - 01.10.2015 07:15","10242","10995"
"01.10.2015 07:15 - 01.10.2015 07:30","10389","11158"
"01.10.2015 07:30 - 01.10.2015 07:45","10688","11202"
"01.10.2015 07:45 - 01.10.2015 08:00","10772","11499"
"01.10.2015 08:00 - 01.10.2015 08:15","10789","11713"
"01.10.2015 08:15 - 01.10.2015 08:30","10840","11599"
"01.10.2015 08:30 - 01.10.2015 08:45","10840","11603"
"01.10.2015 08:45 - 01.10.2015 09:00","10717","11461"
"01.10.2015 09:00 - 01.10.2015 09:15","10685","11150"
"01.10.2015 09:15 - 01.10.2015 09:30","10640","11206"
"01.10.2015 09:30 - 01.10.2015 09:45","10676","11306"
"01.10.2015 09:45 - 01.10.2015 10:00","10650","11455"
"01.10.2015 10:00 - 01.10.2015 10:15","10639","11398"
"01.10.2015 10:15 - 01.10.2015 10:30","10598","11385"
"01.10.2015 10:30 - 01.10.2015 10:45","10625","11299"
"01.10.2015 10:45 - 01.10.2015 11:00","10582","11376"
"01.10.2015 11:00 - 01.10.2015 11:15","10692","11353"
"01.10.2015 11:15 - 01.10.2015 11:30","10819","11437"
"01.10.2015 11:30 - 01.10.2015 11:45","10874","11306"
"01.10.2015 11:45 - 01.10.2015 12:00","10948","11216"
"01.10.2015 12:00 - 01.10.2015 12:15","10857","11189"
"01.10.2015 12:15 - 01.10.2015 12:30","10857","11138"
"01.10.2015 12:30 - 01.10.2015 12:45","10729","10958"
"01.10.2015 12:45 - 01.10.2015 13:00","10739","11102"
"01.10.2015 13:00 - 01.10.2015 13:15","10776","11231"
"01.10.2015 13:15 - 01.10.2015 13:30","10691","11244"
"01.10.2015 13:30 - 01.10.2015 13:45","10580","11141"
