date,from,to,actual,forecast
2010-01-09 00:00:00,2010-01-09 20:15:00,2010-01-09 20:30:00,22147.5,22306.5
2010-01-09 00:00:00,2010-01-09 20:30:00,2010-01-09 20:45:00,21801.25,22059.75
2010-01-09 00:00:00,2010-01-09 20:45:00,2010-01-09 21:00:00,21455.0,21813.0
2010-01-09 00:00:00,2010-01-09 21:00:00,2010-01-09 21:15:00,21529.5,21839.25
2010-01-09 00:00:00,2010-01-09 21:15:00,2010-01-09 21:30:00,21604.0,21865.5
2010-01-09 00:00:00,2010-01-09 21:30:00,2010-01-09 21:45:00,21678.5,21891.75
2010-01-09 00:00:00,2010-01-09 21:45:00,2010-01-09 22:00:00,21753.0,21918.0
2010-01-09 00:00:00,2010-01-09 22:00:00,2010-01-09 22:15:00,21681.75,21881.0
2010-01-09 00:00:00,2010-01-09 22:15:00,2010-01-09 22:30:00,21610.5,21844.0
2010-01-09 00:00:00,2010-01-09 22:30:00,2010-01-09 22:45:00,21539.25,21807.0
2010-01-09 00:00:00,2010-01-09 22:45:00,2010-01-09 23:00:00,21468.0,21770.0
2010-01-09 00:00:00,2010-01-09 23:00:00,2010-01-09 23:15:00,21161.75,21517.25
2010-01-09 00:00:00,2010-01-09 23:15:00,2010-01-09 23:30:00,20855.5,21264.5
2010-01-09 00:00:00,2010-01-09 23:30:00,2010-01-09 23:45:00,20549.25,21011.75
2010-01-09 00:00:00,2010-01-09 23:45:00,2010-01-09 00:00:00,20243.0,20759.0
2010-01-10 00:00:00,2010-01-10 00:00:00,2010-01-10 00:15:00,21229.0,19381.0
2010-01-10 00:00:00,2010-01-10 00:15:00,2010-01-10 00:30:00,20828.0,19145.0
2010-01-10 00:00:00,2010-01-10 00:30:00,2010-01-10 00:45:00,20595.0,18936.0
2010-01-10 00:00:00,2010-01-10 00:45:00,2010-01-10 01:00:00,20255.0,18634.0
2010-01-10 00:00:00,2010-01-10 01:00:00,2010-01-10 01:15:00,19924.0,18336.0
2010-01-10 00:00:00,2010-01-10 01:15:00,2010-01-10 01:30:00,19706.0,18147.0
2010-01-10 00:00:00,2010-01-10 01:30:00,2010-01-10 01:45:00,19554.0,17828.0
2010-01-10 00:00:00,2010-01-10 01:45:00,2010-01-10 02:00:00,19475.0,17733.0
2010-01-10 00:00:00,2010-01-10 02:00:00,2010-01-10 02:15:00,19387.0,17653.0
2010-01-10 00:00:00,2010-01-10 02:15:00,2010-01-10 02:30:00,19385.0,17552.0
2010-01-10 00:00:00,2010-01-10 02:30:00,2010-01-10 02:45:00,19195.0,17448.0
2010-01-10 00:00:00,2010-01-10 02:45:00,2010-01-10 03:00:00,19073.0,17403.0
2010-01-10 00:00:00,2010-01-10 03:00:00,2010-01-10 03:15:00,18869.0,17427.0
2010-01-10 00:00:00,2010-01-10 03:15:00,2010-01-10 03:30:00,18831.0,17357.0
2010-01-10 00:00:00,2010-01-10 03:30:00,2010-01-10 03:45:00,18810.0,17302.0
2010-01-10 00:00:00,2010-01-10 03:45:00,2010-01-10 04:00:00,18655.0,17317.0
2010-01-10 00:00:00,2010-01-10 04:00:00,2010-01-10 04:15:00,18460.0,17409.0
2010-01-10 00:00:00,2010-01-10 04:15:00,2010-01-10 04:30:00,18485.0,17350.0
2010-01-10 00:00:00,2010-01-10 04:30:00,2010-01-10 04:45:00,18361.0,17248.0
2010-01-10 00:00:00,2010-01-10 04:45:00,2010-01-10 05:00:00,18428.0,17153.0
2010-01-10 00:00:00,2010-01-10 05:00:00,2010-01-10 05:15:00,18336.0,16864.0
2010-01-10 00:00:00,2010-01-10 05:15:00,2010-01-10 05:30:00,17912.0,16646.0
2010-01-10 00:00:00,2010-01-10 05:30:00,2010-01-10 05:45:00,17710.0,16518.0
2010-01-10 00:00:00,2010-01-10 05:45:00,2010-01-10 06:00:00,17633.0,16286.0
2010-01-10 00:00:00,2010-01-10 06:00:00,2010-01-10 06:15:00,17104.0,15882.0
2010-01-10 00:00:00,2010-01-10 06:15:00,2010-01-10 06:30:00,17005.0,15820.0
2010-01-10 00:00:00,2010-01-10 06:30:00,2010-01-10 06:45:00,16774.0,15847.0
2010-01-10 00:00:00,2010-01-10 06:45:00,2010-01-10 07:00:00,16921.0,15918.0
2010-01-10 00:00:00,2010-01-10 07:00:00,2010-01-10 07:15:00,16907.0,15840.0
2010-01-10 00:00:00,2010-01-10 07:15:00,2010-01-10 07:30:00,16988.0,15845.0
2010-01-10 00:00:00,2010-01-10 07:30:00,2010-01-10 07:45:00,17171.0,15999.0
2010-01-10 00:00:00,2010-01-10 07:45:00,2010-01-10 08:00:00,17289.0,16031.0
2010-01-10 00:00:00,2010-01-10 08:00:00,2010-01-10 08:15:00,17750.0,16235.0
2010-01-10 00:00:00,2010-01-10 08:15:00,2010-01-10 08:30:00,18001.0,16409.0
2010-01-10 00:00:00,2010-01-10 08:30:00,2010-01-10 08:45:00,18219.0,16725.0
2010-01-10 00:00:00,2010-01-10 08:45:00,2010-01-10 09:00:00,18665.0,16874.0
2010-01-10 00:00:00,2010-01-10 09:00:00,2010-01-10 09:15:00,19107.0,17271.0
2010-01-10 00:00:00,2010-01-10 09:15:00,2010-01-10 09:30:00,19375.0,17700.0
2010-01-10 00:00:00,2010-01-10 09:30:00,2010-01-10 09:45:00,19503.0,18094.0
2010-01-10 00:00:00,2010-01-10 09:45:00,2010-01-10 10:00:00,19894.0,18421.0
2010-01-10 00:00:00,2010-01-10 10:00:00,2010-01-10 10:15:00,20106.0,18751.0
2010-01-10 00:00:00,2010-01-10 10:15:00,2010-01-10 10:30:00,20273.0,18521.0
2010-01-10 00:00:00,2010-01-10 10:30:00,2010-01-10 10:45:00,20510.0,18798.0
2010-01-10 00:00:00,2010-01-10 10:45:00,2010-01-10 11:00:00,20728.0,19191.0
2010-01-10 00:00:00,2010-01-10 11:00:00,2010-01-10 11:15:00,21123.0,19497.0
2010-01-10 00:00:00,2010-01-10 11:15:00,2010-01-10 11:30:00,21473.0,19823.0
2010-01-10 00:00:00,2010-01-10 11:30:00,2010-01-10 11:45:00,21766.0,20093.0
2010-01-10 00:00:00,2010-01-10 11:45:00,2010-01-10 12:00:00,22056.0,20339.0
2010-01-10 00:00:00,2010-01-10 12:00:00,2010-01-10 12:15:00,22181.0,20592.0
2010-01-10 00:00:00,2010-01-10 12:15:00,2010-01-10 12:30:00,22311.0,20829.0
2010-01-10 00:00:00,2010-01-10 12:30:00,2010-01-10 12:45:00,22291.0,20876.0
2010-01-10 00:00:00,2010-01-10 12:45:00,2010-01-10 13:00:00,21968.0,20695.0
2010-01-10 00:00:00,2010-01-10 13:00:00,2010-01-10 13:15:00,21907.0,20591.0
2010-01-10 00:00:00,2010-01-10 13:15:00,2010-01-10 13:30:00,21782.0,20550.0
2010-01-10 00:00:00,2010-01-10 13:30:00,2010-01-10 13:45:00,21633.0,20509.0
2010-01-10 00:00:00,2010-01-10 13:45:00,2010-01-10 14:00:00,21434.0,20324.0
2010-01-10 00:00:00,2010-01-10 14:00:00,2010-01-10 14:15:00,21168.0,20121.0
2010-01-10 00:00:00,2010-01-10 14:15:00,2010-01-10 14:30:00,21220.0,20077.0
2010-01-10 00:00:00,2010-01-10 14:30:00,2010-01-10 14:45:00,21081.0,20097.0
2010-01-10 00:00:00,2010-01-10 14:45:00,2010-01-10 15:00:00,20870.0,19941.0
2010-01-10 00:00:00,2010-01-10 15:00:00,2010-01-10 15:15:00,20754.0,19840.0
2010-01-10 00:00:00,2010-01-10 15:15:00,2010-01-10 15:30:00,20690.0,19718.0
2010-01-10 00:00:00,2010-01-10 15:30:00,2010-01-10 15:45:00,20738.0,19634.0
2010-01-10 00:00:00,2010-01-10 15:45:00,2010-01-10 16:00:00,20689.0,19630.0
2010-01-10 00:00:00,2010-01-10 16:00:00,2010-01-10 16:15:00,20601.0,19994.0
2010-01-10 00:00:00,2010-01-10 16:15:00,2010-01-10 16:30:00,20623.0,19789.0
2010-01-10 00:00:00,2010-01-10 16:30:00,2010-01-10 16:45:00,20823.0,20010.0
2010-01-10 00:00:00,2010-01-10 16:45:00,2010-01-10 17:00:00,21187.0,20451.0
2010-01-10 00:00:00,2010-01-10 17:00:00,2010-01-10 17:15:00,21980.0,21003.0
2010-01-10 00:00:00,2010-01-10 17:15:00,2010-01-10 17:30:00,22552.0,21201.0
2010-01-10 00:00:00,2010-01-10 17:30:00,2010-01-10 17:45:00,22748.0,21320.0
2010-01-10 00:00:00,2010-01-10 17:45:00,2010-01-10 18:00:00,22976.0,21529.0
2010-01-10 00:00:00,2010-01-10 18:00:00,2010-01-10 18:15:00,23106.0,21778.0
2010-01-10 00:00:00,2010-01-10 18:15:00,2010-01-10 18:30:00,23118.0,21781.0
2010-01-10 00:00:00,2010-01-10 18:30:00,2010-01-10 18:45:00,22967.0,21622.0
2010-01-10 00:00:00,2010-01-10 18:45:00,2010-01-10 19:00:00,23061.0,21587.0
2010-01-10 00:00:00,2010-01-10 19:00:00,2010-01-10 19:15:00,23022.0,21468.0
2010-01-10 00:00:00,2010-01-10 19:15:00,2010-01-10 19:30:00,22942.0,21352.0
2010-01-10 00:00:00,2010-01-10 19:30:00,2010-01-10 19:45:00,22871.0,21207.0
2010-01-10 00:00:00,2010-01-10 19:45:00,2010-01-10 20:00:00,22752.0,20990.0
2010-01-10 00:00:00,2010-01-10 20:00:00,2010-01-10 20:15:00,22634.0,20979.0
2010-01-10 00:00:00,2010-01-10 20:15:00,2010-01-10 20:30:00,22411.0,20599.0
2010-01-10 00:00:00,2010-01-10 20:30:00,2010-01-10 20:45:00,22018.0,20396.0
2010-01-10 00:00:00,2010-01-10 20:45:00,2010-01-10 21:00:00,21858.0,20163.0
2010-01-10 00:00:00,2010-01-10 21:00:00,2010-01-10 21:15:00,21940.0,20618.0
2010-01-10 00:00:00,2010-01-10 21:15:00,2010-01-10 21:30:00,22069.0,20570.0
2010-01-10 00:00:00,2010-01-10 21:30:00,2010-01-10 21:45:00,21934.0,20541.0
2010-01-10 00:00:00,2010-01-10 21:45:00,2010-01-10 22:00:00,22131.0,20688.0
2010-01-10 00:00:00,2010-01-10 22:00:00,2010-01-10 22:15:00,22182.0,20961.0
2010-01-10 00:00:00,2010-01-10 22:15:00,2010-01-10 22:30:00,22179.0,20864.0
2010-01-10 00:00:00,2010-01-10 22:30:00,2010-01-10 22:45:00,21952.0,20749.0
2010-01-10 00:00:00,2010-01-10 22:45:00,2010-01-10 23:00:00,21857.0,20469.0
2010-01-10 00:00:00,2010-01-10 23:00:00,2010-01-10 23:15:00,21488.0,20168.0
2010-01-10 00:00:00,2010-01-10 23:15:00,2010-01-10 23:30:00,21145.0,19854.0
2010-01-10 00:00:00,2010-01-10 23:30:00,2010-01-10 23:45:00,20788.0,19530.0
2010-01-10 00:00:00,2010-01-10 23:45:00,2010-01-10 00:00:00,20627.0,19123.0
