"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(Amprion)","Actual Total Load [MW] - CTA|DE(Amprion)"
"23.06.2017 02:00 - 23.06.2017 02:15","17839","18024"
"23.06.2017 02:15 - 23.06.2017 02:30","17777","17994"
"23.06.2017 02:30 - 23.06.2017 02:45","17784","18062"
"23.06.2017 02:45 - 23.06.2017 03:00","17732","18048"
"23.06.2017 03:00 - 23.06.2017 03:15","17767","18083"
"23.06.2017 03:15 - 23.06.2017 03:30","17742","18122"
"23.06.2017 03:30 - 23.06.2017 03:45","17738","18046"
"23.06.2017 03:45 - 23.06.2017 04:00","17741","18031"
"23.06.2017 04:00 - 23.06.2017 04:15","17800","18203"
"23.06.2017 04:15 - 23.06.2017 04:30","17908","18206"
"23.06.2017 04:30 - 23.06.2017 04:45","18024","18282"
"23.06.2017 04:45 - 23.06.2017 05:00","18166","18467"
"23.06.2017 05:00 - 23.06.2017 05:15","18364","18970"
"23.06.2017 05:15 - 23.06.2017 05:30","18519","18894"
"23.06.2017 05:30 - 23.06.2017 05:45","18821","19160"
"23.06.2017 05:45 - 23.06.2017 06:00","19335","19680"
"23.06.2017 06:00 - 23.06.2017 06:15","20538","20735"
"23.06.2017 06:15 - 23.06.2017 06:30","21373","21368"
"23.06.2017 06:30 - 23.06.2017 06:45","22024","21997"
"23.06.2017 06:45 - 23.06.2017 07:00","22601","22598"
"23.06.2017 07:00 - 23.06.2017 07:15","23262","23004"
"23.06.2017 07:15 - 23.06.2017 07:30","23712","23170"
"23.06.2017 07:30 - 23.06.2017 07:45","24122","23204"
"23.06.2017 07:45 - 23.06.2017 08:00","24479","23392"
"23.06.2017 08:00 - 23.06.2017 08:15","24913","23857"
"23.06.2017 08:15 - 23.06.2017 08:30","25149","24308"
"23.06.2017 08:30 - 23.06.2017 08:45","25368","24364"
"23.06.2017 08:45 - 23.06.2017 09:00","25420","24468"
"23.06.2017 09:00 - 23.06.2017 09:15","25325","24327"
"23.06.2017 09:15 - 23.06.2017 09:30","25408","24730"
"23.06.2017 09:30 - 23.06.2017 09:45","25538","24802"
"23.06.2017 09:45 - 23.06.2017 10:00","25610","24921"
"23.06.2017 10:00 - 23.06.2017 10:15","25673","24898"
"23.06.2017 10:15 - 23.06.2017 10:30","25821","25300"
"23.06.2017 10:30 - 23.06.2017 10:45","25951","25413"
"23.06.2017 10:45 - 23.06.2017 11:00","26020","25749"
"23.06.2017 11:00 - 23.06.2017 11:15","26035","25536"
"23.06.2017 11:15 - 23.06.2017 11:30","26099","25554"
"23.06.2017 11:30 - 23.06.2017 11:45","26246","25732"
"23.06.2017 11:45 - 23.06.2017 12:00","26221","25887"
"23.06.2017 12:00 - 23.06.2017 12:15","26149","25779"
"23.06.2017 12:15 - 23.06.2017 12:30","26126","25557"
"23.06.2017 12:30 - 23.06.2017 12:45","26109","25398"
"23.06.2017 12:45 - 23.06.2017 13:00","26076","25654"
"23.06.2017 13:00 - 23.06.2017 13:15","25947","25688"
"23.06.2017 13:15 - 23.06.2017 13:30","25800","25713"
"23.06.2017 13:30 - 23.06.2017 13:45","25595","25828"
"23.06.2017 13:45 - 23.06.2017 14:00","25268","25798"
"23.06.2017 14:00 - 23.06.2017 14:15","25055","25726"
"23.06.2017 14:15 - 23.06.2017 14:30","25008","25628"
"23.06.2017 14:30 - 23.06.2017 14:45","24940","25507"
"23.06.2017 14:45 - 23.06.2017 15:00","24786","25182"
"23.06.2017 15:00 - 23.06.2017 15:15","24687","24805"
"23.06.2017 15:15 - 23.06.2017 15:30","24532","24789"
"23.06.2017 15:30 - 23.06.2017 15:45","24447","24825"
"23.06.2017 15:45 - 23.06.2017 16:00","24287","24689"
"23.06.2017 16:00 - 23.06.2017 16:15","24254","24542"
"23.06.2017 16:15 - 23.06.2017 16:30","24153","24419"
"23.06.2017 16:30 - 23.06.2017 16:45","24027","24254"
"23.06.2017 16:45 - 23.06.2017 17:00","23938","24315"
"23.06.2017 17:00 - 23.06.2017 17:15","23876","24477"
"23.06.2017 17:15 - 23.06.2017 17:30","23801","24224"
"23.06.2017 17:30 - 23.06.2017 17:45","23794","24115"
"23.06.2017 17:45 - 23.06.2017 18:00","23747","23887"
"23.06.2017 18:00 - 23.06.2017 18:15","23432","23456"
"23.06.2017 18:15 - 23.06.2017 18:30","23351","23139"
"23.06.2017 18:30 - 23.06.2017 18:45","23328","23081"
"23.06.2017 18:45 - 23.06.2017 19:00","23320","22991"
"23.06.2017 19:00 - 23.06.2017 19:15","23272","22764"
"23.06.2017 19:15 - 23.06.2017 19:30","23089","22592"
"23.06.2017 19:30 - 23.06.2017 19:45","22951","22684"
"23.06.2017 19:45 - 23.06.2017 20:00","22793","22600"
"23.06.2017 20:00 - 23.06.2017 20:15","22507","22283"
"23.06.2017 20:15 - 23.06.2017 20:30","22200","21935"
"23.06.2017 20:30 - 23.06.2017 20:45","21943","21777"
"23.06.2017 20:45 - 23.06.2017 21:00","21628","21681"
"23.06.2017 21:00 - 23.06.2017 21:15","21275","21259"
"23.06.2017 21:15 - 23.06.2017 21:30","21098","21054"
"23.06.2017 21:30 - 23.06.2017 21:45","20883","20852"
"23.06.2017 21:45 - 23.06.2017 22:00","20644","20504"
"23.06.2017 22:00 - 23.06.2017 22:15","20564","20106"
"23.06.2017 22:15 - 23.06.2017 22:30","20541","19884"
"23.06.2017 22:30 - 23.06.2017 22:45","20346","19803"
"23.06.2017 22:45 - 23.06.2017 23:00","20058","19480"
"23.06.2017 23:00 - 23.06.2017 23:15","19700","19188"
"23.06.2017 23:15 - 23.06.2017 23:30","19459","18971"
"23.06.2017 23:30 - 23.06.2017 23:45","19189","18668"
"23.06.2017 23:45 - 24.06.2017 00:00","18926","18357"
"24.06.2017 00:00 - 24.06.2017 00:15","18270","17786"
"24.06.2017 00:15 - 24.06.2017 00:30","18082","17784"
"24.06.2017 00:30 - 24.06.2017 00:45","17885","17646"
"24.06.2017 00:45 - 24.06.2017 01:00","17700","17617"
"24.06.2017 01:00 - 24.06.2017 01:15","17497","17456"
"24.06.2017 01:15 - 24.06.2017 01:30","17344","17374"
"24.06.2017 01:30 - 24.06.2017 01:45","17212","17428"
"24.06.2017 01:45 - 24.06.2017 02:00","17079","17387"
"24.06.2017 02:00 - 24.06.2017 02:15","16947","17308"
"24.06.2017 02:15 - 24.06.2017 02:30","16851","17255"
"24.06.2017 02:30 - 24.06.2017 02:45","16822","17177"
"24.06.2017 02:45 - 24.06.2017 03:00","16761","17210"
"24.06.2017 03:00 - 24.06.2017 03:15","16723","17096"
"24.06.2017 03:15 - 24.06.2017 03:30","16669","17145"
"24.06.2017 03:30 - 24.06.2017 03:45","16620","17009"
"24.06.2017 03:45 - 24.06.2017 04:00","16596","16843"
"24.06.2017 04:00 - 24.06.2017 04:15","16582","16947"
"24.06.2017 04:15 - 24.06.2017 04:30","16603","16910"
"24.06.2017 04:30 - 24.06.2017 04:45","16616","16787"
"24.06.2017 04:45 - 24.06.2017 05:00","16637","16879"
"24.06.2017 05:00 - 24.06.2017 05:15","16511","16934"
"24.06.2017 05:15 - 24.06.2017 05:30","16448","16757"
"24.06.2017 05:30 - 24.06.2017 05:45","16423","16744"
"24.06.2017 05:45 - 24.06.2017 06:00","16539","17060"
"24.06.2017 06:00 - 24.06.2017 06:15","16766","17506"
"24.06.2017 06:15 - 24.06.2017 06:30","16987","17662"
"24.06.2017 06:30 - 24.06.2017 06:45","17209","17962"
"24.06.2017 06:45 - 24.06.2017 07:00","17469","18187"
"24.06.2017 07:00 - 24.06.2017 07:15","17805","18580"
"24.06.2017 07:15 - 24.06.2017 07:30","18165","18963"
"24.06.2017 07:30 - 24.06.2017 07:45","18590","19347"
"24.06.2017 07:45 - 24.06.2017 08:00","19019","19710"
"24.06.2017 08:00 - 24.06.2017 08:15","19560","20180"
"24.06.2017 08:15 - 24.06.2017 08:30","19942","20352"
"24.06.2017 08:30 - 24.06.2017 08:45","20355","20656"
"24.06.2017 08:45 - 24.06.2017 09:00","20638","20708"
"24.06.2017 09:00 - 24.06.2017 09:15","20909","20898"
"24.06.2017 09:15 - 24.06.2017 09:30","21129","20949"
"24.06.2017 09:30 - 24.06.2017 09:45","21386","21270"
"24.06.2017 09:45 - 24.06.2017 10:00","21564","21533"
"24.06.2017 10:00 - 24.06.2017 10:15","21697","21825"
"24.06.2017 10:15 - 24.06.2017 10:30","21860","21924"
"24.06.2017 10:30 - 24.06.2017 10:45","21964","22152"
"24.06.2017 10:45 - 24.06.2017 11:00","21996","22220"
"24.06.2017 11:00 - 24.06.2017 11:15","22047","22058"
"24.06.2017 11:15 - 24.06.2017 11:30","22120","22085"
"24.06.2017 11:30 - 24.06.2017 11:45","22227","22056"
"24.06.2017 11:45 - 24.06.2017 12:00","22157","22172"
"24.06.2017 12:00 - 24.06.2017 12:15","22100","22217"
"24.06.2017 12:15 - 24.06.2017 12:30","22051","22201"
"24.06.2017 12:30 - 24.06.2017 12:45","21993","22103"
"24.06.2017 12:45 - 24.06.2017 13:00","21903","22109"
"24.06.2017 13:00 - 24.06.2017 13:15","21756","21945"
"24.06.2017 13:15 - 24.06.2017 13:30","21620","21550"
"24.06.2017 13:30 - 24.06.2017 13:45","21436","21293"
"24.06.2017 13:45 - 24.06.2017 14:00","21140","20878"
"24.06.2017 14:00 - 24.06.2017 14:15","20903","20863"
"24.06.2017 14:15 - 24.06.2017 14:30","20787","20588"
"24.06.2017 14:30 - 24.06.2017 14:45","20716","20511"
"24.06.2017 14:45 - 24.06.2017 15:00","20587","20639"
"24.06.2017 15:00 - 24.06.2017 15:15","20529","20768"
"24.06.2017 15:15 - 24.06.2017 15:30","20452","20562"
"24.06.2017 15:30 - 24.06.2017 15:45","20428","20554"
"24.06.2017 15:45 - 24.06.2017 16:00","20342","20565"
"24.06.2017 16:00 - 24.06.2017 16:15","20355","20390"
"24.06.2017 16:15 - 24.06.2017 16:30","20322","20372"
"24.06.2017 16:30 - 24.06.2017 16:45","20275","20446"
"24.06.2017 16:45 - 24.06.2017 17:00","20243","20644"
"24.06.2017 17:00 - 24.06.2017 17:15","20279","20806"
"24.06.2017 17:15 - 24.06.2017 17:30","20266","20869"
"24.06.2017 17:30 - 24.06.2017 17:45","20355","20912"
"24.06.2017 17:45 - 24.06.2017 18:00","20401","20960"
"24.06.2017 18:00 - 24.06.2017 18:15","20293","20777"
"24.06.2017 18:15 - 24.06.2017 18:30","20238","20678"
"24.06.2017 18:30 - 24.06.2017 18:45","20197","20657"
"24.06.2017 18:45 - 24.06.2017 19:00","20147","20687"
"24.06.2017 19:00 - 24.06.2017 19:15","20182","20631"
"24.06.2017 19:15 - 24.06.2017 19:30","20069","20464"
"24.06.2017 19:30 - 24.06.2017 19:45","19968","20305"
"24.06.2017 19:45 - 24.06.2017 20:00","19784","20206"
"24.06.2017 20:00 - 24.06.2017 20:15","19622","20042"
"24.06.2017 20:15 - 24.06.2017 20:30","19309","19836"
"24.06.2017 20:30 - 24.06.2017 20:45","19052","19417"
"24.06.2017 20:45 - 24.06.2017 21:00","18777","19427"
"24.06.2017 21:00 - 24.06.2017 21:15","18514","19362"
"24.06.2017 21:15 - 24.06.2017 21:30","18351","19129"
"24.06.2017 21:30 - 24.06.2017 21:45","18252","18781"
"24.06.2017 21:45 - 24.06.2017 22:00","18163","18471"
"24.06.2017 22:00 - 24.06.2017 22:15","18307","18575"
"24.06.2017 22:15 - 24.06.2017 22:30","18312","18367"
"24.06.2017 22:30 - 24.06.2017 22:45","18185","18171"
"24.06.2017 22:45 - 24.06.2017 23:00","17990","17981"
"24.06.2017 23:00 - 24.06.2017 23:15","17755","17962"
"24.06.2017 23:15 - 24.06.2017 23:30","17560","17587"
"24.06.2017 23:30 - 24.06.2017 23:45","17318","17380"
"24.06.2017 23:45 - 25.06.2017 00:00","17086","17432"
"25.06.2017 00:00 - 25.06.2017 00:15","16798","16681"
"25.06.2017 00:15 - 25.06.2017 00:30","16614","16471"
"25.06.2017 00:30 - 25.06.2017 00:45","16413","16381"
"25.06.2017 00:45 - 25.06.2017 01:00","16218","16226"
"25.06.2017 01:00 - 25.06.2017 01:15","16028","15892"
"25.06.2017 01:15 - 25.06.2017 01:30","15878","15879"
"25.06.2017 01:30 - 25.06.2017 01:45","15745","15836"
"25.06.2017 01:45 - 25.06.2017 02:00","15633","15717"
"25.06.2017 02:00 - 25.06.2017 02:15","15529","15642"
"25.06.2017 02:15 - 25.06.2017 02:30","15460","15524"
"25.06.2017 02:30 - 25.06.2017 02:45","15411","15508"
"25.06.2017 02:45 - 25.06.2017 03:00","15351","15190"
"25.06.2017 03:00 - 25.06.2017 03:15","15319","15111"
"25.06.2017 03:15 - 25.06.2017 03:30","15263","15240"
"25.06.2017 03:30 - 25.06.2017 03:45","15216","15187"
"25.06.2017 03:45 - 25.06.2017 04:00","15192","15233"
"25.06.2017 04:00 - 25.06.2017 04:15","15171","15090"
"25.06.2017 04:15 - 25.06.2017 04:30","15184","14980"
"25.06.2017 04:30 - 25.06.2017 04:45","15200","14975"
"25.06.2017 04:45 - 25.06.2017 05:00","15179","14985"
"25.06.2017 05:00 - 25.06.2017 05:15","14999","14910"
"25.06.2017 05:15 - 25.06.2017 05:30","14896","14797"
"25.06.2017 05:30 - 25.06.2017 05:45","14821","14770"
"25.06.2017 05:45 - 25.06.2017 06:00","14870","14812"
"25.06.2017 06:00 - 25.06.2017 06:15","14855","15108"
"25.06.2017 06:15 - 25.06.2017 06:30","14928","15180"
"25.06.2017 06:30 - 25.06.2017 06:45","15025","15139"
"25.06.2017 06:45 - 25.06.2017 07:00","15147","15501"
"25.06.2017 07:00 - 25.06.2017 07:15","15293","15806"
"25.06.2017 07:15 - 25.06.2017 07:30","15565","16001"
"25.06.2017 07:30 - 25.06.2017 07:45","15931","16204"
"25.06.2017 07:45 - 25.06.2017 08:00","16278","16608"
"25.06.2017 08:00 - 25.06.2017 08:15","16710","16829"
"25.06.2017 08:15 - 25.06.2017 08:30","17105","17176"
"25.06.2017 08:30 - 25.06.2017 08:45","17526","17466"
"25.06.2017 08:45 - 25.06.2017 09:00","17838","17715"
"25.06.2017 09:00 - 25.06.2017 09:15","18158","18259"
"25.06.2017 09:15 - 25.06.2017 09:30","18431","18455"
"25.06.2017 09:30 - 25.06.2017 09:45","18717","18671"
"25.06.2017 09:45 - 25.06.2017 10:00","18954","18867"
"25.06.2017 10:00 - 25.06.2017 10:15","19185","18994"
"25.06.2017 10:15 - 25.06.2017 10:30","19449","19037"
"25.06.2017 10:30 - 25.06.2017 10:45","19665","19197"
"25.06.2017 10:45 - 25.06.2017 11:00","19814","19198"
"25.06.2017 11:00 - 25.06.2017 11:15","20064","19398"
"25.06.2017 11:15 - 25.06.2017 11:30","20290","19445"
"25.06.2017 11:30 - 25.06.2017 11:45","20536","19460"
"25.06.2017 11:45 - 25.06.2017 12:00","20565","19780"
"25.06.2017 12:00 - 25.06.2017 12:15","20627","19980"
"25.06.2017 12:15 - 25.06.2017 12:30","20625","20085"
"25.06.2017 12:30 - 25.06.2017 12:45","20541","20062"
"25.06.2017 12:45 - 25.06.2017 13:00","20406","19961"
"25.06.2017 13:00 - 25.06.2017 13:15","20252","19905"
"25.06.2017 13:15 - 25.06.2017 13:30","20102","19701"
"25.06.2017 13:30 - 25.06.2017 13:45","19900","19548"
"25.06.2017 13:45 - 25.06.2017 14:00","19618","19489"
"25.06.2017 14:00 - 25.06.2017 14:15","19424","19387"
"25.06.2017 14:15 - 25.06.2017 14:30","19331","19518"
"25.06.2017 14:30 - 25.06.2017 14:45","19232","19427"
"25.06.2017 14:45 - 25.06.2017 15:00","19090","19320"
"25.06.2017 15:00 - 25.06.2017 15:15","19027","19255"
"25.06.2017 15:15 - 25.06.2017 15:30","18956","19348"
"25.06.2017 15:30 - 25.06.2017 15:45","18939","19380"
"25.06.2017 15:45 - 25.06.2017 16:00","18863","19357"
"25.06.2017 16:00 - 25.06.2017 16:15","18895","19128"
"25.06.2017 16:15 - 25.06.2017 16:30","18861","19005"
"25.06.2017 16:30 - 25.06.2017 16:45","18871","19141"
"25.06.2017 16:45 - 25.06.2017 17:00","18871","19055"
"25.06.2017 17:00 - 25.06.2017 17:15","18967","19165"
"25.06.2017 17:15 - 25.06.2017 17:30","19017","19196"
"25.06.2017 17:30 - 25.06.2017 17:45","19167","19300"
"25.06.2017 17:45 - 25.06.2017 18:00","19265","19438"
"25.06.2017 18:00 - 25.06.2017 18:15","19287","19476"
"25.06.2017 18:15 - 25.06.2017 18:30","19312","19357"
"25.06.2017 18:30 - 25.06.2017 18:45","19300","19264"
"25.06.2017 18:45 - 25.06.2017 19:00","19300","19249"
"25.06.2017 19:00 - 25.06.2017 19:15","19371","19198"
"25.06.2017 19:15 - 25.06.2017 19:30","19318","19246"
"25.06.2017 19:30 - 25.06.2017 19:45","19337","19082"
"25.06.2017 19:45 - 25.06.2017 20:00","19247","19042"
"25.06.2017 20:00 - 25.06.2017 20:15","19299","19155"
"25.06.2017 20:15 - 25.06.2017 20:30","19113","18969"
"25.06.2017 20:30 - 25.06.2017 20:45","18899","18780"
"25.06.2017 20:45 - 25.06.2017 21:00","18649","18615"
"25.06.2017 21:00 - 25.06.2017 21:15","18490","18475"
"25.06.2017 21:15 - 25.06.2017 21:30","18366","18287"
"25.06.2017 21:30 - 25.06.2017 21:45","18303","18302"
"25.06.2017 21:45 - 25.06.2017 22:00","18343","18360"
"25.06.2017 22:00 - 25.06.2017 22:15","18592","18758"
"25.06.2017 22:15 - 25.06.2017 22:30","18617","18780"
"25.06.2017 22:30 - 25.06.2017 22:45","18465","18448"
"25.06.2017 22:45 - 25.06.2017 23:00","18206","18150"
"25.06.2017 23:00 - 25.06.2017 23:15","17953","17779"
"25.06.2017 23:15 - 25.06.2017 23:30","17710","17608"
"25.06.2017 23:30 - 25.06.2017 23:45","17435","17238"
"25.06.2017 23:45 - 26.06.2017 00:00","17194","17143"
"26.06.2017 00:00 - 26.06.2017 00:15","16676","17044"
"26.06.2017 00:15 - 26.06.2017 00:30","16524","16899"
"26.06.2017 00:30 - 26.06.2017 00:45","16360","16707"
"26.06.2017 00:45 - 26.06.2017 01:00","16210","16433"
"26.06.2017 01:00 - 26.06.2017 01:15","16068","16207"
"26.06.2017 01:15 - 26.06.2017 01:30","15971","16140"
"26.06.2017 01:30 - 26.06.2017 01:45","15882","16097"
"26.06.2017 01:45 - 26.06.2017 02:00","15789","15995"
"26.06.2017 02:00 - 26.06.2017 02:15","15724","16028"
"26.06.2017 02:15 - 26.06.2017 02:30","15692","15981"
"26.06.2017 02:30 - 26.06.2017 02:45","15700","15958"
"26.06.2017 02:45 - 26.06.2017 03:00","15698","15739"
"26.06.2017 03:00 - 26.06.2017 03:15","15777","15581"
"26.06.2017 03:15 - 26.06.2017 03:30","15780","15521"
"26.06.2017 03:30 - 26.06.2017 03:45","15807","15648"
"26.06.2017 03:45 - 26.06.2017 04:00","15878","15873"
"26.06.2017 04:00 - 26.06.2017 04:15","16036","16257"
"26.06.2017 04:15 - 26.06.2017 04:30","16169","16251"
"26.06.2017 04:30 - 26.06.2017 04:45","16358","16122"
"26.06.2017 04:45 - 26.06.2017 05:00","16570","16293"
"26.06.2017 05:00 - 26.06.2017 05:15","16862","16714"
"26.06.2017 05:15 - 26.06.2017 05:30","17079","16774"
"26.06.2017 05:30 - 26.06.2017 05:45","17484","17295"
"26.06.2017 05:45 - 26.06.2017 06:00","18131","17993"
"26.06.2017 06:00 - 26.06.2017 06:15","19481","19420"
"26.06.2017 06:15 - 26.06.2017 06:30","20330","20149"
"26.06.2017 06:30 - 26.06.2017 06:45","21047","20929"
"26.06.2017 06:45 - 26.06.2017 07:00","21630","21564"
"26.06.2017 07:00 - 26.06.2017 07:15","22352","22398"
"26.06.2017 07:15 - 26.06.2017 07:30","22794","23078"
"26.06.2017 07:30 - 26.06.2017 07:45","23200","23311"
"26.06.2017 07:45 - 26.06.2017 08:00","23585","23636"
"26.06.2017 08:00 - 26.06.2017 08:15","24062","24075"
"26.06.2017 08:15 - 26.06.2017 08:30","24301","24362"
"26.06.2017 08:30 - 26.06.2017 08:45","24539","24589"
"26.06.2017 08:45 - 26.06.2017 09:00","24564","24496"
"26.06.2017 09:00 - 26.06.2017 09:15","24483","24289"
"26.06.2017 09:15 - 26.06.2017 09:30","24632","24485"
"26.06.2017 09:30 - 26.06.2017 09:45","24769","24553"
"26.06.2017 09:45 - 26.06.2017 10:00","24833","24638"
"26.06.2017 10:00 - 26.06.2017 10:15","24881","24668"
"26.06.2017 10:15 - 26.06.2017 10:30","25020","24884"
"26.06.2017 10:30 - 26.06.2017 10:45","25182","25123"
"26.06.2017 10:45 - 26.06.2017 11:00","25274","25322"
"26.06.2017 11:00 - 26.06.2017 11:15","25353","25629"
"26.06.2017 11:15 - 26.06.2017 11:30","25466","25913"
"26.06.2017 11:30 - 26.06.2017 11:45","25615","26054"
"26.06.2017 11:45 - 26.06.2017 12:00","25620","26018"
"26.06.2017 12:00 - 26.06.2017 12:15","25503","25607"
"26.06.2017 12:15 - 26.06.2017 12:30","25508","25829"
"26.06.2017 12:30 - 26.06.2017 12:45","25529","25852"
"26.06.2017 12:45 - 26.06.2017 13:00","25542","25866"
"26.06.2017 13:00 - 26.06.2017 13:15","25549","25889"
"26.06.2017 13:15 - 26.06.2017 13:30","25473","25775"
"26.06.2017 13:30 - 26.06.2017 13:45","25283","25513"
"26.06.2017 13:45 - 26.06.2017 14:00","24956","24873"
"26.06.2017 14:00 - 26.06.2017 14:15","24749","24660"
"26.06.2017 14:15 - 26.06.2017 14:30","24717","24707"
"26.06.2017 14:30 - 26.06.2017 14:45","24650","24504"
"26.06.2017 14:45 - 26.06.2017 15:00","24519","24291"
"26.06.2017 15:00 - 26.06.2017 15:15","24484","24169"
"26.06.2017 15:15 - 26.06.2017 15:30","24340","24074"
"26.06.2017 15:30 - 26.06.2017 15:45","24226","24187"
"26.06.2017 15:45 - 26.06.2017 16:00","24040","24190"
"26.06.2017 16:00 - 26.06.2017 16:15","23988","23808"
"26.06.2017 16:15 - 26.06.2017 16:30","23858","23742"
"26.06.2017 16:30 - 26.06.2017 16:45","23725","23404"
"26.06.2017 16:45 - 26.06.2017 17:00","23629","23225"
"26.06.2017 17:00 - 26.06.2017 17:15","23583","23133"
"26.06.2017 17:15 - 26.06.2017 17:30","23557","23011"
"26.06.2017 17:30 - 26.06.2017 17:45","23622","23007"
"26.06.2017 17:45 - 26.06.2017 18:00","23621","22950"
"26.06.2017 18:00 - 26.06.2017 18:15","23409","22738"
"26.06.2017 18:15 - 26.06.2017 18:30","23352","22650"
"26.06.2017 18:30 - 26.06.2017 18:45","23362","22751"
"26.06.2017 18:45 - 26.06.2017 19:00","23410","22713"
"26.06.2017 19:00 - 26.06.2017 19:15","23430","22471"
"26.06.2017 19:15 - 26.06.2017 19:30","23281","22341"
"26.06.2017 19:30 - 26.06.2017 19:45","23179","22081"
"26.06.2017 19:45 - 26.06.2017 20:00","23025","21836"
"26.06.2017 20:00 - 26.06.2017 20:15","22789","21786"
"26.06.2017 20:15 - 26.06.2017 20:30","22486","21705"
"26.06.2017 20:30 - 26.06.2017 20:45","22223","21486"
"26.06.2017 20:45 - 26.06.2017 21:00","21907","21174"
"26.06.2017 21:00 - 26.06.2017 21:15","21556","20773"
"26.06.2017 21:15 - 26.06.2017 21:30","21291","20594"
"26.06.2017 21:30 - 26.06.2017 21:45","21088","20595"
"26.06.2017 21:45 - 26.06.2017 22:00","20838","20294"
"26.06.2017 22:00 - 26.06.2017 22:15","20659","20111"
"26.06.2017 22:15 - 26.06.2017 22:30","20563","20151"
"26.06.2017 22:30 - 26.06.2017 22:45","20284","20029"
"26.06.2017 22:45 - 26.06.2017 23:00","19926","19760"
"26.06.2017 23:00 - 26.06.2017 23:15","19485","19406"
"26.06.2017 23:15 - 26.06.2017 23:30","19196","19225"
"26.06.2017 23:30 - 26.06.2017 23:45","18894","18760"
"26.06.2017 23:45 - 27.06.2017 00:00","18660","18447"
"27.06.2017 00:00 - 27.06.2017 00:15","18418","17713"
"27.06.2017 00:15 - 27.06.2017 00:30","18231","17485"
"27.06.2017 00:30 - 27.06.2017 00:45","18035","17331"
"27.06.2017 00:45 - 27.06.2017 01:00","17875","17076"
"27.06.2017 01:00 - 27.06.2017 01:15","17689","17106"
"27.06.2017 01:15 - 27.06.2017 01:30","17599","17021"
"27.06.2017 01:30 - 27.06.2017 01:45","17492","16999"
"27.06.2017 01:45 - 27.06.2017 02:00","17387","16818"
"27.06.2017 02:00 - 27.06.2017 02:15","17277","16645"
"27.06.2017 02:15 - 27.06.2017 02:30","17217","16598"
"27.06.2017 02:30 - 27.06.2017 02:45","17234","16602"
"27.06.2017 02:45 - 27.06.2017 03:00","17259","16629"
"27.06.2017 03:00 - 27.06.2017 03:15","17307","16779"
"27.06.2017 03:15 - 27.06.2017 03:30","17314","16818"
"27.06.2017 03:30 - 27.06.2017 03:45","17332","16678"
"27.06.2017 03:45 - 27.06.2017 04:00","17376","16716"
"27.06.2017 04:00 - 27.06.2017 04:15","17461","16872"
"27.06.2017 04:15 - 27.06.2017 04:30","17580","16909"
"27.06.2017 04:30 - 27.06.2017 04:45","17724","16981"
"27.06.2017 04:45 - 27.06.2017 05:00","17906","17059"
"27.06.2017 05:00 - 27.06.2017 05:15","18125","17164"
"27.06.2017 05:15 - 27.06.2017 05:30","18285","17430"
"27.06.2017 05:30 - 27.06.2017 05:45","18602","17826"
"27.06.2017 05:45 - 27.06.2017 06:00","19121","18245"
"27.06.2017 06:00 - 27.06.2017 06:15","20336","19394"
"27.06.2017 06:15 - 27.06.2017 06:30","21124","20067"
"27.06.2017 06:30 - 27.06.2017 06:45","21761","20738"
"27.06.2017 06:45 - 27.06.2017 07:00","22293","21291"
"27.06.2017 07:00 - 27.06.2017 07:15","22953","21832"
"27.06.2017 07:15 - 27.06.2017 07:30","23373","22402"
"27.06.2017 07:30 - 27.06.2017 07:45","23754","22544"
"27.06.2017 07:45 - 27.06.2017 08:00","24100","22911"
"27.06.2017 08:00 - 27.06.2017 08:15","24551","23089"
"27.06.2017 08:15 - 27.06.2017 08:30","24766","23160"
"27.06.2017 08:30 - 27.06.2017 08:45","24950","23449"
"27.06.2017 08:45 - 27.06.2017 09:00","24979","23523"
"27.06.2017 09:00 - 27.06.2017 09:15","24871","23445"
"27.06.2017 09:15 - 27.06.2017 09:30","24973","23812"
"27.06.2017 09:30 - 27.06.2017 09:45","25113","24418"
"27.06.2017 09:45 - 27.06.2017 10:00","25186","24477"
"27.06.2017 10:00 - 27.06.2017 10:15","25226","24717"
"27.06.2017 10:15 - 27.06.2017 10:30","25379","24663"
"27.06.2017 10:30 - 27.06.2017 10:45","25548","24901"
"27.06.2017 10:45 - 27.06.2017 11:00","25633","25117"
"27.06.2017 11:00 - 27.06.2017 11:15","25686","25141"
"27.06.2017 11:15 - 27.06.2017 11:30","25790","25092"
"27.06.2017 11:30 - 27.06.2017 11:45","25966","25221"
"27.06.2017 11:45 - 27.06.2017 12:00","25960","25208"
"27.06.2017 12:00 - 27.06.2017 12:15","25852","25015"
"27.06.2017 12:15 - 27.06.2017 12:30","25853","25027"
"27.06.2017 12:30 - 27.06.2017 12:45","25879","25017"
"27.06.2017 12:45 - 27.06.2017 13:00","25918","25067"
"27.06.2017 13:00 - 27.06.2017 13:15","25910","25018"
"27.06.2017 13:15 - 27.06.2017 13:30","25821","24990"
"27.06.2017 13:30 - 27.06.2017 13:45","25621","24841"
"27.06.2017 13:45 - 27.06.2017 14:00","25298","24529"
"27.06.2017 14:00 - 27.06.2017 14:15","25073","24604"
"27.06.2017 14:15 - 27.06.2017 14:30","24995","24715"
"27.06.2017 14:30 - 27.06.2017 14:45","24956","24699"
