"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(Amprion)","Actual Total Load [MW] - CTA|DE(Amprion)"
"05.01.2017 10:15 - 05.01.2017 10:30","24422","26133"
"05.01.2017 10:30 - 05.01.2017 10:45","24556","26223"
"05.01.2017 10:45 - 05.01.2017 11:00","24677","26175"
"05.01.2017 11:00 - 05.01.2017 11:15","24774","26139"
"05.01.2017 11:15 - 05.01.2017 11:30","24903","26118"
"05.01.2017 11:30 - 05.01.2017 11:45","25067","26436"
"05.01.2017 11:45 - 05.01.2017 12:00","25153","26519"
"05.01.2017 12:00 - 05.01.2017 12:15","25033","26768"
"05.01.2017 12:15 - 05.01.2017 12:30","25106","26760"
"05.01.2017 12:30 - 05.01.2017 12:45","25209","26479"
"05.01.2017 12:45 - 05.01.2017 13:00","25251","26433"
"05.01.2017 13:00 - 05.01.2017 13:15","25299","26563"
"05.01.2017 13:15 - 05.01.2017 13:30","25169","26388"
"05.01.2017 13:30 - 05.01.2017 13:45","25099","26214"
"05.01.2017 13:45 - 05.01.2017 14:00","24899","25913"
"05.01.2017 14:00 - 05.01.2017 14:15","24914","26044"
"05.01.2017 14:15 - 05.01.2017 14:30","24870","26059"
"05.01.2017 14:30 - 05.01.2017 14:45","24839","26066"
"05.01.2017 14:45 - 05.01.2017 15:00","24754","25847"
"05.01.2017 15:00 - 05.01.2017 15:15","24791","25956"
"05.01.2017 15:15 - 05.01.2017 15:30","24674","25730"
"05.01.2017 15:30 - 05.01.2017 15:45","24665","25756"
"05.01.2017 15:45 - 05.01.2017 16:00","24547","25654"
"05.01.2017 16:00 - 05.01.2017 16:15","24508","25570"
"05.01.2017 16:15 - 05.01.2017 16:30","24548","25456"
"05.01.2017 16:30 - 05.01.2017 16:45","24680","25635"
"05.01.2017 16:45 - 05.01.2017 17:00","24941","26071"
"05.01.2017 17:00 - 05.01.2017 17:15","25392","26529"
"05.01.2017 17:15 - 05.01.2017 17:30","25590","26730"
"05.01.2017 17:30 - 05.01.2017 17:45","25708","26881"
"05.01.2017 17:45 - 05.01.2017 18:00","25743","26964"
"05.01.2017 18:00 - 05.01.2017 18:15","25654","26644"
"05.01.2017 18:15 - 05.01.2017 18:30","25603","26731"
"05.01.2017 18:30 - 05.01.2017 18:45","25594","26774"
"05.01.2017 18:45 - 05.01.2017 19:00","25599","26747"
"05.01.2017 19:00 - 05.01.2017 19:15","25463","26689"
"05.01.2017 19:15 - 05.01.2017 19:30","25229","26578"
"05.01.2017 19:30 - 05.01.2017 19:45","25057","26452"
"05.01.2017 19:45 - 05.01.2017 20:00","24837","26299"
"05.01.2017 20:00 - 05.01.2017 20:15","24287","25728"
"05.01.2017 20:15 - 05.01.2017 20:30","23964","25406"
"05.01.2017 20:30 - 05.01.2017 20:45","23614","24956"
"05.01.2017 20:45 - 05.01.2017 21:00","23335","24589"
"05.01.2017 21:00 - 05.01.2017 21:15","23187","24340"
"05.01.2017 21:15 - 05.01.2017 21:30","23031","24129"
"05.01.2017 21:30 - 05.01.2017 21:45","22832","24035"
"05.01.2017 21:45 - 05.01.2017 22:00","22637","23848"
"05.01.2017 22:00 - 05.01.2017 22:15","22407","23787"
"05.01.2017 22:15 - 05.01.2017 22:30","22138","23561"
"05.01.2017 22:30 - 05.01.2017 22:45","21772","23212"
"05.01.2017 22:45 - 05.01.2017 23:00","21360","22797"
"05.01.2017 23:00 - 05.01.2017 23:15","20882","22170"
"05.01.2017 23:15 - 05.01.2017 23:30","20506","21705"
"05.01.2017 23:30 - 05.01.2017 23:45","20109","21540"
"05.01.2017 23:45 - 06.01.2017 00:00","19752","21302"
"06.01.2017 00:00 - 06.01.2017 00:15","19404","20828"
"06.01.2017 00:15 - 06.01.2017 00:30","19156","20602"
"06.01.2017 00:30 - 06.01.2017 00:45","18983","20436"
"06.01.2017 00:45 - 06.01.2017 01:00","18851","20331"
"06.01.2017 01:00 - 06.01.2017 01:15","18660","19772"
"06.01.2017 01:15 - 06.01.2017 01:30","18586","19686"
"06.01.2017 01:30 - 06.01.2017 01:45","18483","19613"
"06.01.2017 01:45 - 06.01.2017 02:00","18425","19660"
"06.01.2017 02:00 - 06.01.2017 02:15","18281","19575"
"06.01.2017 02:15 - 06.01.2017 02:30","18267","19727"
"06.01.2017 02:30 - 06.01.2017 02:45","18266","19729"
"06.01.2017 02:45 - 06.01.2017 03:00","18259","19790"
"06.01.2017 03:00 - 06.01.2017 03:15","18326","19857"
"06.01.2017 03:15 - 06.01.2017 03:30","18353","19902"
"06.01.2017 03:30 - 06.01.2017 03:45","18339","19862"
"06.01.2017 03:45 - 06.01.2017 04:00","18359","19751"
"06.01.2017 04:00 - 06.01.2017 04:15","18446","19712"
"06.01.2017 04:15 - 06.01.2017 04:30","18498","19837"
"06.01.2017 04:30 - 06.01.2017 04:45","18589","19964"
"06.01.2017 04:45 - 06.01.2017 05:00","18701","19911"
"06.01.2017 05:00 - 06.01.2017 05:15","19032","20175"
"06.01.2017 05:15 - 06.01.2017 05:30","19174","20253"
"06.01.2017 05:30 - 06.01.2017 05:45","19426","20361"
"06.01.2017 05:45 - 06.01.2017 06:00","19788","20660"
"06.01.2017 06:00 - 06.01.2017 06:15","20708","21454"
"06.01.2017 06:15 - 06.01.2017 06:30","21366","21972"
"06.01.2017 06:30 - 06.01.2017 06:45","21963","22472"
"06.01.2017 06:45 - 06.01.2017 07:00","22377","23169"
"06.01.2017 07:00 - 06.01.2017 07:15","22994","23751"
"06.01.2017 07:15 - 06.01.2017 07:30","23336","24081"
"06.01.2017 07:30 - 06.01.2017 07:45","23622","24636"
"06.01.2017 07:45 - 06.01.2017 08:00","23894","25245"
"06.01.2017 08:00 - 06.01.2017 08:15","24270","25568"
"06.01.2017 08:15 - 06.01.2017 08:30","24364","25671"
"06.01.2017 08:30 - 06.01.2017 08:45","24424","25748"
"06.01.2017 08:45 - 06.01.2017 09:00","24443","25678"
"06.01.2017 09:00 - 06.01.2017 09:15","24416","25523"
"06.01.2017 09:15 - 06.01.2017 09:30","24516","25545"
"06.01.2017 09:30 - 06.01.2017 09:45","24626","25650"
"06.01.2017 09:45 - 06.01.2017 10:00","24692","25764"
"06.01.2017 10:00 - 06.01.2017 10:15","24723","25526"
"06.01.2017 10:15 - 06.01.2017 10:30","24819","25488"
"06.01.2017 10:30 - 06.01.2017 10:45","24946","25495"
"06.01.2017 10:45 - 06.01.2017 11:00","25077","25472"
"06.01.2017 11:00 - 06.01.2017 11:15","25074","25445"
"06.01.2017 11:15 - 06.01.2017 11:30","25149","25443"
"06.01.2017 11:30 - 06.01.2017 11:45","25265","25448"
"06.01.2017 11:45 - 06.01.2017 12:00","25294","25619"
"06.01.2017 12:00 - 06.01.2017 12:15","25178","25647"
"06.01.2017 12:15 - 06.01.2017 12:30","25252","25622"
"06.01.2017 12:30 - 06.01.2017 12:45","25298","25695"
"06.01.2017 12:45 - 06.01.2017 13:00","25277","25741"
"06.01.2017 13:00 - 06.01.2017 13:15","25218","25813"
"06.01.2017 13:15 - 06.01.2017 13:30","25072","25716"
"06.01.2017 13:30 - 06.01.2017 13:45","25006","25387"
"06.01.2017 13:45 - 06.01.2017 14:00","24799","25220"
"06.01.2017 14:00 - 06.01.2017 14:15","24769","25101"
"06.01.2017 14:15 - 06.01.2017 14:30","24728","25027"
"06.01.2017 14:30 - 06.01.2017 14:45","24657","24769"
"06.01.2017 14:45 - 06.01.2017 15:00","24553","24457"
"06.01.2017 15:00 - 06.01.2017 15:15","24555","24623"
"06.01.2017 15:15 - 06.01.2017 15:30","24466","24608"
"06.01.2017 15:30 - 06.01.2017 15:45","24454","24526"
"06.01.2017 15:45 - 06.01.2017 16:00","24347","24437"
"06.01.2017 16:00 - 06.01.2017 16:15","24359","24515"
"06.01.2017 16:15 - 06.01.2017 16:30","24416","24660"
"06.01.2017 16:30 - 06.01.2017 16:45","24547","24708"
"06.01.2017 16:45 - 06.01.2017 17:00","24813","24940"
"06.01.2017 17:00 - 06.01.2017 17:15","25272","25454"
"06.01.2017 17:15 - 06.01.2017 17:30","25504","25840"
"06.01.2017 17:30 - 06.01.2017 17:45","25565","26001"
"06.01.2017 17:45 - 06.01.2017 18:00","25574","26194"
"06.01.2017 18:00 - 06.01.2017 18:15","25471","26149"
"06.01.2017 18:15 - 06.01.2017 18:30","25417","26071"
"06.01.2017 18:30 - 06.01.2017 18:45","25393","25906"
"06.01.2017 18:45 - 06.01.2017 19:00","25295","25968"
"06.01.2017 19:00 - 06.01.2017 19:15","25094","25914"
"06.01.2017 19:15 - 06.01.2017 19:30","24806","25773"
"06.01.2017 19:30 - 06.01.2017 19:45","24550","25485"
"06.01.2017 19:45 - 06.01.2017 20:00","24312","25347"
"06.01.2017 20:00 - 06.01.2017 20:15","23771","24854"
"06.01.2017 20:15 - 06.01.2017 20:30","23433","24572"
"06.01.2017 20:30 - 06.01.2017 20:45","23108","24163"
"06.01.2017 20:45 - 06.01.2017 21:00","22850","23952"
"06.01.2017 21:00 - 06.01.2017 21:15","22724","23861"
"06.01.2017 21:15 - 06.01.2017 21:30","22604","23872"
"06.01.2017 21:30 - 06.01.2017 21:45","22434","23558"
"06.01.2017 21:45 - 06.01.2017 22:00","22248","23230"
"06.01.2017 22:00 - 06.01.2017 22:15","22117","23107"
"06.01.2017 22:15 - 06.01.2017 22:30","21948","23011"
"06.01.2017 22:30 - 06.01.2017 22:45","21698","22746"
"06.01.2017 22:45 - 06.01.2017 23:00","21391","22499"
"06.01.2017 23:00 - 06.01.2017 23:15","20972","22263"
"06.01.2017 23:15 - 06.01.2017 23:30","20626","22009"
"06.01.2017 23:30 - 06.01.2017 23:45","20278","21695"
"06.01.2017 23:45 - 07.01.2017 00:00","19950","21345"
"07.01.2017 00:00 - 07.01.2017 00:15","19556","21561"
"07.01.2017 00:15 - 07.01.2017 00:30","19323","21304"
"07.01.2017 00:30 - 07.01.2017 00:45","19161","21201"
"07.01.2017 00:45 - 07.01.2017 01:00","19013","20880"
"07.01.2017 01:00 - 07.01.2017 01:15","18799","20577"
"07.01.2017 01:15 - 07.01.2017 01:30","18675","20371"
"07.01.2017 01:30 - 07.01.2017 01:45","18564","20273"
"07.01.2017 01:45 - 07.01.2017 02:00","18475","20266"
"07.01.2017 02:00 - 07.01.2017 02:15","18325","20022"
"07.01.2017 02:15 - 07.01.2017 02:30","18264","19911"
"07.01.2017 02:30 - 07.01.2017 02:45","18245","19898"
"07.01.2017 02:45 - 07.01.2017 03:00","18202","19821"
"07.01.2017 03:00 - 07.01.2017 03:15","18180","19655"
"07.01.2017 03:15 - 07.01.2017 03:30","18159","19631"
"07.01.2017 03:30 - 07.01.2017 03:45","18100","19501"
"07.01.2017 03:45 - 07.01.2017 04:00","18066","19249"
"07.01.2017 04:00 - 07.01.2017 04:15","18023","19081"
"07.01.2017 04:15 - 07.01.2017 04:30","17950","19298"
"07.01.2017 04:30 - 07.01.2017 04:45","17908","19333"
"07.01.2017 04:45 - 07.01.2017 05:00","17892","19088"
"07.01.2017 05:00 - 07.01.2017 05:15","17858","19024"
"07.01.2017 05:15 - 07.01.2017 05:30","17793","18973"
"07.01.2017 05:30 - 07.01.2017 05:45","17722","18750"
"07.01.2017 05:45 - 07.01.2017 06:00","17665","18803"
"07.01.2017 06:00 - 07.01.2017 06:15","17642","18697"
"07.01.2017 06:15 - 07.01.2017 06:30","17757","18911"
"07.01.2017 06:30 - 07.01.2017 06:45","17960","18958"
"07.01.2017 06:45 - 07.01.2017 07:00","18080","19288"
"07.01.2017 07:00 - 07.01.2017 07:15","18408","19510"
"07.01.2017 07:15 - 07.01.2017 07:30","18695","19678"
"07.01.2017 07:30 - 07.01.2017 07:45","19015","20066"
"07.01.2017 07:45 - 07.01.2017 08:00","19390","20435"
"07.01.2017 08:00 - 07.01.2017 08:15","19839","20922"
"07.01.2017 08:15 - 07.01.2017 08:30","20062","21129"
"07.01.2017 08:30 - 07.01.2017 08:45","20335","21535"
"07.01.2017 08:45 - 07.01.2017 09:00","20594","21877"
"07.01.2017 09:00 - 07.01.2017 09:15","20914","22100"
"07.01.2017 09:15 - 07.01.2017 09:30","21133","22387"
"07.01.2017 09:30 - 07.01.2017 09:45","21373","22521"
"07.01.2017 09:45 - 07.01.2017 10:00","21537","22761"
"07.01.2017 10:00 - 07.01.2017 10:15","21666","23091"
"07.01.2017 10:15 - 07.01.2017 10:30","21764","23197"
"07.01.2017 10:30 - 07.01.2017 10:45","21845","23311"
"07.01.2017 10:45 - 07.01.2017 11:00","21925","23341"
"07.01.2017 11:00 - 07.01.2017 11:15","21955","23267"
"07.01.2017 11:15 - 07.01.2017 11:30","22026","23426"
"07.01.2017 11:30 - 07.01.2017 11:45","22116","23701"
"07.01.2017 11:45 - 07.01.2017 12:00","22108","23659"
"07.01.2017 12:00 - 07.01.2017 12:15","22057","23891"
"07.01.2017 12:15 - 07.01.2017 12:30","22129","23955"
"07.01.2017 12:30 - 07.01.2017 12:45","22191","23874"
"07.01.2017 12:45 - 07.01.2017 13:00","22121","23804"
"07.01.2017 13:00 - 07.01.2017 13:15","22011","23750"
"07.01.2017 13:15 - 07.01.2017 13:30","21873","23481"
"07.01.2017 13:30 - 07.01.2017 13:45","21851","23371"
"07.01.2017 13:45 - 07.01.2017 14:00","21648","23048"
"07.01.2017 14:00 - 07.01.2017 14:15","21600","22913"
"07.01.2017 14:15 - 07.01.2017 14:30","21511","22674"
"07.01.2017 14:30 - 07.01.2017 14:45","21470","22676"
"07.01.2017 14:45 - 07.01.2017 15:00","21409","22670"
"07.01.2017 15:00 - 07.01.2017 15:15","21399","22935"
"07.01.2017 15:15 - 07.01.2017 15:30","21375","23040"
"07.01.2017 15:30 - 07.01.2017 15:45","21448","22954"
"07.01.2017 15:45 - 07.01.2017 16:00","21441","22789"
"07.01.2017 16:00 - 07.01.2017 16:15","21468","22834"
"07.01.2017 16:15 - 07.01.2017 16:30","21596","22886"
"07.01.2017 16:30 - 07.01.2017 16:45","21806","23063"
"07.01.2017 16:45 - 07.01.2017 17:00","22150","23320"
"07.01.2017 17:00 - 07.01.2017 17:15","22669","23819"
"07.01.2017 17:15 - 07.01.2017 17:30","22872","23994"
"07.01.2017 17:30 - 07.01.2017 17:45","22927","24107"
"07.01.2017 17:45 - 07.01.2017 18:00","22920","24202"
"07.01.2017 18:00 - 07.01.2017 18:15","22913","24261"
"07.01.2017 18:15 - 07.01.2017 18:30","22864","24147"
"07.01.2017 18:30 - 07.01.2017 18:45","22828","24187"
"07.01.2017 18:45 - 07.01.2017 19:00","22729","24083"
"07.01.2017 19:00 - 07.01.2017 19:15","22603","23907"
"07.01.2017 19:15 - 07.01.2017 19:30","22414","23890"
"07.01.2017 19:30 - 07.01.2017 19:45","22204","23674"
"07.01.2017 19:45 - 07.01.2017 20:00","21964","23505"
"07.01.2017 20:00 - 07.01.2017 20:15","21511","23062"
"07.01.2017 20:15 - 07.01.2017 20:30","21160","22561"
"07.01.2017 20:30 - 07.01.2017 20:45","20831","22255"
"07.01.2017 20:45 - 07.01.2017 21:00","20601","22213"
"07.01.2017 21:00 - 07.01.2017 21:15","20576","21858"
"07.01.2017 21:15 - 07.01.2017 21:30","20521","21731"
"07.01.2017 21:30 - 07.01.2017 21:45","20453","21652"
"07.01.2017 21:45 - 07.01.2017 22:00","20401","21662"
"07.01.2017 22:00 - 07.01.2017 22:15","20487","21570"
"07.01.2017 22:15 - 07.01.2017 22:30","20365","21417"
"07.01.2017 22:30 - 07.01.2017 22:45","20161","21175"
"07.01.2017 22:45 - 07.01.2017 23:00","19962","20980"
"07.01.2017 23:00 - 07.01.2017 23:15","19665","20546"
"07.01.2017 23:15 - 07.01.2017 23:30","19390","20408"
"07.01.2017 23:30 - 07.01.2017 23:45","19070","20087"
"07.01.2017 23:45 - 08.01.2017 00:00","18774","19947"
"08.01.2017 00:00 - 08.01.2017 00:15","18198","19677"
"08.01.2017 00:15 - 08.01.2017 00:30","17937","19325"
"08.01.2017 00:30 - 08.01.2017 00:45","17772","19230"
"08.01.2017 00:45 - 08.01.2017 01:00","17613","18939"
"08.01.2017 01:00 - 08.01.2017 01:15","17381","18518"
"08.01.2017 01:15 - 08.01.2017 01:30","17275","18191"
"08.01.2017 01:30 - 08.01.2017 01:45","17141","18106"
"08.01.2017 01:45 - 08.01.2017 02:00","17068","17950"
"08.01.2017 02:00 - 08.01.2017 02:15","16929","17660"
"08.01.2017 02:15 - 08.01.2017 02:30","16878","17603"
"08.01.2017 02:30 - 08.01.2017 02:45","16830","17627"
"08.01.2017 02:45 - 08.01.2017 03:00","16772","17547"
"08.01.2017 03:00 - 08.01.2017 03:15","16732","17332"
"08.01.2017 03:15 - 08.01.2017 03:30","16692","17445"
"08.01.2017 03:30 - 08.01.2017 03:45","16637","17293"
"08.01.2017 03:45 - 08.01.2017 04:00","16589","17231"
"08.01.2017 04:00 - 08.01.2017 04:15","16551","17236"
"08.01.2017 04:15 - 08.01.2017 04:30","16470","17243"
"08.01.2017 04:30 - 08.01.2017 04:45","16411","16932"
"08.01.2017 04:45 - 08.01.2017 05:00","16368","16893"
"08.01.2017 05:00 - 08.01.2017 05:15","16273","16819"
"08.01.2017 05:15 - 08.01.2017 05:30","16203","16636"
"08.01.2017 05:30 - 08.01.2017 05:45","16105","16536"
"08.01.2017 05:45 - 08.01.2017 06:00","15978","16322"
"08.01.2017 06:00 - 08.01.2017 06:15","15786","16099"
"08.01.2017 06:15 - 08.01.2017 06:30","15786","16140"
"08.01.2017 06:30 - 08.01.2017 06:45","15892","16067"
"08.01.2017 06:45 - 08.01.2017 07:00","15917","16121"
"08.01.2017 07:00 - 08.01.2017 07:15","16074","16189"
"08.01.2017 07:15 - 08.01.2017 07:30","16268","16040"
"08.01.2017 07:30 - 08.01.2017 07:45","16507","16235"
"08.01.2017 07:45 - 08.01.2017 08:00","16782","16512"
"08.01.2017 08:00 - 08.01.2017 08:15","17114","16807"
"08.01.2017 08:15 - 08.01.2017 08:30","17355","16981"
"08.01.2017 08:30 - 08.01.2017 08:45","17622","17458"
"08.01.2017 08:45 - 08.01.2017 09:00","17872","17950"
"08.01.2017 09:00 - 08.01.2017 09:15","18193","18302"
"08.01.2017 09:15 - 08.01.2017 09:30","18446","18654"
"08.01.2017 09:30 - 08.01.2017 09:45","18693","18957"
"08.01.2017 09:45 - 08.01.2017 10:00","18921","19200"
"08.01.2017 10:00 - 08.01.2017 10:15","19171","19594"
"08.01.2017 10:15 - 08.01.2017 10:30","19380","19917"
"08.01.2017 10:30 - 08.01.2017 10:45","19576","20177"
"08.01.2017 10:45 - 08.01.2017 11:00","19778","20444"
"08.01.2017 11:00 - 08.01.2017 11:15","19993","20642"
"08.01.2017 11:15 - 08.01.2017 11:30","20196","21024"
"08.01.2017 11:30 - 08.01.2017 11:45","20411","21401"
"08.01.2017 11:45 - 08.01.2017 12:00","20507","21504"
"08.01.2017 12:00 - 08.01.2017 12:15","20568","21700"
"08.01.2017 12:15 - 08.01.2017 12:30","20695","21708"
"08.01.2017 12:30 - 08.01.2017 12:45","20755","21731"
"08.01.2017 12:45 - 08.01.2017 13:00","20617","21546"
"08.01.2017 13:00 - 08.01.2017 13:15","20505","21306"
"08.01.2017 13:15 - 08.01.2017 13:30","20347","21187"
"08.01.2017 13:30 - 08.01.2017 13:45","20312","20914"
"08.01.2017 13:45 - 08.01.2017 14:00","20125","20523"
"08.01.2017 14:00 - 08.01.2017 14:15","20111","20358"
"08.01.2017 14:15 - 08.01.2017 14:30","20045","20407"
"08.01.2017 14:30 - 08.01.2017 14:45","19990","20367"
"08.01.2017 14:45 - 08.01.2017 15:00","19936","20175"
"08.01.2017 15:00 - 08.01.2017 15:15","19922","20348"
"08.01.2017 15:15 - 08.01.2017 15:30","19905","20275"
"08.01.2017 15:30 - 08.01.2017 15:45","19978","20128"
"08.01.2017 15:45 - 08.01.2017 16:00","19938","20047"
"08.01.2017 16:00 - 08.01.2017 16:15","19988","20202"
"08.01.2017 16:15 - 08.01.2017 16:30","20107","20150"
"08.01.2017 16:30 - 08.01.2017 16:45","20348","20396"
"08.01.2017 16:45 - 08.01.2017 17:00","20701","20749"
"08.01.2017 17:00 - 08.01.2017 17:15","21275","21123"
"08.01.2017 17:15 - 08.01.2017 17:30","21516","21560"
"08.01.2017 17:30 - 08.01.2017 17:45","21669","21767"
"08.01.2017 17:45 - 08.01.2017 18:00","21714","21976"
"08.01.2017 18:00 - 08.01.2017 18:15","21855","21926"
"08.01.2017 18:15 - 08.01.2017 18:30","21878","21929"
"08.01.2017 18:30 - 08.01.2017 18:45","21879","21949"
"08.01.2017 18:45 - 08.01.2017 19:00","21841","21913"
"08.01.2017 19:00 - 08.01.2017 19:15","21766","21777"
"08.01.2017 19:15 - 08.01.2017 19:30","21631","21653"
"08.01.2017 19:30 - 08.01.2017 19:45","21540","21646"
"08.01.2017 19:45 - 08.01.2017 20:00","21394","21634"
"08.01.2017 20:00 - 08.01.2017 20:15","21132","21588"
"08.01.2017 20:15 - 08.01.2017 20:30","20892","21565"
"08.01.2017 20:30 - 08.01.2017 20:45","20611","21400"
"08.01.2017 20:45 - 08.01.2017 21:00","20392","21013"
"08.01.2017 21:00 - 08.01.2017 21:15","20415","20817"
"08.01.2017 21:15 - 08.01.2017 21:30","20386","20729"
"08.01.2017 21:30 - 08.01.2017 21:45","20355","20573"
"08.01.2017 21:45 - 08.01.2017 22:00","20444","20594"
"08.01.2017 22:00 - 08.01.2017 22:15","20632","20638"
"08.01.2017 22:15 - 08.01.2017 22:30","20536","20599"
"08.01.2017 22:30 - 08.01.2017 22:45","20305","20349"
"08.01.2017 22:45 - 08.01.2017 23:00","20047","20006"
"08.01.2017 23:00 - 08.01.2017 23:15","19696","19627"
"08.01.2017 23:15 - 08.01.2017 23:30","19394","19475"
"08.01.2017 23:30 - 08.01.2017 23:45","19051","19133"
"08.01.2017 23:45 - 09.01.2017 00:00","18757","18943"
"09.01.2017 00:00 - 09.01.2017 00:15","18594","18771"
"09.01.2017 00:15 - 09.01.2017 00:30","18376","18476"
"09.01.2017 00:30 - 09.01.2017 00:45","18227","18213"
"09.01.2017 00:45 - 09.01.2017 01:00","18096","18197"
"09.01.2017 01:00 - 09.01.2017 01:15","17925","17910"
"09.01.2017 01:15 - 09.01.2017 01:30","17866","17754"
"09.01.2017 01:30 - 09.01.2017 01:45","17781","17722"
"09.01.2017 01:45 - 09.01.2017 02:00","17734","17799"
"09.01.2017 02:00 - 09.01.2017 02:15","17657","17483"
"09.01.2017 02:15 - 09.01.2017 02:30","17631","17363"
"09.01.2017 02:30 - 09.01.2017 02:45","17639","17566"
"09.01.2017 02:45 - 09.01.2017 03:00","17639","17609"
"09.01.2017 03:00 - 09.01.2017 03:15","17706","17638"
"09.01.2017 03:15 - 09.01.2017 03:30","17712","17590"
"09.01.2017 03:30 - 09.01.2017 03:45","17719","17670"
"09.01.2017 03:45 - 09.01.2017 04:00","17760","17843"
"09.01.2017 04:00 - 09.01.2017 04:15","17894","18097"
"09.01.2017 04:15 - 09.01.2017 04:30","17930","18135"
"09.01.2017 04:30 - 09.01.2017 04:45","18033","18149"
"09.01.2017 04:45 - 09.01.2017 05:00","18213","18269"
"09.01.2017 05:00 - 09.01.2017 05:15","18623","18758"
"09.01.2017 05:15 - 09.01.2017 05:30","18868","19075"
"09.01.2017 05:30 - 09.01.2017 05:45","19258","19448"
"09.01.2017 05:45 - 09.01.2017 06:00","19754","20101"
"09.01.2017 06:00 - 09.01.2017 06:15","20938","21664"
"09.01.2017 06:15 - 09.01.2017 06:30","21750","22590"
"09.01.2017 06:30 - 09.01.2017 06:45","22483","23414"
"09.01.2017 06:45 - 09.01.2017 07:00","22979","24216"
"09.01.2017 07:00 - 09.01.2017 07:15","23762","24685"
"09.01.2017 07:15 - 09.01.2017 07:30","24088","24966"
"09.01.2017 07:30 - 09.01.2017 07:45","24363","25433"
"09.01.2017 07:45 - 09.01.2017 08:00","24679","26041"
"09.01.2017 08:00 - 09.01.2017 08:15","25068","26322"
"09.01.2017 08:15 - 09.01.2017 08:30","25155","26528"
"09.01.2017 08:30 - 09.01.2017 08:45","25230","26793"
"09.01.2017 08:45 - 09.01.2017 09:00","25218","26799"
"09.01.2017 09:00 - 09.01.2017 09:15","25152","26701"
"09.01.2017 09:15 - 09.01.2017 09:30","25307","26698"
"09.01.2017 09:30 - 09.01.2017 09:45","25424","26785"
"09.01.2017 09:45 - 09.01.2017 10:00","25498","26754"
"09.01.2017 10:00 - 09.01.2017 10:15","25558","26928"
"09.01.2017 10:15 - 09.01.2017 10:30","25649","26903"
"09.01.2017 10:30 - 09.01.2017 10:45","25800","27070"
"09.01.2017 10:45 - 09.01.2017 11:00","25962","27050"
"09.01.2017 11:00 - 09.01.2017 11:15","26032","26860"
"09.01.2017 11:15 - 09.01.2017 11:30","26125","26878"
"09.01.2017 11:30 - 09.01.2017 11:45","26246","26988"
"09.01.2017 11:45 - 09.01.2017 12:00","26301","26913"
"09.01.2017 12:00 - 09.01.2017 12:15","26155","27077"
"09.01.2017 12:15 - 09.01.2017 12:30","26260","27104"
"09.01.2017 12:30 - 09.01.2017 12:45","26421","27304"
"09.01.2017 12:45 - 09.01.2017 13:00","26436","27447"
"09.01.2017 13:00 - 09.01.2017 13:15","26474","27528"
"09.01.2017 13:15 - 09.01.2017 13:30","26383","27372"
"09.01.2017 13:30 - 09.01.2017 13:45","26342","27206"
"09.01.2017 13:45 - 09.01.2017 14:00","26119","26893"
"09.01.2017 14:00 - 09.01.2017 14:15","26125","26887"
"09.01.2017 14:15 - 09.01.2017 14:30","26143","26662"
"09.01.2017 14:30 - 09.01.2017 14:45","26120","26711"
"09.01.2017 14:45 - 09.01.2017 15:00","26066","26568"
"09.01.2017 15:00 - 09.01.2017 15:15","26046","26700"
"09.01.2017 15:15 - 09.01.2017 15:30","25951","26498"
"09.01.2017 15:30 - 09.01.2017 15:45","25918","26392"
"09.01.2017 15:45 - 09.01.2017 16:00","25770","26263"
