"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TenneT GER)","Actual Total Load [MW] - CTA|DE(TenneT GER)"
"05.01.2015 12:15 - 05.01.2015 12:30","19300","20175"
"05.01.2015 12:30 - 05.01.2015 12:45","19176","20091"
"05.01.2015 12:45 - 05.01.2015 13:00","19163","19934"
"05.01.2015 13:00 - 05.01.2015 13:15","18930","19946"
"05.01.2015 13:15 - 05.01.2015 13:30","18957","19868"
"05.01.2015 13:30 - 05.01.2015 13:45","18966","19697"
"05.01.2015 13:45 - 05.01.2015 14:00","18534","19663"
"05.01.2015 14:00 - 05.01.2015 14:15","18582","19550"
"05.01.2015 14:15 - 05.01.2015 14:30","18464","19442"
"05.01.2015 14:30 - 05.01.2015 14:45","18579","19476"
"05.01.2015 14:45 - 05.01.2015 15:00","18345","19477"
"05.01.2015 15:00 - 05.01.2015 15:15","18370","19379"
"05.01.2015 15:15 - 05.01.2015 15:30","18551","19401"
"05.01.2015 15:30 - 05.01.2015 15:45","18288","19303"
"05.01.2015 15:45 - 05.01.2015 16:00","18061","19289"
"05.01.2015 16:00 - 05.01.2015 16:15","18774","19408"
"05.01.2015 16:15 - 05.01.2015 16:30","18533","19553"
"05.01.2015 16:30 - 05.01.2015 16:45","18933","19825"
"05.01.2015 16:45 - 05.01.2015 17:00","19480","20201"
"05.01.2015 17:00 - 05.01.2015 17:15","19481","20544"
"05.01.2015 17:15 - 05.01.2015 17:30","19624","20902"
"05.01.2015 17:30 - 05.01.2015 17:45","19821","21050"
"05.01.2015 17:45 - 05.01.2015 18:00","20010","21004"
"05.01.2015 18:00 - 05.01.2015 18:15","19967","20923"
"05.01.2015 18:15 - 05.01.2015 18:30","19874","20895"
"05.01.2015 18:30 - 05.01.2015 18:45","20188","20837"
"05.01.2015 18:45 - 05.01.2015 19:00","20287","20718"
"05.01.2015 19:00 - 05.01.2015 19:15","19865","20539"
"05.01.2015 19:15 - 05.01.2015 19:30","19922","20171"
"05.01.2015 19:30 - 05.01.2015 19:45","19536","19990"
"05.01.2015 19:45 - 05.01.2015 20:00","19183","19634"
"05.01.2015 20:00 - 05.01.2015 20:15","18681","19181"
"05.01.2015 20:15 - 05.01.2015 20:30","18512","18691"
"05.01.2015 20:30 - 05.01.2015 20:45","17988","18236"
"05.01.2015 20:45 - 05.01.2015 21:00","17688","17796"
"05.01.2015 21:00 - 05.01.2015 21:15","17284","17729"
"05.01.2015 21:15 - 05.01.2015 21:30","17428","17644"
"05.01.2015 21:30 - 05.01.2015 21:45","16797","17371"
"05.01.2015 21:45 - 05.01.2015 22:00","16840","17170"
"05.01.2015 22:00 - 05.01.2015 22:15","16867","17693"
"05.01.2015 22:15 - 05.01.2015 22:30","17176","17672"
"05.01.2015 22:30 - 05.01.2015 22:45","16847","17366"
"05.01.2015 22:45 - 05.01.2015 23:00","16520","16913"
"05.01.2015 23:00 - 05.01.2015 23:15","16151","16626"
"05.01.2015 23:15 - 05.01.2015 23:30","15961","16292"
"05.01.2015 23:30 - 05.01.2015 23:45","15613","15975"
"05.01.2015 23:45 - 06.01.2015 00:00","15407","15733"
"06.01.2015 00:00 - 06.01.2015 00:15","17366","15485"
"06.01.2015 00:15 - 06.01.2015 00:30","16978","15224"
"06.01.2015 00:30 - 06.01.2015 00:45","16521","15015"
"06.01.2015 00:45 - 06.01.2015 01:00","16319","14734"
"06.01.2015 01:00 - 06.01.2015 01:15","16212","14582"
"06.01.2015 01:15 - 06.01.2015 01:30","15839","14376"
"06.01.2015 01:30 - 06.01.2015 01:45","15570","14238"
"06.01.2015 01:45 - 06.01.2015 02:00","15244","14039"
"06.01.2015 02:00 - 06.01.2015 02:15","15081","13799"
"06.01.2015 02:15 - 06.01.2015 02:30","14865","13710"
"06.01.2015 02:30 - 06.01.2015 02:45","15309","13643"
"06.01.2015 02:45 - 06.01.2015 03:00","14746","13521"
"06.01.2015 03:00 - 06.01.2015 03:15","14828","13589"
"06.01.2015 03:15 - 06.01.2015 03:30","14602","13596"
"06.01.2015 03:30 - 06.01.2015 03:45","14561","13567"
"06.01.2015 03:45 - 06.01.2015 04:00","14644","13533"
"06.01.2015 04:00 - 06.01.2015 04:15","14533","13550"
"06.01.2015 04:15 - 06.01.2015 04:30","14587","13464"
"06.01.2015 04:30 - 06.01.2015 04:45","14514","13592"
"06.01.2015 04:45 - 06.01.2015 05:00","14515","13609"
"06.01.2015 05:00 - 06.01.2015 05:15","14568","13758"
"06.01.2015 05:15 - 06.01.2015 05:30","14687","13749"
"06.01.2015 05:30 - 06.01.2015 05:45","14804","13980"
"06.01.2015 05:45 - 06.01.2015 06:00","15123","14209"
"06.01.2015 06:00 - 06.01.2015 06:15","15503","14555"
"06.01.2015 06:15 - 06.01.2015 06:30","15334","14974"
"06.01.2015 06:30 - 06.01.2015 06:45","15871","15368"
"06.01.2015 06:45 - 06.01.2015 07:00","15721","15819"
"06.01.2015 07:00 - 06.01.2015 07:15","16425","16237"
"06.01.2015 07:15 - 06.01.2015 07:30","16726","16594"
"06.01.2015 07:30 - 06.01.2015 07:45","16992","17056"
"06.01.2015 07:45 - 06.01.2015 08:00","17137","17272"
"06.01.2015 08:00 - 06.01.2015 08:15","17820","17603"
"06.01.2015 08:15 - 06.01.2015 08:30","17730","17734"
"06.01.2015 08:30 - 06.01.2015 08:45","17773","17848"
"06.01.2015 08:45 - 06.01.2015 09:00","18043","17993"
"06.01.2015 09:00 - 06.01.2015 09:15","18224","18075"
"06.01.2015 09:15 - 06.01.2015 09:30","18223","18052"
"06.01.2015 09:30 - 06.01.2015 09:45","18449","18180"
"06.01.2015 09:45 - 06.01.2015 10:00","18607","18335"
"06.01.2015 10:00 - 06.01.2015 10:15","18697","18404"
"06.01.2015 10:15 - 06.01.2015 10:30","18503","18564"
"06.01.2015 10:30 - 06.01.2015 10:45","18823","18601"
"06.01.2015 10:45 - 06.01.2015 11:00","18927","18722"
"06.01.2015 11:00 - 06.01.2015 11:15","19407","18854"
"06.01.2015 11:15 - 06.01.2015 11:30","19432","19041"
"06.01.2015 11:30 - 06.01.2015 11:45","19610","19121"
"06.01.2015 11:45 - 06.01.2015 12:00","19613","19080"
"06.01.2015 12:00 - 06.01.2015 12:15","19326","18945"
"06.01.2015 12:15 - 06.01.2015 12:30","19399","18676"
"06.01.2015 12:30 - 06.01.2015 12:45","19138","18554"
"06.01.2015 12:45 - 06.01.2015 13:00","19056","18479"
"06.01.2015 13:00 - 06.01.2015 13:15","18802","18504"
"06.01.2015 13:15 - 06.01.2015 13:30","18654","18345"
"06.01.2015 13:30 - 06.01.2015 13:45","18716","18127"
"06.01.2015 13:45 - 06.01.2015 14:00","18225","18045"
"06.01.2015 14:00 - 06.01.2015 14:15","18341","18063"
"06.01.2015 14:15 - 06.01.2015 14:30","18244","17939"
"06.01.2015 14:30 - 06.01.2015 14:45","18363","17958"
"06.01.2015 14:45 - 06.01.2015 15:00","18064","17848"
"06.01.2015 15:00 - 06.01.2015 15:15","18154","17975"
"06.01.2015 15:15 - 06.01.2015 15:30","18054","18115"
"06.01.2015 15:30 - 06.01.2015 15:45","17934","18121"
"06.01.2015 15:45 - 06.01.2015 16:00","17850","18087"
"06.01.2015 16:00 - 06.01.2015 16:15","18314","18387"
"06.01.2015 16:15 - 06.01.2015 16:30","18176","18706"
"06.01.2015 16:30 - 06.01.2015 16:45","18511","19102"
"06.01.2015 16:45 - 06.01.2015 17:00","18932","19651"
"06.01.2015 17:00 - 06.01.2015 17:15","19290","20187"
"06.01.2015 17:15 - 06.01.2015 17:30","19497","20394"
"06.01.2015 17:30 - 06.01.2015 17:45","19742","20823"
"06.01.2015 17:45 - 06.01.2015 18:00","19816","20997"
"06.01.2015 18:00 - 06.01.2015 18:15","20182","20840"
"06.01.2015 18:15 - 06.01.2015 18:30","19963","20701"
"06.01.2015 18:30 - 06.01.2015 18:45","20238","20659"
"06.01.2015 18:45 - 06.01.2015 19:00","19836","20614"
"06.01.2015 19:00 - 06.01.2015 19:15","19801","20277"
"06.01.2015 19:15 - 06.01.2015 19:30","20269","20048"
"06.01.2015 19:30 - 06.01.2015 19:45","19901","19750"
"06.01.2015 19:45 - 06.01.2015 20:00","19411","19480"
"06.01.2015 20:00 - 06.01.2015 20:15","19350","19305"
"06.01.2015 20:15 - 06.01.2015 20:30","18941","18782"
"06.01.2015 20:30 - 06.01.2015 20:45","18530","18513"
"06.01.2015 20:45 - 06.01.2015 21:00","18070","17973"
"06.01.2015 21:00 - 06.01.2015 21:15","17866","17842"
"06.01.2015 21:15 - 06.01.2015 21:30","18067","17709"
"06.01.2015 21:30 - 06.01.2015 21:45","17622","17331"
"06.01.2015 21:45 - 06.01.2015 22:00","17577","16979"
"06.01.2015 22:00 - 06.01.2015 22:15","17597","17624"
"06.01.2015 22:15 - 06.01.2015 22:30","18229","17567"
"06.01.2015 22:30 - 06.01.2015 22:45","17871","17254"
"06.01.2015 22:45 - 06.01.2015 23:00","17565","16908"
"06.01.2015 23:00 - 06.01.2015 23:15","17133","16674"
"06.01.2015 23:15 - 06.01.2015 23:30","16936","16278"
"06.01.2015 23:30 - 06.01.2015 23:45","16890","15937"
"06.01.2015 23:45 - 07.01.2015 00:00","16558","15637"
"07.01.2015 00:00 - 07.01.2015 00:15","14750","15244"
"07.01.2015 00:15 - 07.01.2015 00:30","15078","14940"
"07.01.2015 00:30 - 07.01.2015 00:45","14887","14637"
"07.01.2015 00:45 - 07.01.2015 01:00","14729","14312"
"07.01.2015 01:00 - 07.01.2015 01:15","14543","14110"
"07.01.2015 01:15 - 07.01.2015 01:30","14202","13986"
"07.01.2015 01:30 - 07.01.2015 01:45","14066","13853"
"07.01.2015 01:45 - 07.01.2015 02:00","13969","13723"
"07.01.2015 02:00 - 07.01.2015 02:15","13877","13629"
"07.01.2015 02:15 - 07.01.2015 02:30","13721","13525"
"07.01.2015 02:30 - 07.01.2015 02:45","13600","13424"
"07.01.2015 02:45 - 07.01.2015 03:00","13553","13309"
"07.01.2015 03:00 - 07.01.2015 03:15","13675","13526"
"07.01.2015 03:15 - 07.01.2015 03:30","13687","13601"
"07.01.2015 03:30 - 07.01.2015 03:45","13665","13502"
"07.01.2015 03:45 - 07.01.2015 04:00","13657","13422"
"07.01.2015 04:00 - 07.01.2015 04:15","13845","13338"
"07.01.2015 04:15 - 07.01.2015 04:30","13924","13397"
"07.01.2015 04:30 - 07.01.2015 04:45","13984","13462"
"07.01.2015 04:45 - 07.01.2015 05:00","14188","13691"
"07.01.2015 05:00 - 07.01.2015 05:15","14561","14079"
"07.01.2015 05:15 - 07.01.2015 05:30","14748","14220"
"07.01.2015 05:30 - 07.01.2015 05:45","15251","14569"
"07.01.2015 05:45 - 07.01.2015 06:00","15580","15328"
"07.01.2015 06:00 - 07.01.2015 06:15","16430","16304"
"07.01.2015 06:15 - 07.01.2015 06:30","17184","17171"
"07.01.2015 06:30 - 07.01.2015 06:45","17846","17966"
"07.01.2015 06:45 - 07.01.2015 07:00","18527","18665"
"07.01.2015 07:00 - 07.01.2015 07:15","19104","19455"
"07.01.2015 07:15 - 07.01.2015 07:30","19657","19998"
"07.01.2015 07:30 - 07.01.2015 07:45","20049","20321"
"07.01.2015 07:45 - 07.01.2015 08:00","20194","20649"
"07.01.2015 08:00 - 07.01.2015 08:15","20517","20993"
"07.01.2015 08:15 - 07.01.2015 08:30","20621","20989"
"07.01.2015 08:30 - 07.01.2015 08:45","20618","21083"
"07.01.2015 08:45 - 07.01.2015 09:00","20622","21230"
"07.01.2015 09:00 - 07.01.2015 09:15","20544","21227"
"07.01.2015 09:15 - 07.01.2015 09:30","20619","21251"
"07.01.2015 09:30 - 07.01.2015 09:45","20609","21284"
"07.01.2015 09:45 - 07.01.2015 10:00","20695","21336"
"07.01.2015 10:00 - 07.01.2015 10:15","20666","21349"
"07.01.2015 10:15 - 07.01.2015 10:30","20718","21329"
"07.01.2015 10:30 - 07.01.2015 10:45","20837","21409"
"07.01.2015 10:45 - 07.01.2015 11:00","20867","21477"
"07.01.2015 11:00 - 07.01.2015 11:15","21066","21434"
"07.01.2015 11:15 - 07.01.2015 11:30","21114","21521"
"07.01.2015 11:30 - 07.01.2015 11:45","21199","21620"
"07.01.2015 11:45 - 07.01.2015 12:00","21161","21673"
"07.01.2015 12:00 - 07.01.2015 12:15","20894","21579"
"07.01.2015 12:15 - 07.01.2015 12:30","20842","21449"
"07.01.2015 12:30 - 07.01.2015 12:45","20785","21614"
"07.01.2015 12:45 - 07.01.2015 13:00","20755","21630"
"07.01.2015 13:00 - 07.01.2015 13:15","20811","21628"
"07.01.2015 13:15 - 07.01.2015 13:30","20671","21594"
"07.01.2015 13:30 - 07.01.2015 13:45","20526","21470"
"07.01.2015 13:45 - 07.01.2015 14:00","20530","21275"
"07.01.2015 14:00 - 07.01.2015 14:15","20430","21365"
"07.01.2015 14:15 - 07.01.2015 14:30","20259","21156"
"07.01.2015 14:30 - 07.01.2015 14:45","20240","20998"
"07.01.2015 14:45 - 07.01.2015 15:00","20180","20909"
"07.01.2015 15:00 - 07.01.2015 15:15","20196","20860"
"07.01.2015 15:15 - 07.01.2015 15:30","20181","20815"
"07.01.2015 15:30 - 07.01.2015 15:45","20191","20806"
"07.01.2015 15:45 - 07.01.2015 16:00","20058","20726"
"07.01.2015 16:00 - 07.01.2015 16:15","20304","20799"
"07.01.2015 16:15 - 07.01.2015 16:30","20386","21060"
"07.01.2015 16:30 - 07.01.2015 16:45","20562","21396"
"07.01.2015 16:45 - 07.01.2015 17:00","20946","21657"
"07.01.2015 17:00 - 07.01.2015 17:15","21125","22155"
"07.01.2015 17:15 - 07.01.2015 17:30","21332","22370"
"07.01.2015 17:30 - 07.01.2015 17:45","21377","22263"
"07.01.2015 17:45 - 07.01.2015 18:00","21538","22241"
"07.01.2015 18:00 - 07.01.2015 18:15","21308","22165"
"07.01.2015 18:15 - 07.01.2015 18:30","21216","22238"
"07.01.2015 18:30 - 07.01.2015 18:45","21212","22172"
"07.01.2015 18:45 - 07.01.2015 19:00","21053","22102"
"07.01.2015 19:00 - 07.01.2015 19:15","20703","21848"
"07.01.2015 19:15 - 07.01.2015 19:30","20183","21659"
"07.01.2015 19:30 - 07.01.2015 19:45","19968","21412"
"07.01.2015 19:45 - 07.01.2015 20:00","19709","21116"
"07.01.2015 20:00 - 07.01.2015 20:15","19276","20908"
"07.01.2015 20:15 - 07.01.2015 20:30","18810","20541"
"07.01.2015 20:30 - 07.01.2015 20:45","18376","20070"
"07.01.2015 20:45 - 07.01.2015 21:00","18116","19817"
"07.01.2015 21:00 - 07.01.2015 21:15","17978","19740"
"07.01.2015 21:15 - 07.01.2015 21:30","17868","19612"
"07.01.2015 21:30 - 07.01.2015 21:45","17536","19316"
"07.01.2015 21:45 - 07.01.2015 22:00","17241","18820"
"07.01.2015 22:00 - 07.01.2015 22:15","17227","19561"
"07.01.2015 22:15 - 07.01.2015 22:30","17470","19465"
"07.01.2015 22:30 - 07.01.2015 22:45","17073","18935"
"07.01.2015 22:45 - 07.01.2015 23:00","16720","18429"
"07.01.2015 23:00 - 07.01.2015 23:15","16245","18172"
"07.01.2015 23:15 - 07.01.2015 23:30","16072","17630"
"07.01.2015 23:30 - 07.01.2015 23:45","15690","17391"
"07.01.2015 23:45 - 08.01.2015 00:00","15367","17248"
"08.01.2015 00:00 - 08.01.2015 00:15","15997","16921"
"08.01.2015 00:15 - 08.01.2015 00:30","15718","16632"
"08.01.2015 00:30 - 08.01.2015 00:45","15486","16616"
"08.01.2015 00:45 - 08.01.2015 01:00","15328","16367"
"08.01.2015 01:00 - 08.01.2015 01:15","15062","16116"
"08.01.2015 01:15 - 08.01.2015 01:30","14852","15967"
"08.01.2015 01:30 - 08.01.2015 01:45","14756","15734"
"08.01.2015 01:45 - 08.01.2015 02:00","14528","15475"
"08.01.2015 02:00 - 08.01.2015 02:15","14338","15555"
"08.01.2015 02:15 - 08.01.2015 02:30","14204","15620"
"08.01.2015 02:30 - 08.01.2015 02:45","14199","15497"
"08.01.2015 02:45 - 08.01.2015 03:00","14153","15407"
"08.01.2015 03:00 - 08.01.2015 03:15","14152","15399"
"08.01.2015 03:15 - 08.01.2015 03:30","14156","15474"
"08.01.2015 03:30 - 08.01.2015 03:45","14084","15295"
"08.01.2015 03:45 - 08.01.2015 04:00","14072","15397"
"08.01.2015 04:00 - 08.01.2015 04:15","14076","15356"
"08.01.2015 04:15 - 08.01.2015 04:30","14227","15651"
"08.01.2015 04:30 - 08.01.2015 04:45","14182","15709"
"08.01.2015 04:45 - 08.01.2015 05:00","14387","15782"
"08.01.2015 05:00 - 08.01.2015 05:15","14628","16153"
"08.01.2015 05:15 - 08.01.2015 05:30","14885","16128"
"08.01.2015 05:30 - 08.01.2015 05:45","15117","16412"
"08.01.2015 05:45 - 08.01.2015 06:00","15674","16831"
"08.01.2015 06:00 - 08.01.2015 06:15","16500","17548"
"08.01.2015 06:15 - 08.01.2015 06:30","17038","18591"
"08.01.2015 06:30 - 08.01.2015 06:45","17756","19382"
"08.01.2015 06:45 - 08.01.2015 07:00","18283","20131"
"08.01.2015 07:00 - 08.01.2015 07:15","19036","20970"
"08.01.2015 07:15 - 08.01.2015 07:30","19501","21475"
"08.01.2015 07:30 - 08.01.2015 07:45","19821","21890"
"08.01.2015 07:45 - 08.01.2015 08:00","20084","22324"
"08.01.2015 08:00 - 08.01.2015 08:15","20503","22716"
"08.01.2015 08:15 - 08.01.2015 08:30","20598","22611"
"08.01.2015 08:30 - 08.01.2015 08:45","20609","22423"
"08.01.2015 08:45 - 08.01.2015 09:00","20727","22552"
"08.01.2015 09:00 - 08.01.2015 09:15","20833","22657"
"08.01.2015 09:15 - 08.01.2015 09:30","20838","22808"
"08.01.2015 09:30 - 08.01.2015 09:45","20961","22799"
"08.01.2015 09:45 - 08.01.2015 10:00","21039","22873"
"08.01.2015 10:00 - 08.01.2015 10:15","21037","22862"
"08.01.2015 10:15 - 08.01.2015 10:30","20920","22724"
"08.01.2015 10:30 - 08.01.2015 10:45","21171","22556"
"08.01.2015 10:45 - 08.01.2015 11:00","21195","22737"
"08.01.2015 11:00 - 08.01.2015 11:15","21355","22869"
"08.01.2015 11:15 - 08.01.2015 11:30","21460","22693"
"08.01.2015 11:30 - 08.01.2015 11:45","21519","22761"
"08.01.2015 11:45 - 08.01.2015 12:00","21491","22574"
"08.01.2015 12:00 - 08.01.2015 12:15","21257","22253"
"08.01.2015 12:15 - 08.01.2015 12:30","21217","22128"
"08.01.2015 12:30 - 08.01.2015 12:45","21155","22094"
"08.01.2015 12:45 - 08.01.2015 13:00","21172","22036"
"08.01.2015 13:00 - 08.01.2015 13:15","21023","21861"
"08.01.2015 13:15 - 08.01.2015 13:30","20917","21674"
"08.01.2015 13:30 - 08.01.2015 13:45","20858","21444"
"08.01.2015 13:45 - 08.01.2015 14:00","20592","21122"
"08.01.2015 14:00 - 08.01.2015 14:15","20594","21323"
"08.01.2015 14:15 - 08.01.2015 14:30","20466","21382"
"08.01.2015 14:30 - 08.01.2015 14:45","20467","21241"
"08.01.2015 14:45 - 08.01.2015 15:00","20275","21091"
"08.01.2015 15:00 - 08.01.2015 15:15","20288","21188"
"08.01.2015 15:15 - 08.01.2015 15:30","20250","21083"
"08.01.2015 15:30 - 08.01.2015 15:45","20142","21200"
"08.01.2015 15:45 - 08.01.2015 16:00","20014","21297"
"08.01.2015 16:00 - 08.01.2015 16:15","20284","21110"
"08.01.2015 16:15 - 08.01.2015 16:30","20261","21195"
"08.01.2015 16:30 - 08.01.2015 16:45","20492","21442"
"08.01.2015 16:45 - 08.01.2015 17:00","20934","21927"
"08.01.2015 17:00 - 08.01.2015 17:15","21175","22320"
"08.01.2015 17:15 - 08.01.2015 17:30","21459","22405"
"08.01.2015 17:30 - 08.01.2015 17:45","21502","22340"
"08.01.2015 17:45 - 08.01.2015 18:00","21664","22581"
"08.01.2015 18:00 - 08.01.2015 18:15","21550","22353"
"08.01.2015 18:15 - 08.01.2015 18:30","21842","22185"
"08.01.2015 18:30 - 08.01.2015 18:45","21850","21967"
"08.01.2015 18:45 - 08.01.2015 19:00","21559","21994"
"08.01.2015 19:00 - 08.01.2015 19:15","21272","21615"
"08.01.2015 19:15 - 08.01.2015 19:30","21168","21549"
"08.01.2015 19:30 - 08.01.2015 19:45","20537","21303"
"08.01.2015 19:45 - 08.01.2015 20:00","20239","21211"
"08.01.2015 20:00 - 08.01.2015 20:15","19953","20994"
"08.01.2015 20:15 - 08.01.2015 20:30","19348","20633"
"08.01.2015 20:30 - 08.01.2015 20:45","18911","20278"
"08.01.2015 20:45 - 08.01.2015 21:00","18571","19918"
"08.01.2015 21:00 - 08.01.2015 21:15","18436","19666"
"08.01.2015 21:15 - 08.01.2015 21:30","18381","19380"
"08.01.2015 21:30 - 08.01.2015 21:45","17919","19117"
"08.01.2015 21:45 - 08.01.2015 22:00","17444","18876"
"08.01.2015 22:00 - 08.01.2015 22:15","17644","19424"
"08.01.2015 22:15 - 08.01.2015 22:30","18052","19320"
"08.01.2015 22:30 - 08.01.2015 22:45","17684","19083"
"08.01.2015 22:45 - 08.01.2015 23:00","17347","18654"
"08.01.2015 23:00 - 08.01.2015 23:15","16916","17881"
"08.01.2015 23:15 - 08.01.2015 23:30","16563","17651"
"08.01.2015 23:30 - 08.01.2015 23:45","16264","17278"
"08.01.2015 23:45 - 09.01.2015 00:00","15969","17062"
"09.01.2015 00:00 - 09.01.2015 00:15","16991","16690"
"09.01.2015 00:15 - 09.01.2015 00:30","16819","16168"
"09.01.2015 00:30 - 09.01.2015 00:45","16305","16118"
"09.01.2015 00:45 - 09.01.2015 01:00","16299","16057"
"09.01.2015 01:00 - 09.01.2015 01:15","16076","15544"
"09.01.2015 01:15 - 09.01.2015 01:30","15851","15483"
"09.01.2015 01:30 - 09.01.2015 01:45","15672","15348"
"09.01.2015 01:45 - 09.01.2015 02:00","15366","15035"
"09.01.2015 02:00 - 09.01.2015 02:15","15275","14626"
"09.01.2015 02:15 - 09.01.2015 02:30","14986","14203"
"09.01.2015 02:30 - 09.01.2015 02:45","15461","14338"
"09.01.2015 02:45 - 09.01.2015 03:00","14996","14253"
"09.01.2015 03:00 - 09.01.2015 03:15","15098","14442"
"09.01.2015 03:15 - 09.01.2015 03:30","15046","14652"
"09.01.2015 03:30 - 09.01.2015 03:45","14975","14934"
"09.01.2015 03:45 - 09.01.2015 04:00","15200","15057"
"09.01.2015 04:00 - 09.01.2015 04:15","15092","14939"
"09.01.2015 04:15 - 09.01.2015 04:30","15482","15262"
"09.01.2015 04:30 - 09.01.2015 04:45","15360","15377"
"09.01.2015 04:45 - 09.01.2015 05:00","15626","15576"
"09.01.2015 05:00 - 09.01.2015 05:15","15767","16281"
"09.01.2015 05:15 - 09.01.2015 05:30","15815","16523"
"09.01.2015 05:30 - 09.01.2015 05:45","16142","17185"
"09.01.2015 05:45 - 09.01.2015 06:00","16680","17476"
"09.01.2015 06:00 - 09.01.2015 06:15","17667","18210"
"09.01.2015 06:15 - 09.01.2015 06:30","17709","19020"
"09.01.2015 06:30 - 09.01.2015 06:45","18767","19685"
"09.01.2015 06:45 - 09.01.2015 07:00","18861","20498"
"09.01.2015 07:00 - 09.01.2015 07:15","20077","21134"
"09.01.2015 07:15 - 09.01.2015 07:30","20563","21817"
"09.01.2015 07:30 - 09.01.2015 07:45","20742","22384"
"09.01.2015 07:45 - 09.01.2015 08:00","21002","22694"
"09.01.2015 08:00 - 09.01.2015 08:15","21838","23022"
"09.01.2015 08:15 - 09.01.2015 08:30","21674","22993"
"09.01.2015 08:30 - 09.01.2015 08:45","21286","23113"
"09.01.2015 08:45 - 09.01.2015 09:00","21758","23306"
"09.01.2015 09:00 - 09.01.2015 09:15","21852","23367"
"09.01.2015 09:15 - 09.01.2015 09:30","21384","23472"
"09.01.2015 09:30 - 09.01.2015 09:45","21837","23619"
"09.01.2015 09:45 - 09.01.2015 10:00","21802","23750"
"09.01.2015 10:00 - 09.01.2015 10:15","21634","23955"
"09.01.2015 10:15 - 09.01.2015 10:30","21225","23934"
"09.01.2015 10:30 - 09.01.2015 10:45","21642","23701"
"09.01.2015 10:45 - 09.01.2015 11:00","21556","23524"
"09.01.2015 11:00 - 09.01.2015 11:15","22090","23664"
"09.01.2015 11:15 - 09.01.2015 11:30","21777","23537"
"09.01.2015 11:30 - 09.01.2015 11:45","22007","23790"
"09.01.2015 11:45 - 09.01.2015 12:00","21841","24121"
"09.01.2015 12:00 - 09.01.2015 12:15","21255","24078"
"09.01.2015 12:15 - 09.01.2015 12:30","21483","23632"
"09.01.2015 12:30 - 09.01.2015 12:45","21346","23679"
"09.01.2015 12:45 - 09.01.2015 13:00","21240","23534"
"09.01.2015 13:00 - 09.01.2015 13:15","20954","23281"
"09.01.2015 13:15 - 09.01.2015 13:30","20814","23399"
"09.01.2015 13:30 - 09.01.2015 13:45","20960","23271"
"09.01.2015 13:45 - 09.01.2015 14:00","20342","23107"
"09.01.2015 14:00 - 09.01.2015 14:15","20557","22862"
"09.01.2015 14:15 - 09.01.2015 14:30","20578","22721"
"09.01.2015 14:30 - 09.01.2015 14:45","20818","22756"
"09.01.2015 14:45 - 09.01.2015 15:00","20237","22684"
"09.01.2015 15:00 - 09.01.2015 15:15","20404","22804"
"09.01.2015 15:15 - 09.01.2015 15:30","20277","22501"
"09.01.2015 15:30 - 09.01.2015 15:45","20186","22387"
"09.01.2015 15:45 - 09.01.2015 16:00","20088","22560"
