"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TenneT GER)","Actual Total Load [MW] - CTA|DE(TenneT GER)"
"09.08.2017 22:15 - 09.08.2017 22:30","15487","15766"
"09.08.2017 22:30 - 09.08.2017 22:45","15166","15439"
"09.08.2017 22:45 - 09.08.2017 23:00","14757","14965"
"09.08.2017 23:00 - 09.08.2017 23:15","14366","14532"
"09.08.2017 23:15 - 09.08.2017 23:30","14001","14194"
"09.08.2017 23:30 - 09.08.2017 23:45","13729","13824"
"09.08.2017 23:45 - 10.08.2017 00:00","13395","13541"
"10.08.2017 00:00 - 10.08.2017 00:15","13493","13401"
"10.08.2017 00:15 - 10.08.2017 00:30","13485","13266"
"10.08.2017 00:30 - 10.08.2017 00:45","13365","13204"
"10.08.2017 00:45 - 10.08.2017 01:00","13176","13017"
"10.08.2017 01:00 - 10.08.2017 01:15","13170","12998"
"10.08.2017 01:15 - 10.08.2017 01:30","12947","12810"
"10.08.2017 01:30 - 10.08.2017 01:45","12851","12830"
"10.08.2017 01:45 - 10.08.2017 02:00","12766","12769"
"10.08.2017 02:00 - 10.08.2017 02:15","12658","12700"
"10.08.2017 02:15 - 10.08.2017 02:30","12596","12664"
"10.08.2017 02:30 - 10.08.2017 02:45","12582","12654"
"10.08.2017 02:45 - 10.08.2017 03:00","12593","12659"
"10.08.2017 03:00 - 10.08.2017 03:15","12645","12578"
"10.08.2017 03:15 - 10.08.2017 03:30","12639","12634"
"10.08.2017 03:30 - 10.08.2017 03:45","12623","12590"
"10.08.2017 03:45 - 10.08.2017 04:00","12682","12672"
"10.08.2017 04:00 - 10.08.2017 04:15","12853","12840"
"10.08.2017 04:15 - 10.08.2017 04:30","12945","12864"
"10.08.2017 04:30 - 10.08.2017 04:45","13121","13187"
"10.08.2017 04:45 - 10.08.2017 05:00","13150","13375"
"10.08.2017 05:00 - 10.08.2017 05:15","13619","13674"
"10.08.2017 05:15 - 10.08.2017 05:30","13873","13992"
"10.08.2017 05:30 - 10.08.2017 05:45","14142","14277"
"10.08.2017 05:45 - 10.08.2017 06:00","14518","14491"
"10.08.2017 06:00 - 10.08.2017 06:15","15307","15399"
"10.08.2017 06:15 - 10.08.2017 06:30","16068","15925"
"10.08.2017 06:30 - 10.08.2017 06:45","16516","16457"
"10.08.2017 06:45 - 10.08.2017 07:00","16992","16927"
"10.08.2017 07:00 - 10.08.2017 07:15","17616","17444"
"10.08.2017 07:15 - 10.08.2017 07:30","17892","18043"
"10.08.2017 07:30 - 10.08.2017 07:45","17329","18473"
"10.08.2017 07:45 - 10.08.2017 08:00","17664","18671"
"10.08.2017 08:00 - 10.08.2017 08:15","18010","18932"
"10.08.2017 08:15 - 10.08.2017 08:30","18209","19118"
"10.08.2017 08:30 - 10.08.2017 08:45","18520","19468"
"10.08.2017 08:45 - 10.08.2017 09:00","18805","19620"
"10.08.2017 09:00 - 10.08.2017 09:15","18840","19730"
"10.08.2017 09:15 - 10.08.2017 09:30","18921","19837"
"10.08.2017 09:30 - 10.08.2017 09:45","18949","19942"
"10.08.2017 09:45 - 10.08.2017 10:00","19112","20053"
"10.08.2017 10:00 - 10.08.2017 10:15","19271","20165"
"10.08.2017 10:15 - 10.08.2017 10:30","19484","20387"
"10.08.2017 10:30 - 10.08.2017 10:45","19558","20666"
"10.08.2017 10:45 - 10.08.2017 11:00","19715","20693"
"10.08.2017 11:00 - 10.08.2017 11:15","19845","20724"
"10.08.2017 11:15 - 10.08.2017 11:30","20032","20785"
"10.08.2017 11:30 - 10.08.2017 11:45","20340","20884"
"10.08.2017 11:45 - 10.08.2017 12:00","20431","20717"
"10.08.2017 12:00 - 10.08.2017 12:15","20367","20547"
"10.08.2017 12:15 - 10.08.2017 12:30","20561","20439"
"10.08.2017 12:30 - 10.08.2017 12:45","20713","20189"
"10.08.2017 12:45 - 10.08.2017 13:00","20765","20077"
"10.08.2017 13:00 - 10.08.2017 13:15","20881","19972"
"10.08.2017 13:15 - 10.08.2017 13:30","20939","19918"
"10.08.2017 13:30 - 10.08.2017 13:45","20773","19852"
"10.08.2017 13:45 - 10.08.2017 14:00","20524","19714"
"10.08.2017 14:00 - 10.08.2017 14:15","20576","19660"
"10.08.2017 14:15 - 10.08.2017 14:30","20638","19568"
"10.08.2017 14:30 - 10.08.2017 14:45","20280","19519"
"10.08.2017 14:45 - 10.08.2017 15:00","20004","19350"
"10.08.2017 15:00 - 10.08.2017 15:15","19800","19139"
"10.08.2017 15:15 - 10.08.2017 15:30","19852","19003"
"10.08.2017 15:30 - 10.08.2017 15:45","19723","18763"
"10.08.2017 15:45 - 10.08.2017 16:00","19493","18740"
"10.08.2017 16:00 - 10.08.2017 16:15","19505","18796"
"10.08.2017 16:15 - 10.08.2017 16:30","19465","18793"
"10.08.2017 16:30 - 10.08.2017 16:45","19549","18735"
"10.08.2017 16:45 - 10.08.2017 17:00","19511","18788"
"10.08.2017 17:00 - 10.08.2017 17:15","19505","18832"
"10.08.2017 17:15 - 10.08.2017 17:30","19360","18734"
"10.08.2017 17:30 - 10.08.2017 17:45","19302","18766"
"10.08.2017 17:45 - 10.08.2017 18:00","19064","18723"
"10.08.2017 18:00 - 10.08.2017 18:15","19031","18536"
"10.08.2017 18:15 - 10.08.2017 18:30","19186","18512"
"10.08.2017 18:30 - 10.08.2017 18:45","18915","18423"
"10.08.2017 18:45 - 10.08.2017 19:00","18846","18260"
"10.08.2017 19:00 - 10.08.2017 19:15","18649","18051"
"10.08.2017 19:15 - 10.08.2017 19:30","18368","18014"
"10.08.2017 19:30 - 10.08.2017 19:45","18022","17859"
"10.08.2017 19:45 - 10.08.2017 20:00","17660","17747"
"10.08.2017 20:00 - 10.08.2017 20:15","17191","17366"
"10.08.2017 20:15 - 10.08.2017 20:30","17163","17133"
"10.08.2017 20:30 - 10.08.2017 20:45","16979","16852"
"10.08.2017 20:45 - 10.08.2017 21:00","16846","16718"
"10.08.2017 21:00 - 10.08.2017 21:15","16749","16550"
"10.08.2017 21:15 - 10.08.2017 21:30","16579","16371"
"10.08.2017 21:30 - 10.08.2017 21:45","16450","16100"
"10.08.2017 21:45 - 10.08.2017 22:00","16073","15799"
"10.08.2017 22:00 - 10.08.2017 22:15","15819","15433"
"10.08.2017 22:15 - 10.08.2017 22:30","15684","15193"
"10.08.2017 22:30 - 10.08.2017 22:45","15366","14775"
"10.08.2017 22:45 - 10.08.2017 23:00","14981","14492"
"10.08.2017 23:00 - 10.08.2017 23:15","14631","14102"
"10.08.2017 23:15 - 10.08.2017 23:30","14329","13775"
"10.08.2017 23:30 - 10.08.2017 23:45","14118","13428"
"10.08.2017 23:45 - 11.08.2017 00:00","13958","13195"
"11.08.2017 00:00 - 11.08.2017 00:15","13255","12968"
"11.08.2017 00:15 - 11.08.2017 00:30","13218","12744"
"11.08.2017 00:30 - 11.08.2017 00:45","13145","12648"
"11.08.2017 00:45 - 11.08.2017 01:00","12917","12615"
"11.08.2017 01:00 - 11.08.2017 01:15","12896","12358"
"11.08.2017 01:15 - 11.08.2017 01:30","12664","12294"
"11.08.2017 01:30 - 11.08.2017 01:45","12678","12162"
"11.08.2017 01:45 - 11.08.2017 02:00","12556","12018"
"11.08.2017 02:00 - 11.08.2017 02:15","12499","12069"
"11.08.2017 02:15 - 11.08.2017 02:30","12451","12190"
"11.08.2017 02:30 - 11.08.2017 02:45","12426","12226"
"11.08.2017 02:45 - 11.08.2017 03:00","12448","12124"
"11.08.2017 03:00 - 11.08.2017 03:15","12438","12239"
"11.08.2017 03:15 - 11.08.2017 03:30","12473","12211"
"11.08.2017 03:30 - 11.08.2017 03:45","12473","12190"
"11.08.2017 03:45 - 11.08.2017 04:00","12491","12174"
"11.08.2017 04:00 - 11.08.2017 04:15","12675","12306"
"11.08.2017 04:15 - 11.08.2017 04:30","12767","12364"
"11.08.2017 04:30 - 11.08.2017 04:45","12958","12512"
"11.08.2017 04:45 - 11.08.2017 05:00","13119","12838"
"11.08.2017 05:00 - 11.08.2017 05:15","13495","13215"
"11.08.2017 05:15 - 11.08.2017 05:30","13773","13358"
"11.08.2017 05:30 - 11.08.2017 05:45","14148","13748"
"11.08.2017 05:45 - 11.08.2017 06:00","14412","14214"
"11.08.2017 06:00 - 11.08.2017 06:15","15325","14747"
"11.08.2017 06:15 - 11.08.2017 06:30","15932","15321"
"11.08.2017 06:30 - 11.08.2017 06:45","16538","15678"
"11.08.2017 06:45 - 11.08.2017 07:00","17056","16137"
"11.08.2017 07:00 - 11.08.2017 07:15","17515","16832"
"11.08.2017 07:15 - 11.08.2017 07:30","17976","17287"
"11.08.2017 07:30 - 11.08.2017 07:45","18278","17622"
"11.08.2017 07:45 - 11.08.2017 08:00","18544","18019"
"11.08.2017 08:00 - 11.08.2017 08:15","18695","18348"
"11.08.2017 08:15 - 11.08.2017 08:30","18906","18594"
"11.08.2017 08:30 - 11.08.2017 08:45","19132","18871"
"11.08.2017 08:45 - 11.08.2017 09:00","19201","19042"
"11.08.2017 09:00 - 11.08.2017 09:15","19299","19156"
"11.08.2017 09:15 - 11.08.2017 09:30","19573","19348"
"11.08.2017 09:30 - 11.08.2017 09:45","19998","19482"
"11.08.2017 09:45 - 11.08.2017 10:00","20231","19630"
"11.08.2017 10:00 - 11.08.2017 10:15","20822","19841"
"11.08.2017 10:15 - 11.08.2017 10:30","20981","19905"
"11.08.2017 10:30 - 11.08.2017 10:45","21279","20043"
"11.08.2017 10:45 - 11.08.2017 11:00","21311","20048"
"11.08.2017 11:00 - 11.08.2017 11:15","21511","20131"
"11.08.2017 11:15 - 11.08.2017 11:30","21487","20217"
"11.08.2017 11:30 - 11.08.2017 11:45","21422","20277"
"11.08.2017 11:45 - 11.08.2017 12:00","21389","20203"
"11.08.2017 12:00 - 11.08.2017 12:15","21380","20152"
"11.08.2017 12:15 - 11.08.2017 12:30","21228","20057"
"11.08.2017 12:30 - 11.08.2017 12:45","21121","19923"
"11.08.2017 12:45 - 11.08.2017 13:00","20977","19762"
"11.08.2017 13:00 - 11.08.2017 13:15","20813","19685"
"11.08.2017 13:15 - 11.08.2017 13:30","20735","19533"
"11.08.2017 13:30 - 11.08.2017 13:45","20520","19212"
"11.08.2017 13:45 - 11.08.2017 14:00","20288","19005"
"11.08.2017 14:00 - 11.08.2017 14:15","20147","18859"
"11.08.2017 14:15 - 11.08.2017 14:30","20143","18763"
"11.08.2017 14:30 - 11.08.2017 14:45","20134","18596"
"11.08.2017 14:45 - 11.08.2017 15:00","20392","18411"
"11.08.2017 15:00 - 11.08.2017 15:15","19891","18276"
"11.08.2017 15:15 - 11.08.2017 15:30","19593","18140"
"11.08.2017 15:30 - 11.08.2017 15:45","19291","18022"
"11.08.2017 15:45 - 11.08.2017 16:00","19295","18093"
"11.08.2017 16:00 - 11.08.2017 16:15","19067","18034"
"11.08.2017 16:15 - 11.08.2017 16:30","18929","18056"
"11.08.2017 16:30 - 11.08.2017 16:45","18853","17851"
"11.08.2017 16:45 - 11.08.2017 17:00","18970","17600"
"11.08.2017 17:00 - 11.08.2017 17:15","18912","17614"
"11.08.2017 17:15 - 11.08.2017 17:30","18339","17484"
"11.08.2017 17:30 - 11.08.2017 17:45","18783","17584"
"11.08.2017 17:45 - 11.08.2017 18:00","18585","17535"
"11.08.2017 18:00 - 11.08.2017 18:15","18218","17474"
"11.08.2017 18:15 - 11.08.2017 18:30","18226","17514"
"11.08.2017 18:30 - 11.08.2017 18:45","18026","17368"
"11.08.2017 18:45 - 11.08.2017 19:00","17976","17139"
"11.08.2017 19:00 - 11.08.2017 19:15","18136","16990"
"11.08.2017 19:15 - 11.08.2017 19:30","17866","16711"
"11.08.2017 19:30 - 11.08.2017 19:45","17730","16569"
"11.08.2017 19:45 - 11.08.2017 20:00","17831","16643"
"11.08.2017 20:00 - 11.08.2017 20:15","17746","16347"
"11.08.2017 20:15 - 11.08.2017 20:30","17422","16165"
"11.08.2017 20:30 - 11.08.2017 20:45","17052","16072"
"11.08.2017 20:45 - 11.08.2017 21:00","16973","15994"
"11.08.2017 21:00 - 11.08.2017 21:15","16807","15772"
"11.08.2017 21:15 - 11.08.2017 21:30","16786","15429"
"11.08.2017 21:30 - 11.08.2017 21:45","16556","15102"
"11.08.2017 21:45 - 11.08.2017 22:00","16336","14772"
"11.08.2017 22:00 - 11.08.2017 22:15","16021","14710"
"11.08.2017 22:15 - 11.08.2017 22:30","15644","14559"
"11.08.2017 22:30 - 11.08.2017 22:45","15357","14172"
"11.08.2017 22:45 - 11.08.2017 23:00","14960","13868"
"11.08.2017 23:00 - 11.08.2017 23:15","14446","13664"
"11.08.2017 23:15 - 11.08.2017 23:30","14082","13253"
"11.08.2017 23:30 - 11.08.2017 23:45","13792","12879"
"11.08.2017 23:45 - 12.08.2017 00:00","13446","12666"
"12.08.2017 00:00 - 12.08.2017 00:15","12979","12447"
"12.08.2017 00:15 - 12.08.2017 00:30","13109","12284"
"12.08.2017 00:30 - 12.08.2017 00:45","12935","11968"
"12.08.2017 00:45 - 12.08.2017 01:00","12744","11811"
"12.08.2017 01:00 - 12.08.2017 01:15","12530","11517"
"12.08.2017 01:15 - 12.08.2017 01:30","12329","11334"
"12.08.2017 01:30 - 12.08.2017 01:45","12194","11181"
"12.08.2017 01:45 - 12.08.2017 02:00","12133","11008"
"12.08.2017 02:00 - 12.08.2017 02:15","12065","10999"
"12.08.2017 02:15 - 12.08.2017 02:30","11950","10884"
"12.08.2017 02:30 - 12.08.2017 02:45","11898","10874"
"12.08.2017 02:45 - 12.08.2017 03:00","11845","10887"
"12.08.2017 03:00 - 12.08.2017 03:15","11911","10855"
"12.08.2017 03:15 - 12.08.2017 03:30","11790","10762"
"12.08.2017 03:30 - 12.08.2017 03:45","11798","10783"
"12.08.2017 03:45 - 12.08.2017 04:00","11792","10741"
"12.08.2017 04:00 - 12.08.2017 04:15","11897","10809"
"12.08.2017 04:15 - 12.08.2017 04:30","11940","10837"
"12.08.2017 04:30 - 12.08.2017 04:45","12017","10879"
"12.08.2017 04:45 - 12.08.2017 05:00","12048","10886"
"12.08.2017 05:00 - 12.08.2017 05:15","12194","11081"
"12.08.2017 05:15 - 12.08.2017 05:30","12124","11175"
"12.08.2017 05:30 - 12.08.2017 05:45","12216","11246"
"12.08.2017 05:45 - 12.08.2017 06:00","12219","11361"
"12.08.2017 06:00 - 12.08.2017 06:15","12726","11546"
"12.08.2017 06:15 - 12.08.2017 06:30","13153","11683"
"12.08.2017 06:30 - 12.08.2017 06:45","13221","11904"
"12.08.2017 06:45 - 12.08.2017 07:00","13373","12060"
"12.08.2017 07:00 - 12.08.2017 07:15","13792","12457"
"12.08.2017 07:15 - 12.08.2017 07:30","14136","12793"
"12.08.2017 07:30 - 12.08.2017 07:45","14590","13120"
"12.08.2017 07:45 - 12.08.2017 08:00","14696","13538"
"12.08.2017 08:00 - 12.08.2017 08:15","15202","13998"
"12.08.2017 08:15 - 12.08.2017 08:30","15423","14217"
"12.08.2017 08:30 - 12.08.2017 08:45","15696","14581"
"12.08.2017 08:45 - 12.08.2017 09:00","16042","14805"
"12.08.2017 09:00 - 12.08.2017 09:15","16342","15032"
"12.08.2017 09:15 - 12.08.2017 09:30","16539","15287"
"12.08.2017 09:30 - 12.08.2017 09:45","16701","15467"
"12.08.2017 09:45 - 12.08.2017 10:00","16866","15615"
"12.08.2017 10:00 - 12.08.2017 10:15","17040","15916"
"12.08.2017 10:15 - 12.08.2017 10:30","17060","16065"
"12.08.2017 10:30 - 12.08.2017 10:45","17396","16239"
"12.08.2017 10:45 - 12.08.2017 11:00","17242","16337"
"12.08.2017 11:00 - 12.08.2017 11:15","17287","16501"
"12.08.2017 11:15 - 12.08.2017 11:30","17637","16663"
"12.08.2017 11:30 - 12.08.2017 11:45","17963","16546"
"12.08.2017 11:45 - 12.08.2017 12:00","17952","16612"
"12.08.2017 12:00 - 12.08.2017 12:15","17670","16498"
"12.08.2017 12:15 - 12.08.2017 12:30","17650","16509"
"12.08.2017 12:30 - 12.08.2017 12:45","17847","16474"
"12.08.2017 12:45 - 12.08.2017 13:00","17774","16433"
"12.08.2017 13:00 - 12.08.2017 13:15","17835","16291"
"12.08.2017 13:15 - 12.08.2017 13:30","17643","16166"
"12.08.2017 13:30 - 12.08.2017 13:45","17583","15893"
"12.08.2017 13:45 - 12.08.2017 14:00","17441","16069"
"12.08.2017 14:00 - 12.08.2017 14:15","17174","15965"
"12.08.2017 14:15 - 12.08.2017 14:30","17056","15819"
"12.08.2017 14:30 - 12.08.2017 14:45","16804","15617"
"12.08.2017 14:45 - 12.08.2017 15:00","16544","15316"
"12.08.2017 15:00 - 12.08.2017 15:15","16608","15213"
"12.08.2017 15:15 - 12.08.2017 15:30","16303","15122"
"12.08.2017 15:30 - 12.08.2017 15:45","16422","15113"
"12.08.2017 15:45 - 12.08.2017 16:00","16052","15256"
"12.08.2017 16:00 - 12.08.2017 16:15","16075","15045"
"12.08.2017 16:15 - 12.08.2017 16:30","16045","15078"
"12.08.2017 16:30 - 12.08.2017 16:45","15915","15037"
"12.08.2017 16:45 - 12.08.2017 17:00","15928","15101"
"12.08.2017 17:00 - 12.08.2017 17:15","15957","15185"
"12.08.2017 17:15 - 12.08.2017 17:30","16378","15456"
"12.08.2017 17:30 - 12.08.2017 17:45","16332","15341"
"12.08.2017 17:45 - 12.08.2017 18:00","16305","15465"
"12.08.2017 18:00 - 12.08.2017 18:15","16214","15330"
"12.08.2017 18:15 - 12.08.2017 18:30","16137","15173"
"12.08.2017 18:30 - 12.08.2017 18:45","16022","15003"
"12.08.2017 18:45 - 12.08.2017 19:00","16079","14854"
"12.08.2017 19:00 - 12.08.2017 19:15","15900","14933"
"12.08.2017 19:15 - 12.08.2017 19:30","15880","14761"
"12.08.2017 19:30 - 12.08.2017 19:45","15643","14614"
"12.08.2017 19:45 - 12.08.2017 20:00","15361","14600"
"12.08.2017 20:00 - 12.08.2017 20:15","15176","14581"
"12.08.2017 20:15 - 12.08.2017 20:30","15084","14036"
"12.08.2017 20:30 - 12.08.2017 20:45","14822","14134"
"12.08.2017 20:45 - 12.08.2017 21:00","14630","14080"
"12.08.2017 21:00 - 12.08.2017 21:15","14696","14095"
"12.08.2017 21:15 - 12.08.2017 21:30","14694","14057"
"12.08.2017 21:30 - 12.08.2017 21:45","14548","13865"
"12.08.2017 21:45 - 12.08.2017 22:00","14491","13652"
"12.08.2017 22:00 - 12.08.2017 22:15","14411","13581"
"12.08.2017 22:15 - 12.08.2017 22:30","14232","13104"
"12.08.2017 22:30 - 12.08.2017 22:45","13971","12861"
"12.08.2017 22:45 - 12.08.2017 23:00","13755","12699"
"12.08.2017 23:00 - 12.08.2017 23:15","13291","12454"
"12.08.2017 23:15 - 12.08.2017 23:30","13037","12110"
"12.08.2017 23:30 - 12.08.2017 23:45","12879","11841"
"12.08.2017 23:45 - 13.08.2017 00:00","12501","11510"
"13.08.2017 00:00 - 13.08.2017 00:15","11648","11080"
"13.08.2017 00:15 - 13.08.2017 00:30","11608","10922"
"13.08.2017 00:30 - 13.08.2017 00:45","11471","10700"
"13.08.2017 00:45 - 13.08.2017 01:00","11319","10599"
"13.08.2017 01:00 - 13.08.2017 01:15","11163","10482"
"13.08.2017 01:15 - 13.08.2017 01:30","10966","10409"
"13.08.2017 01:30 - 13.08.2017 01:45","10887","10217"
"13.08.2017 01:45 - 13.08.2017 02:00","10751","10011"
"13.08.2017 02:00 - 13.08.2017 02:15","10674","10036"
"13.08.2017 02:15 - 13.08.2017 02:30","10635","9982"
"13.08.2017 02:30 - 13.08.2017 02:45","10625","9893"
"13.08.2017 02:45 - 13.08.2017 03:00","10543","9896"
"13.08.2017 03:00 - 13.08.2017 03:15","10496","9859"
"13.08.2017 03:15 - 13.08.2017 03:30","10423","9887"
"13.08.2017 03:30 - 13.08.2017 03:45","10474","9861"
"13.08.2017 03:45 - 13.08.2017 04:00","10450","9781"
"13.08.2017 04:00 - 13.08.2017 04:15","10496","9814"
"13.08.2017 04:15 - 13.08.2017 04:30","10548","9809"
"13.08.2017 04:30 - 13.08.2017 04:45","10567","9844"
"13.08.2017 04:45 - 13.08.2017 05:00","10608","9967"
"13.08.2017 05:00 - 13.08.2017 05:15","10757","10154"
"13.08.2017 05:15 - 13.08.2017 05:30","10697","10210"
"13.08.2017 05:30 - 13.08.2017 05:45","10648","10157"
"13.08.2017 05:45 - 13.08.2017 06:00","10623","10118"
"13.08.2017 06:00 - 13.08.2017 06:15","10804","10194"
"13.08.2017 06:15 - 13.08.2017 06:30","10777","10267"
"13.08.2017 06:30 - 13.08.2017 06:45","10837","10396"
"13.08.2017 06:45 - 13.08.2017 07:00","10821","10403"
"13.08.2017 07:00 - 13.08.2017 07:15","11217","10618"
"13.08.2017 07:15 - 13.08.2017 07:30","11561","10878"
"13.08.2017 07:30 - 13.08.2017 07:45","11766","11131"
"13.08.2017 07:45 - 13.08.2017 08:00","11811","11371"
"13.08.2017 08:00 - 13.08.2017 08:15","12214","11782"
"13.08.2017 08:15 - 13.08.2017 08:30","12558","12039"
"13.08.2017 08:30 - 13.08.2017 08:45","12790","12310"
"13.08.2017 08:45 - 13.08.2017 09:00","13062","12490"
"13.08.2017 09:00 - 13.08.2017 09:15","13436","12792"
"13.08.2017 09:15 - 13.08.2017 09:30","13641","13172"
"13.08.2017 09:30 - 13.08.2017 09:45","13914","13427"
"13.08.2017 09:45 - 13.08.2017 10:00","14199","13633"
"13.08.2017 10:00 - 13.08.2017 10:15","14468","13902"
"13.08.2017 10:15 - 13.08.2017 10:30","14629","14003"
"13.08.2017 10:30 - 13.08.2017 10:45","15023","14152"
"13.08.2017 10:45 - 13.08.2017 11:00","15044","14350"
"13.08.2017 11:00 - 13.08.2017 11:15","15360","14496"
"13.08.2017 11:15 - 13.08.2017 11:30","15645","14867"
"13.08.2017 11:30 - 13.08.2017 11:45","15861","14923"
"13.08.2017 11:45 - 13.08.2017 12:00","15766","14929"
"13.08.2017 12:00 - 13.08.2017 12:15","15595","14898"
"13.08.2017 12:15 - 13.08.2017 12:30","15602","14658"
"13.08.2017 12:30 - 13.08.2017 12:45","15668","14687"
"13.08.2017 12:45 - 13.08.2017 13:00","15571","14478"
"13.08.2017 13:00 - 13.08.2017 13:15","15465","14457"
"13.08.2017 13:15 - 13.08.2017 13:30","15321","14242"
"13.08.2017 13:30 - 13.08.2017 13:45","15088","13945"
"13.08.2017 13:45 - 13.08.2017 14:00","14836","13858"
"13.08.2017 14:00 - 13.08.2017 14:15","14756","13883"
"13.08.2017 14:15 - 13.08.2017 14:30","14631","13817"
"13.08.2017 14:30 - 13.08.2017 14:45","14830","14022"
"13.08.2017 14:45 - 13.08.2017 15:00","14471","13867"
"13.08.2017 15:00 - 13.08.2017 15:15","14462","13761"
"13.08.2017 15:15 - 13.08.2017 15:30","14501","13526"
"13.08.2017 15:30 - 13.08.2017 15:45","14307","13425"
"13.08.2017 15:45 - 13.08.2017 16:00","14600","13575"
"13.08.2017 16:00 - 13.08.2017 16:15","14659","13719"
"13.08.2017 16:15 - 13.08.2017 16:30","14472","13492"
"13.08.2017 16:30 - 13.08.2017 16:45","14429","13604"
"13.08.2017 16:45 - 13.08.2017 17:00","14347","13453"
"13.08.2017 17:00 - 13.08.2017 17:15","14607","13600"
"13.08.2017 17:15 - 13.08.2017 17:30","14605","13712"
"13.08.2017 17:30 - 13.08.2017 17:45","14743","13824"
"13.08.2017 17:45 - 13.08.2017 18:00","14742","13904"
"13.08.2017 18:00 - 13.08.2017 18:15","14663","13877"
"13.08.2017 18:15 - 13.08.2017 18:30","15037","13899"
"13.08.2017 18:30 - 13.08.2017 18:45","14972","13830"
"13.08.2017 18:45 - 13.08.2017 19:00","14772","13769"
"13.08.2017 19:00 - 13.08.2017 19:15","15190","13686"
"13.08.2017 19:15 - 13.08.2017 19:30","15095","13748"
"13.08.2017 19:30 - 13.08.2017 19:45","14894","13586"
"13.08.2017 19:45 - 13.08.2017 20:00","14526","13543"
"13.08.2017 20:00 - 13.08.2017 20:15","14433","13535"
"13.08.2017 20:15 - 13.08.2017 20:30","14499","13490"
"13.08.2017 20:30 - 13.08.2017 20:45","14400","13542"
"13.08.2017 20:45 - 13.08.2017 21:00","14285","13597"
"13.08.2017 21:00 - 13.08.2017 21:15","14394","13694"
"13.08.2017 21:15 - 13.08.2017 21:30","14468","13784"
"13.08.2017 21:30 - 13.08.2017 21:45","14527","13686"
"13.08.2017 21:45 - 13.08.2017 22:00","14426","13590"
"13.08.2017 22:00 - 13.08.2017 22:15","14243","13572"
"13.08.2017 22:15 - 13.08.2017 22:30","14205","13351"
"13.08.2017 22:30 - 13.08.2017 22:45","13904","13048"
"13.08.2017 22:45 - 13.08.2017 23:00","13552","12859"
"13.08.2017 23:00 - 13.08.2017 23:15","13134","12487"
"13.08.2017 23:15 - 13.08.2017 23:30","12796","12159"
"13.08.2017 23:30 - 13.08.2017 23:45","12552","11901"
"13.08.2017 23:45 - 14.08.2017 00:00","12260","11562"
"14.08.2017 00:00 - 14.08.2017 00:15","11418","11441"
"14.08.2017 00:15 - 14.08.2017 00:30","11435","11244"
"14.08.2017 00:30 - 14.08.2017 00:45","11294","11076"
"14.08.2017 00:45 - 14.08.2017 01:00","11153","10927"
"14.08.2017 01:00 - 14.08.2017 01:15","11012","10798"
"14.08.2017 01:15 - 14.08.2017 01:30","10855","10724"
"14.08.2017 01:30 - 14.08.2017 01:45","10746","10540"
"14.08.2017 01:45 - 14.08.2017 02:00","10618","10467"
"14.08.2017 02:00 - 14.08.2017 02:15","10574","10538"
"14.08.2017 02:15 - 14.08.2017 02:30","10496","10441"
"14.08.2017 02:30 - 14.08.2017 02:45","10536","10469"
"14.08.2017 02:45 - 14.08.2017 03:00","10406","10445"
"14.08.2017 03:00 - 14.08.2017 03:15","10410","10384"
"14.08.2017 03:15 - 14.08.2017 03:30","10387","10385"
"14.08.2017 03:30 - 14.08.2017 03:45","10429","10495"
"14.08.2017 03:45 - 14.08.2017 04:00","10456","10564"
"14.08.2017 04:00 - 14.08.2017 04:15","10595","10693"
"14.08.2017 04:15 - 14.08.2017 04:30","10650","10770"
"14.08.2017 04:30 - 14.08.2017 04:45","10819","10955"
"14.08.2017 04:45 - 14.08.2017 05:00","10956","11233"
"14.08.2017 05:00 - 14.08.2017 05:15","11249","11744"
"14.08.2017 05:15 - 14.08.2017 05:30","11409","12059"
"14.08.2017 05:30 - 14.08.2017 05:45","11668","12386"
"14.08.2017 05:45 - 14.08.2017 06:00","12139","12676"
"14.08.2017 06:00 - 14.08.2017 06:15","13004","13512"
"14.08.2017 06:15 - 14.08.2017 06:30","13591","14090"
"14.08.2017 06:30 - 14.08.2017 06:45","14420","14576"
"14.08.2017 06:45 - 14.08.2017 07:00","14662","14989"
"14.08.2017 07:00 - 14.08.2017 07:15","15811","15590"
"14.08.2017 07:15 - 14.08.2017 07:30","15455","15976"
"14.08.2017 07:30 - 14.08.2017 07:45","15556","16493"
"14.08.2017 07:45 - 14.08.2017 08:00","16741","16803"
"14.08.2017 08:00 - 14.08.2017 08:15","17256","17480"
"14.08.2017 08:15 - 14.08.2017 08:30","17648","17721"
"14.08.2017 08:30 - 14.08.2017 08:45","17580","18013"
"14.08.2017 08:45 - 14.08.2017 09:00","17475","18165"
"14.08.2017 09:00 - 14.08.2017 09:15","17628","18176"
"14.08.2017 09:15 - 14.08.2017 09:30","18216","18291"
"14.08.2017 09:30 - 14.08.2017 09:45","18427","18582"
"14.08.2017 09:45 - 14.08.2017 10:00","18352","18818"
"14.08.2017 10:00 - 14.08.2017 10:15","19069","19018"
"14.08.2017 10:15 - 14.08.2017 10:30","19852","19169"
"14.08.2017 10:30 - 14.08.2017 10:45","19332","19195"
"14.08.2017 10:45 - 14.08.2017 11:00","19798","19325"
