"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TenneT GER)","Actual Total Load [MW] - CTA|DE(TenneT GER)"
"05.01.2017 11:00 - 05.01.2017 11:15","21981","20673"
"05.01.2017 11:15 - 05.01.2017 11:30","21769","20638"
"05.01.2017 11:30 - 05.01.2017 11:45","22048","20664"
"05.01.2017 11:45 - 05.01.2017 12:00","22107","20657"
"05.01.2017 12:00 - 05.01.2017 12:15","21558","20726"
"05.01.2017 12:15 - 05.01.2017 12:30","21569","20782"
"05.01.2017 12:30 - 05.01.2017 12:45","21591","20802"
"05.01.2017 12:45 - 05.01.2017 13:00","21422","20645"
"05.01.2017 13:00 - 05.01.2017 13:15","21016","20599"
"05.01.2017 13:15 - 05.01.2017 13:30","20995","20581"
"05.01.2017 13:30 - 05.01.2017 13:45","21485","20517"
"05.01.2017 13:45 - 05.01.2017 14:00","20499","20433"
"05.01.2017 14:00 - 05.01.2017 14:15","20686","20631"
"05.01.2017 14:15 - 05.01.2017 14:30","20800","20313"
"05.01.2017 14:30 - 05.01.2017 14:45","21490","20217"
"05.01.2017 14:45 - 05.01.2017 15:00","20405","20204"
"05.01.2017 15:00 - 05.01.2017 15:15","20629","19968"
"05.01.2017 15:15 - 05.01.2017 15:30","20862","19995"
"05.01.2017 15:30 - 05.01.2017 15:45","20538","20010"
"05.01.2017 15:45 - 05.01.2017 16:00","20151","19965"
"05.01.2017 16:00 - 05.01.2017 16:15","21080","20223"
"05.01.2017 16:15 - 05.01.2017 16:30","20746","20136"
"05.01.2017 16:30 - 05.01.2017 16:45","21442","20561"
"05.01.2017 16:45 - 05.01.2017 17:00","21926","21050"
"05.01.2017 17:00 - 05.01.2017 17:15","22408","21501"
"05.01.2017 17:15 - 05.01.2017 17:30","21780","21632"
"05.01.2017 17:30 - 05.01.2017 17:45","22033","21753"
"05.01.2017 17:45 - 05.01.2017 18:00","22545","21672"
"05.01.2017 18:00 - 05.01.2017 18:15","22346","21663"
"05.01.2017 18:15 - 05.01.2017 18:30","22075","21627"
"05.01.2017 18:30 - 05.01.2017 18:45","22748","21560"
"05.01.2017 18:45 - 05.01.2017 19:00","22397","21370"
"05.01.2017 19:00 - 05.01.2017 19:15","22279","21167"
"05.01.2017 19:15 - 05.01.2017 19:30","22307","20996"
"05.01.2017 19:30 - 05.01.2017 19:45","22032","20714"
"05.01.2017 19:45 - 05.01.2017 20:00","21520","20323"
"05.01.2017 20:00 - 05.01.2017 20:15","21307","19880"
"05.01.2017 20:15 - 05.01.2017 20:30","20513","19556"
"05.01.2017 20:30 - 05.01.2017 20:45","20048","19082"
"05.01.2017 20:45 - 05.01.2017 21:00","19581","18844"
"05.01.2017 21:00 - 05.01.2017 21:15","19209","18586"
"05.01.2017 21:15 - 05.01.2017 21:30","19432","18323"
"05.01.2017 21:30 - 05.01.2017 21:45","18928","18037"
"05.01.2017 21:45 - 05.01.2017 22:00","18782","17704"
"05.01.2017 22:00 - 05.01.2017 22:15","19028","18077"
"05.01.2017 22:15 - 05.01.2017 22:30","19258","17964"
"05.01.2017 22:30 - 05.01.2017 22:45","18943","17497"
"05.01.2017 22:45 - 05.01.2017 23:00","18633","17153"
"05.01.2017 23:00 - 05.01.2017 23:15","18060","17115"
"05.01.2017 23:15 - 05.01.2017 23:30","17924","16840"
"05.01.2017 23:30 - 05.01.2017 23:45","17972","16653"
"05.01.2017 23:45 - 06.01.2017 00:00","17578","16345"
"06.01.2017 00:00 - 06.01.2017 00:15","16156","16095"
"06.01.2017 00:15 - 06.01.2017 00:30","16044","16030"
"06.01.2017 00:30 - 06.01.2017 00:45","15782","15778"
"06.01.2017 00:45 - 06.01.2017 01:00","15657","15586"
"06.01.2017 01:00 - 06.01.2017 01:15","15367","15414"
"06.01.2017 01:15 - 06.01.2017 01:30","15090","15185"
"06.01.2017 01:30 - 06.01.2017 01:45","14999","14997"
"06.01.2017 01:45 - 06.01.2017 02:00","14883","14810"
"06.01.2017 02:00 - 06.01.2017 02:15","14622","14614"
"06.01.2017 02:15 - 06.01.2017 02:30","14454","14413"
"06.01.2017 02:30 - 06.01.2017 02:45","14554","14349"
"06.01.2017 02:45 - 06.01.2017 03:00","14352","14263"
"06.01.2017 03:00 - 06.01.2017 03:15","14358","14205"
"06.01.2017 03:15 - 06.01.2017 03:30","14258","14183"
"06.01.2017 03:30 - 06.01.2017 03:45","14175","14205"
"06.01.2017 03:45 - 06.01.2017 04:00","14168","14110"
"06.01.2017 04:00 - 06.01.2017 04:15","14244","14088"
"06.01.2017 04:15 - 06.01.2017 04:30","14252","14144"
"06.01.2017 04:30 - 06.01.2017 04:45","14126","14132"
"06.01.2017 04:45 - 06.01.2017 05:00","14208","14225"
"06.01.2017 05:00 - 06.01.2017 05:15","14332","14419"
"06.01.2017 05:15 - 06.01.2017 05:30","14324","14486"
"06.01.2017 05:30 - 06.01.2017 05:45","14587","14777"
"06.01.2017 05:45 - 06.01.2017 06:00","14677","14991"
"06.01.2017 06:00 - 06.01.2017 06:15","14958","15234"
"06.01.2017 06:15 - 06.01.2017 06:30","15187","15595"
"06.01.2017 06:30 - 06.01.2017 06:45","15700","15963"
"06.01.2017 06:45 - 06.01.2017 07:00","16351","16386"
"06.01.2017 07:00 - 06.01.2017 07:15","17801","16823"
"06.01.2017 07:15 - 06.01.2017 07:30","18020","17157"
"06.01.2017 07:30 - 06.01.2017 07:45","17933","17496"
"06.01.2017 07:45 - 06.01.2017 08:00","18063","17713"
"06.01.2017 08:00 - 06.01.2017 08:15","18831","17920"
"06.01.2017 08:15 - 06.01.2017 08:30","19042","18101"
"06.01.2017 08:30 - 06.01.2017 08:45","18786","18205"
"06.01.2017 08:45 - 06.01.2017 09:00","19084","18450"
"06.01.2017 09:00 - 06.01.2017 09:15","19179","18574"
"06.01.2017 09:15 - 06.01.2017 09:30","18798","18653"
"06.01.2017 09:30 - 06.01.2017 09:45","19378","18794"
"06.01.2017 09:45 - 06.01.2017 10:00","19354","18763"
"06.01.2017 10:00 - 06.01.2017 10:15","19275","18696"
"06.01.2017 10:15 - 06.01.2017 10:30","19610","18735"
"06.01.2017 10:30 - 06.01.2017 10:45","19580","18880"
"06.01.2017 10:45 - 06.01.2017 11:00","19907","19021"
"06.01.2017 11:00 - 06.01.2017 11:15","19971","19085"
"06.01.2017 11:15 - 06.01.2017 11:30","20023","19223"
"06.01.2017 11:30 - 06.01.2017 11:45","20199","19137"
"06.01.2017 11:45 - 06.01.2017 12:00","20301","19092"
"06.01.2017 12:00 - 06.01.2017 12:15","19937","19066"
"06.01.2017 12:15 - 06.01.2017 12:30","20003","18863"
"06.01.2017 12:30 - 06.01.2017 12:45","19838","18778"
"06.01.2017 12:45 - 06.01.2017 13:00","19556","18533"
"06.01.2017 13:00 - 06.01.2017 13:15","19299","18396"
"06.01.2017 13:15 - 06.01.2017 13:30","19309","18318"
"06.01.2017 13:30 - 06.01.2017 13:45","19276","18283"
"06.01.2017 13:45 - 06.01.2017 14:00","18729","18050"
"06.01.2017 14:00 - 06.01.2017 14:15","18645","17844"
"06.01.2017 14:15 - 06.01.2017 14:30","18743","17767"
"06.01.2017 14:30 - 06.01.2017 14:45","19415","17723"
"06.01.2017 14:45 - 06.01.2017 15:00","18014","17638"
"06.01.2017 15:00 - 06.01.2017 15:15","18454","17617"
"06.01.2017 15:15 - 06.01.2017 15:30","18474","17634"
"06.01.2017 15:30 - 06.01.2017 15:45","18504","17626"
"06.01.2017 15:45 - 06.01.2017 16:00","18587","17799"
"06.01.2017 16:00 - 06.01.2017 16:15","18632","17905"
"06.01.2017 16:15 - 06.01.2017 16:30","18801","18223"
"06.01.2017 16:30 - 06.01.2017 16:45","19023","18604"
"06.01.2017 16:45 - 06.01.2017 17:00","19474","19074"
"06.01.2017 17:00 - 06.01.2017 17:15","19779","19518"
"06.01.2017 17:15 - 06.01.2017 17:30","19800","19649"
"06.01.2017 17:30 - 06.01.2017 17:45","20023","19896"
"06.01.2017 17:45 - 06.01.2017 18:00","19960","20057"
"06.01.2017 18:00 - 06.01.2017 18:15","20201","20044"
"06.01.2017 18:15 - 06.01.2017 18:30","20379","20033"
"06.01.2017 18:30 - 06.01.2017 18:45","20554","19857"
"06.01.2017 18:45 - 06.01.2017 19:00","20679","19629"
"06.01.2017 19:00 - 06.01.2017 19:15","20710","19416"
"06.01.2017 19:15 - 06.01.2017 19:30","19872","19152"
"06.01.2017 19:30 - 06.01.2017 19:45","20156","19039"
"06.01.2017 19:45 - 06.01.2017 20:00","20083","18965"
"06.01.2017 20:00 - 06.01.2017 20:15","19622","18765"
"06.01.2017 20:15 - 06.01.2017 20:30","18825","18280"
"06.01.2017 20:30 - 06.01.2017 20:45","18954","18124"
"06.01.2017 20:45 - 06.01.2017 21:00","18134","17947"
"06.01.2017 21:00 - 06.01.2017 21:15","17987","17791"
"06.01.2017 21:15 - 06.01.2017 21:30","17599","17580"
"06.01.2017 21:30 - 06.01.2017 21:45","17512","17252"
"06.01.2017 21:45 - 06.01.2017 22:00","17073","16940"
"06.01.2017 22:00 - 06.01.2017 22:15","17583","17547"
"06.01.2017 22:15 - 06.01.2017 22:30","17924","17468"
"06.01.2017 22:30 - 06.01.2017 22:45","17195","17192"
"06.01.2017 22:45 - 06.01.2017 23:00","17267","17026"
"06.01.2017 23:00 - 06.01.2017 23:15","16644","16803"
"06.01.2017 23:15 - 06.01.2017 23:30","16796","16634"
"06.01.2017 23:30 - 06.01.2017 23:45","15944","16438"
"06.01.2017 23:45 - 07.01.2017 00:00","16124","16214"
"07.01.2017 00:00 - 07.01.2017 00:15","13876","15999"
"07.01.2017 00:15 - 07.01.2017 00:30","13998","15697"
"07.01.2017 00:30 - 07.01.2017 00:45","13720","15549"
"07.01.2017 00:45 - 07.01.2017 01:00","13420","15165"
"07.01.2017 01:00 - 07.01.2017 01:15","13272","15068"
"07.01.2017 01:15 - 07.01.2017 01:30","12921","14792"
"07.01.2017 01:30 - 07.01.2017 01:45","12714","14545"
"07.01.2017 01:45 - 07.01.2017 02:00","12734","14357"
"07.01.2017 02:00 - 07.01.2017 02:15","12728","14166"
"07.01.2017 02:15 - 07.01.2017 02:30","12421","13914"
"07.01.2017 02:30 - 07.01.2017 02:45","12348","13814"
"07.01.2017 02:45 - 07.01.2017 03:00","12258","13777"
"07.01.2017 03:00 - 07.01.2017 03:15","12409","13778"
"07.01.2017 03:15 - 07.01.2017 03:30","12378","13659"
"07.01.2017 03:30 - 07.01.2017 03:45","12334","13610"
"07.01.2017 03:45 - 07.01.2017 04:00","12275","13550"
"07.01.2017 04:00 - 07.01.2017 04:15","12272","13607"
"07.01.2017 04:15 - 07.01.2017 04:30","12345","13652"
"07.01.2017 04:30 - 07.01.2017 04:45","12348","13643"
"07.01.2017 04:45 - 07.01.2017 05:00","12264","13629"
"07.01.2017 05:00 - 07.01.2017 05:15","12529","13791"
"07.01.2017 05:15 - 07.01.2017 05:30","12596","13827"
"07.01.2017 05:30 - 07.01.2017 05:45","12063","13934"
"07.01.2017 05:45 - 07.01.2017 06:00","12093","14013"
"07.01.2017 06:00 - 07.01.2017 06:15","12812","13886"
"07.01.2017 06:15 - 07.01.2017 06:30","12452","14051"
"07.01.2017 06:30 - 07.01.2017 06:45","12544","14292"
"07.01.2017 06:45 - 07.01.2017 07:00","12542","14434"
"07.01.2017 07:00 - 07.01.2017 07:15","12633","14480"
"07.01.2017 07:15 - 07.01.2017 07:30","12977","14870"
"07.01.2017 07:30 - 07.01.2017 07:45","13254","15150"
"07.01.2017 07:45 - 07.01.2017 08:00","13885","15335"
"07.01.2017 08:00 - 07.01.2017 08:15","13862","15720"
"07.01.2017 08:15 - 07.01.2017 08:30","14558","15905"
"07.01.2017 08:30 - 07.01.2017 08:45","15281","16371"
"07.01.2017 08:45 - 07.01.2017 09:00","15540","16739"
"07.01.2017 09:00 - 07.01.2017 09:15","16034","17065"
"07.01.2017 09:15 - 07.01.2017 09:30","16276","17223"
"07.01.2017 09:30 - 07.01.2017 09:45","16541","17554"
"07.01.2017 09:45 - 07.01.2017 10:00","16736","17722"
"07.01.2017 10:00 - 07.01.2017 10:15","16895","17924"
"07.01.2017 10:15 - 07.01.2017 10:30","17118","18004"
"07.01.2017 10:30 - 07.01.2017 10:45","17548","18015"
"07.01.2017 10:45 - 07.01.2017 11:00","16979","18113"
"07.01.2017 11:00 - 07.01.2017 11:15","17654","18185"
"07.01.2017 11:15 - 07.01.2017 11:30","17825","18488"
"07.01.2017 11:30 - 07.01.2017 11:45","18108","18630"
"07.01.2017 11:45 - 07.01.2017 12:00","17911","18495"
"07.01.2017 12:00 - 07.01.2017 12:15","17752","18488"
"07.01.2017 12:15 - 07.01.2017 12:30","17798","18518"
"07.01.2017 12:30 - 07.01.2017 12:45","17688","18233"
"07.01.2017 12:45 - 07.01.2017 13:00","17747","18015"
"07.01.2017 13:00 - 07.01.2017 13:15","17467","17951"
"07.01.2017 13:15 - 07.01.2017 13:30","17220","17770"
"07.01.2017 13:30 - 07.01.2017 13:45","16990","17715"
"07.01.2017 13:45 - 07.01.2017 14:00","16792","17488"
"07.01.2017 14:00 - 07.01.2017 14:15","16845","17267"
"07.01.2017 14:15 - 07.01.2017 14:30","16356","17195"
"07.01.2017 14:30 - 07.01.2017 14:45","16672","17040"
"07.01.2017 14:45 - 07.01.2017 15:00","16806","17015"
"07.01.2017 15:00 - 07.01.2017 15:15","16473","17065"
"07.01.2017 15:15 - 07.01.2017 15:30","16356","16922"
"07.01.2017 15:30 - 07.01.2017 15:45","15926","17173"
"07.01.2017 15:45 - 07.01.2017 16:00","16210","17261"
"07.01.2017 16:00 - 07.01.2017 16:15","16573","17470"
"07.01.2017 16:15 - 07.01.2017 16:30","16011","17790"
"07.01.2017 16:30 - 07.01.2017 16:45","16467","18041"
"07.01.2017 16:45 - 07.01.2017 17:00","16514","18464"
"07.01.2017 17:00 - 07.01.2017 17:15","16798","18826"
"07.01.2017 17:15 - 07.01.2017 17:30","17216","18949"
"07.01.2017 17:30 - 07.01.2017 17:45","16951","19209"
"07.01.2017 17:45 - 07.01.2017 18:00","17022","19321"
"07.01.2017 18:00 - 07.01.2017 18:15","16387","19232"
"07.01.2017 18:15 - 07.01.2017 18:30","15854","19332"
"07.01.2017 18:30 - 07.01.2017 18:45","16674","19271"
"07.01.2017 18:45 - 07.01.2017 19:00","16520","18889"
"07.01.2017 19:00 - 07.01.2017 19:15","16113","18625"
"07.01.2017 19:15 - 07.01.2017 19:30","16629","18265"
"07.01.2017 19:30 - 07.01.2017 19:45","15419","18152"
"07.01.2017 19:45 - 07.01.2017 20:00","15600","17869"
"07.01.2017 20:00 - 07.01.2017 20:15","15776","17426"
"07.01.2017 20:15 - 07.01.2017 20:30","15524","17040"
"07.01.2017 20:30 - 07.01.2017 20:45","13995","16841"
"07.01.2017 20:45 - 07.01.2017 21:00","14933","16586"
"07.01.2017 21:00 - 07.01.2017 21:15","15013","16726"
"07.01.2017 21:15 - 07.01.2017 21:30","15004","16817"
"07.01.2017 21:30 - 07.01.2017 21:45","14863","16590"
"07.01.2017 21:45 - 07.01.2017 22:00","14878","16241"
"07.01.2017 22:00 - 07.01.2017 22:15","14605","16922"
"07.01.2017 22:15 - 07.01.2017 22:30","14485","16503"
"07.01.2017 22:30 - 07.01.2017 22:45","14152","16112"
"07.01.2017 22:45 - 07.01.2017 23:00","14134","15936"
"07.01.2017 23:00 - 07.01.2017 23:15","13216","15687"
"07.01.2017 23:15 - 07.01.2017 23:30","13192","15498"
"07.01.2017 23:30 - 07.01.2017 23:45","13605","15114"
"07.01.2017 23:45 - 08.01.2017 00:00","12731","14881"
"08.01.2017 00:00 - 08.01.2017 00:15","14461","14660"
"08.01.2017 00:15 - 08.01.2017 00:30","14228","14468"
"08.01.2017 00:30 - 08.01.2017 00:45","14077","14261"
"08.01.2017 00:45 - 08.01.2017 01:00","13916","13947"
"08.01.2017 01:00 - 08.01.2017 01:15","13657","13777"
"08.01.2017 01:15 - 08.01.2017 01:30","13409","13747"
"08.01.2017 01:30 - 08.01.2017 01:45","13321","13572"
"08.01.2017 01:45 - 08.01.2017 02:00","13187","13305"
"08.01.2017 02:00 - 08.01.2017 02:15","12971","13150"
"08.01.2017 02:15 - 08.01.2017 02:30","12865","13003"
"08.01.2017 02:30 - 08.01.2017 02:45","12812","12871"
"08.01.2017 02:45 - 08.01.2017 03:00","12696","12705"
"08.01.2017 03:00 - 08.01.2017 03:15","12697","12665"
"08.01.2017 03:15 - 08.01.2017 03:30","12665","12533"
"08.01.2017 03:30 - 08.01.2017 03:45","12573","12340"
"08.01.2017 03:45 - 08.01.2017 04:00","12518","12300"
"08.01.2017 04:00 - 08.01.2017 04:15","12608","12309"
"08.01.2017 04:15 - 08.01.2017 04:30","12622","12261"
"08.01.2017 04:30 - 08.01.2017 04:45","12599","12233"
"08.01.2017 04:45 - 08.01.2017 05:00","12665","12157"
"08.01.2017 05:00 - 08.01.2017 05:15","12738","12106"
"08.01.2017 05:15 - 08.01.2017 05:30","12716","11999"
"08.01.2017 05:30 - 08.01.2017 05:45","12762","12008"
"08.01.2017 05:45 - 08.01.2017 06:00","12856","12041"
"08.01.2017 06:00 - 08.01.2017 06:15","12682","11838"
"08.01.2017 06:15 - 08.01.2017 06:30","12884","11866"
"08.01.2017 06:30 - 08.01.2017 06:45","13102","11945"
"08.01.2017 06:45 - 08.01.2017 07:00","12744","12135"
"08.01.2017 07:00 - 08.01.2017 07:15","13478","12314"
"08.01.2017 07:15 - 08.01.2017 07:30","13727","12549"
"08.01.2017 07:30 - 08.01.2017 07:45","13503","12824"
"08.01.2017 07:45 - 08.01.2017 08:00","13325","13051"
"08.01.2017 08:00 - 08.01.2017 08:15","13650","13411"
"08.01.2017 08:15 - 08.01.2017 08:30","13985","13553"
"08.01.2017 08:30 - 08.01.2017 08:45","14090","13851"
"08.01.2017 08:45 - 08.01.2017 09:00","14282","14102"
"08.01.2017 09:00 - 08.01.2017 09:15","14455","14494"
"08.01.2017 09:15 - 08.01.2017 09:30","14673","14810"
"08.01.2017 09:30 - 08.01.2017 09:45","14785","14984"
"08.01.2017 09:45 - 08.01.2017 10:00","15232","15148"
"08.01.2017 10:00 - 08.01.2017 10:15","15488","15469"
"08.01.2017 10:15 - 08.01.2017 10:30","16407","15798"
"08.01.2017 10:30 - 08.01.2017 10:45","15706","15915"
"08.01.2017 10:45 - 08.01.2017 11:00","16799","16107"
"08.01.2017 11:00 - 08.01.2017 11:15","16391","16328"
"08.01.2017 11:15 - 08.01.2017 11:30","16691","16555"
"08.01.2017 11:30 - 08.01.2017 11:45","16613","16733"
"08.01.2017 11:45 - 08.01.2017 12:00","16764","16698"
"08.01.2017 12:00 - 08.01.2017 12:15","17165","16643"
"08.01.2017 12:15 - 08.01.2017 12:30","16630","16564"
"08.01.2017 12:30 - 08.01.2017 12:45","16869","16386"
"08.01.2017 12:45 - 08.01.2017 13:00","16049","16178"
"08.01.2017 13:00 - 08.01.2017 13:15","16190","16051"
"08.01.2017 13:15 - 08.01.2017 13:30","16024","15837"
"08.01.2017 13:30 - 08.01.2017 13:45","15772","15721"
"08.01.2017 13:45 - 08.01.2017 14:00","15856","15486"
"08.01.2017 14:00 - 08.01.2017 14:15","15579","15310"
"08.01.2017 14:15 - 08.01.2017 14:30","15895","15267"
"08.01.2017 14:30 - 08.01.2017 14:45","16152","15188"
"08.01.2017 14:45 - 08.01.2017 15:00","14914","15109"
"08.01.2017 15:00 - 08.01.2017 15:15","15250","15054"
"08.01.2017 15:15 - 08.01.2017 15:30","15184","15003"
"08.01.2017 15:30 - 08.01.2017 15:45","15465","15158"
"08.01.2017 15:45 - 08.01.2017 16:00","15899","15178"
"08.01.2017 16:00 - 08.01.2017 16:15","15583","15265"
"08.01.2017 16:15 - 08.01.2017 16:30","15996","15602"
"08.01.2017 16:30 - 08.01.2017 16:45","16187","16013"
"08.01.2017 16:45 - 08.01.2017 17:00","16440","16638"
"08.01.2017 17:00 - 08.01.2017 17:15","16982","17170"
"08.01.2017 17:15 - 08.01.2017 17:30","17314","17363"
"08.01.2017 17:30 - 08.01.2017 17:45","17436","17616"
"08.01.2017 17:45 - 08.01.2017 18:00","17464","17733"
"08.01.2017 18:00 - 08.01.2017 18:15","17610","17916"
"08.01.2017 18:15 - 08.01.2017 18:30","17820","17881"
"08.01.2017 18:30 - 08.01.2017 18:45","17797","17679"
"08.01.2017 18:45 - 08.01.2017 19:00","17802","17546"
"08.01.2017 19:00 - 08.01.2017 19:15","17931","17333"
"08.01.2017 19:15 - 08.01.2017 19:30","17252","17206"
"08.01.2017 19:30 - 08.01.2017 19:45","17489","17009"
"08.01.2017 19:45 - 08.01.2017 20:00","17445","16688"
"08.01.2017 20:00 - 08.01.2017 20:15","16971","16622"
"08.01.2017 20:15 - 08.01.2017 20:30","16571","16381"
"08.01.2017 20:30 - 08.01.2017 20:45","16752","16055"
"08.01.2017 20:45 - 08.01.2017 21:00","16227","15778"
"08.01.2017 21:00 - 08.01.2017 21:15","16243","15708"
"08.01.2017 21:15 - 08.01.2017 21:30","15930","15742"
"08.01.2017 21:30 - 08.01.2017 21:45","15835","15516"
"08.01.2017 21:45 - 08.01.2017 22:00","15558","15519"
"08.01.2017 22:00 - 08.01.2017 22:15","16044","16096"
"08.01.2017 22:15 - 08.01.2017 22:30","16340","15928"
"08.01.2017 22:30 - 08.01.2017 22:45","15820","15613"
"08.01.2017 22:45 - 08.01.2017 23:00","15974","15335"
"08.01.2017 23:00 - 08.01.2017 23:15","15492","15166"
"08.01.2017 23:15 - 08.01.2017 23:30","15470","15078"
"08.01.2017 23:30 - 08.01.2017 23:45","14930","14816"
"08.01.2017 23:45 - 09.01.2017 00:00","15067","14737"
"09.01.2017 00:00 - 09.01.2017 00:15","13944","14702"
"09.01.2017 00:15 - 09.01.2017 00:30","13739","14481"
"09.01.2017 00:30 - 09.01.2017 00:45","13628","14300"
"09.01.2017 00:45 - 09.01.2017 01:00","13484","14121"
"09.01.2017 01:00 - 09.01.2017 01:15","13301","13947"
"09.01.2017 01:15 - 09.01.2017 01:30","13151","13811"
"09.01.2017 01:30 - 09.01.2017 01:45","13007","13529"
"09.01.2017 01:45 - 09.01.2017 02:00","12868","13437"
"09.01.2017 02:00 - 09.01.2017 02:15","12740","13239"
"09.01.2017 02:15 - 09.01.2017 02:30","12686","13127"
"09.01.2017 02:30 - 09.01.2017 02:45","12665","13220"
"09.01.2017 02:45 - 09.01.2017 03:00","12648","13223"
"09.01.2017 03:00 - 09.01.2017 03:15","12711","13295"
"09.01.2017 03:15 - 09.01.2017 03:30","12640","13288"
"09.01.2017 03:30 - 09.01.2017 03:45","12751","13339"
"09.01.2017 03:45 - 09.01.2017 04:00","12655","13396"
"09.01.2017 04:00 - 09.01.2017 04:15","12793","13482"
"09.01.2017 04:15 - 09.01.2017 04:30","13008","13562"
"09.01.2017 04:30 - 09.01.2017 04:45","13055","13779"
"09.01.2017 04:45 - 09.01.2017 05:00","13201","13978"
"09.01.2017 05:00 - 09.01.2017 05:15","13914","14390"
"09.01.2017 05:15 - 09.01.2017 05:30","13758","14793"
"09.01.2017 05:30 - 09.01.2017 05:45","14146","15295"
"09.01.2017 05:45 - 09.01.2017 06:00","14821","15939"
"09.01.2017 06:00 - 09.01.2017 06:15","15741","16833"
"09.01.2017 06:15 - 09.01.2017 06:30","16349","17705"
"09.01.2017 06:30 - 09.01.2017 06:45","17108","18515"
"09.01.2017 06:45 - 09.01.2017 07:00","18004","19110"
"09.01.2017 07:00 - 09.01.2017 07:15","18513","19751"
"09.01.2017 07:15 - 09.01.2017 07:30","19522","20060"
"09.01.2017 07:30 - 09.01.2017 07:45","19554","20548"
"09.01.2017 07:45 - 09.01.2017 08:00","20467","20925"
"09.01.2017 08:00 - 09.01.2017 08:15","21385","21343"
"09.01.2017 08:15 - 09.01.2017 08:30","21675","21410"
"09.01.2017 08:30 - 09.01.2017 08:45","21140","21494"
"09.01.2017 08:45 - 09.01.2017 09:00","20881","21533"
"09.01.2017 09:00 - 09.01.2017 09:15","20751","21561"
"09.01.2017 09:15 - 09.01.2017 09:30","20837","21700"
"09.01.2017 09:30 - 09.01.2017 09:45","20888","21796"
"09.01.2017 09:45 - 09.01.2017 10:00","20820","21880"
"09.01.2017 10:00 - 09.01.2017 10:15","21012","21972"
"09.01.2017 10:15 - 09.01.2017 10:30","21863","22059"
"09.01.2017 10:30 - 09.01.2017 10:45","21022","22121"
"09.01.2017 10:45 - 09.01.2017 11:00","21552","22165"
"09.01.2017 11:00 - 09.01.2017 11:15","21152","22233"
"09.01.2017 11:15 - 09.01.2017 11:30","20766","22336"
"09.01.2017 11:30 - 09.01.2017 11:45","21002","22361"
"09.01.2017 11:45 - 09.01.2017 12:00","21014","22343"
"09.01.2017 12:00 - 09.01.2017 12:15","21031","22322"
"09.01.2017 12:15 - 09.01.2017 12:30","20434","22320"
"09.01.2017 12:30 - 09.01.2017 12:45","20647","22150"
"09.01.2017 12:45 - 09.01.2017 13:00","20617","22144"
"09.01.2017 13:00 - 09.01.2017 13:15","20828","22056"
"09.01.2017 13:15 - 09.01.2017 13:30","20420","21939"
"09.01.2017 13:30 - 09.01.2017 13:45","20272","21900"
"09.01.2017 13:45 - 09.01.2017 14:00","20392","21851"
"09.01.2017 14:00 - 09.01.2017 14:15","19855","21934"
"09.01.2017 14:15 - 09.01.2017 14:30","20315","21876"
"09.01.2017 14:30 - 09.01.2017 14:45","20235","21945"
"09.01.2017 14:45 - 09.01.2017 15:00","19802","21910"
"09.01.2017 15:00 - 09.01.2017 15:15","20129","21794"
"09.01.2017 15:15 - 09.01.2017 15:30","20355","21660"
"09.01.2017 15:30 - 09.01.2017 15:45","20337","21546"
"09.01.2017 15:45 - 09.01.2017 16:00","20755","21550"
