"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TransnetBW)","Actual Total Load [MW] - CTA|DE(TransnetBW)"
"09.09.2015 07:30 - 09.09.2015 07:45","7995","8035"
"09.09.2015 07:45 - 09.09.2015 08:00","8163","8189"
"09.09.2015 08:00 - 09.09.2015 08:15","8298","8288"
"09.09.2015 08:15 - 09.09.2015 08:30","8314","8333"
"09.09.2015 08:30 - 09.09.2015 08:45","8385","8406"
"09.09.2015 08:45 - 09.09.2015 09:00","8423","8437"
"09.09.2015 09:00 - 09.09.2015 09:15","8389","8414"
"09.09.2015 09:15 - 09.09.2015 09:30","8495","8536"
"09.09.2015 09:30 - 09.09.2015 09:45","8609","8670"
"09.09.2015 09:45 - 09.09.2015 10:00","8722","8752"
"09.09.2015 10:00 - 09.09.2015 10:15","8841","8810"
"09.09.2015 10:15 - 09.09.2015 10:30","8882","8839"
"09.09.2015 10:30 - 09.09.2015 10:45","8928","8893"
"09.09.2015 10:45 - 09.09.2015 11:00","8930","8959"
"09.09.2015 11:00 - 09.09.2015 11:15","9001","9145"
"09.09.2015 11:15 - 09.09.2015 11:30","9074","9298"
"09.09.2015 11:30 - 09.09.2015 11:45","9026","9353"
"09.09.2015 11:45 - 09.09.2015 12:00","9167","9436"
"09.09.2015 12:00 - 09.09.2015 12:15","8999","9333"
"09.09.2015 12:15 - 09.09.2015 12:30","8878","9280"
"09.09.2015 12:30 - 09.09.2015 12:45","8932","9161"
"09.09.2015 12:45 - 09.09.2015 13:00","8962","9118"
"09.09.2015 13:00 - 09.09.2015 13:15","8997","9149"
"09.09.2015 13:15 - 09.09.2015 13:30","8918","9181"
"09.09.2015 13:30 - 09.09.2015 13:45","8866","9164"
"09.09.2015 13:45 - 09.09.2015 14:00","8875","9003"
"09.09.2015 14:00 - 09.09.2015 14:15","8889","8938"
"09.09.2015 14:15 - 09.09.2015 14:30","8904","8913"
"09.09.2015 14:30 - 09.09.2015 14:45","8938","8759"
"09.09.2015 14:45 - 09.09.2015 15:00","8897","8752"
"09.09.2015 15:00 - 09.09.2015 15:15","8737","8648"
"09.09.2015 15:15 - 09.09.2015 15:30","8596","8538"
"09.09.2015 15:30 - 09.09.2015 15:45","8516","8536"
"09.09.2015 15:45 - 09.09.2015 16:00","8426","8495"
"09.09.2015 16:00 - 09.09.2015 16:15","8290","8393"
"09.09.2015 16:15 - 09.09.2015 16:30","8198","8265"
"09.09.2015 16:30 - 09.09.2015 16:45","8126","8247"
"09.09.2015 16:45 - 09.09.2015 17:00","7971","8074"
"09.09.2015 17:00 - 09.09.2015 17:15","7927","7988"
"09.09.2015 17:15 - 09.09.2015 17:30","7897","7933"
"09.09.2015 17:30 - 09.09.2015 17:45","7736","7916"
"09.09.2015 17:45 - 09.09.2015 18:00","7865","7898"
"09.09.2015 18:00 - 09.09.2015 18:15","7762","7748"
"09.09.2015 18:15 - 09.09.2015 18:30","7656","7690"
"09.09.2015 18:30 - 09.09.2015 18:45","7664","7720"
"09.09.2015 18:45 - 09.09.2015 19:00","7618","7679"
"09.09.2015 19:00 - 09.09.2015 19:15","7588","7696"
"09.09.2015 19:15 - 09.09.2015 19:30","7527","7558"
"09.09.2015 19:30 - 09.09.2015 19:45","7457","7562"
"09.09.2015 19:45 - 09.09.2015 20:00","7482","7628"
"09.09.2015 20:00 - 09.09.2015 20:15","7433","7764"
"09.09.2015 20:15 - 09.09.2015 20:30","7521","7837"
"09.09.2015 20:30 - 09.09.2015 20:45","7508","7724"
"09.09.2015 20:45 - 09.09.2015 21:00","7445","7650"
"09.09.2015 21:00 - 09.09.2015 21:15","7402","7546"
"09.09.2015 21:15 - 09.09.2015 21:30","7272","7439"
"09.09.2015 21:30 - 09.09.2015 21:45","7110","7314"
"09.09.2015 21:45 - 09.09.2015 22:00","6978","7128"
"09.09.2015 22:00 - 09.09.2015 22:15","6866","7041"
"09.09.2015 22:15 - 09.09.2015 22:30","6660","6842"
"09.09.2015 22:30 - 09.09.2015 22:45","6595","6680"
"09.09.2015 22:45 - 09.09.2015 23:00","6320","6495"
"09.09.2015 23:00 - 09.09.2015 23:15","6334","6325"
"09.09.2015 23:15 - 09.09.2015 23:30","6121","6206"
"09.09.2015 23:30 - 09.09.2015 23:45","6006","6089"
"09.09.2015 23:45 - 10.09.2015 00:00","5885","5966"
"10.09.2015 00:00 - 10.09.2015 00:15","5770","5842"
"10.09.2015 00:15 - 10.09.2015 00:30","5674","5710"
"10.09.2015 00:30 - 10.09.2015 00:45","5575","5602"
"10.09.2015 00:45 - 10.09.2015 01:00","5500","5570"
"10.09.2015 01:00 - 10.09.2015 01:15","5403","5432"
"10.09.2015 01:15 - 10.09.2015 01:30","5344","5423"
"10.09.2015 01:30 - 10.09.2015 01:45","5285","5335"
"10.09.2015 01:45 - 10.09.2015 02:00","5235","5304"
"10.09.2015 02:00 - 10.09.2015 02:15","5211","5239"
"10.09.2015 02:15 - 10.09.2015 02:30","5278","5209"
"10.09.2015 02:30 - 10.09.2015 02:45","5284","5180"
"10.09.2015 02:45 - 10.09.2015 03:00","5291","5190"
"10.09.2015 03:00 - 10.09.2015 03:15","5297","5219"
"10.09.2015 03:15 - 10.09.2015 03:30","5295","5147"
"10.09.2015 03:30 - 10.09.2015 03:45","5318","5137"
"10.09.2015 03:45 - 10.09.2015 04:00","5334","5157"
"10.09.2015 04:00 - 10.09.2015 04:15","5366","5221"
"10.09.2015 04:15 - 10.09.2015 04:30","5403","5284"
"10.09.2015 04:30 - 10.09.2015 04:45","5458","5363"
"10.09.2015 04:45 - 10.09.2015 05:00","5515","5438"
"10.09.2015 05:00 - 10.09.2015 05:15","5687","5607"
"10.09.2015 05:15 - 10.09.2015 05:30","5742","5747"
"10.09.2015 05:30 - 10.09.2015 05:45","5879","5909"
"10.09.2015 05:45 - 10.09.2015 06:00","6130","6159"
"10.09.2015 06:00 - 10.09.2015 06:15","6616","6643"
"10.09.2015 06:15 - 10.09.2015 06:30","6896","6953"
"10.09.2015 06:30 - 10.09.2015 06:45","7081","7145"
"10.09.2015 06:45 - 10.09.2015 07:00","7251","7294"
"10.09.2015 07:00 - 10.09.2015 07:15","7534","7542"
"10.09.2015 07:15 - 10.09.2015 07:30","7728","7785"
"10.09.2015 07:30 - 10.09.2015 07:45","7900","7915"
"10.09.2015 07:45 - 10.09.2015 08:00","8052","8093"
"10.09.2015 08:00 - 10.09.2015 08:15","8208","8207"
"10.09.2015 08:15 - 10.09.2015 08:30","8319","8291"
"10.09.2015 08:30 - 10.09.2015 08:45","8419","8345"
"10.09.2015 08:45 - 10.09.2015 09:00","8456","8426"
"10.09.2015 09:00 - 10.09.2015 09:15","8298","8406"
"10.09.2015 09:15 - 10.09.2015 09:30","8346","8519"
"10.09.2015 09:30 - 10.09.2015 09:45","8484","8655"
"10.09.2015 09:45 - 10.09.2015 10:00","8577","8825"
"10.09.2015 10:00 - 10.09.2015 10:15","8653","8821"
"10.09.2015 10:15 - 10.09.2015 10:30","8677","8878"
"10.09.2015 10:30 - 10.09.2015 10:45","8628","8906"
"10.09.2015 10:45 - 10.09.2015 11:00","8618","8993"
"10.09.2015 11:00 - 10.09.2015 11:15","8726","9080"
"10.09.2015 11:15 - 10.09.2015 11:30","8889","9172"
"10.09.2015 11:30 - 10.09.2015 11:45","8967","9190"
"10.09.2015 11:45 - 10.09.2015 12:00","9052","9225"
"10.09.2015 12:00 - 10.09.2015 12:15","8911","9061"
"10.09.2015 12:15 - 10.09.2015 12:30","8748","9033"
"10.09.2015 12:30 - 10.09.2015 12:45","8815","9034"
"10.09.2015 12:45 - 10.09.2015 13:00","8888","9046"
"10.09.2015 13:00 - 10.09.2015 13:15","8986","9092"
"10.09.2015 13:15 - 10.09.2015 13:30","8971","9089"
"10.09.2015 13:30 - 10.09.2015 13:45","8892","9069"
"10.09.2015 13:45 - 10.09.2015 14:00","8709","8952"
"10.09.2015 14:00 - 10.09.2015 14:15","8648","8947"
"10.09.2015 14:15 - 10.09.2015 14:30","8551","8945"
"10.09.2015 14:30 - 10.09.2015 14:45","8585","8942"
"10.09.2015 14:45 - 10.09.2015 15:00","8608","8765"
"10.09.2015 15:00 - 10.09.2015 15:15","8543","8709"
"10.09.2015 15:15 - 10.09.2015 15:30","8495","8621"
"10.09.2015 15:30 - 10.09.2015 15:45","8372","8492"
"10.09.2015 15:45 - 10.09.2015 16:00","8230","8411"
"10.09.2015 16:00 - 10.09.2015 16:15","8085","8218"
"10.09.2015 16:15 - 10.09.2015 16:30","8058","8175"
"10.09.2015 16:30 - 10.09.2015 16:45","8007","8067"
"10.09.2015 16:45 - 10.09.2015 17:00","7845","8026"
"10.09.2015 17:00 - 10.09.2015 17:15","7837","7875"
"10.09.2015 17:15 - 10.09.2015 17:30","7848","7857"
"10.09.2015 17:30 - 10.09.2015 17:45","7727","7777"
"10.09.2015 17:45 - 10.09.2015 18:00","7656","7788"
"10.09.2015 18:00 - 10.09.2015 18:15","7552","7686"
"10.09.2015 18:15 - 10.09.2015 18:30","7464","7589"
"10.09.2015 18:30 - 10.09.2015 18:45","7527","7679"
"10.09.2015 18:45 - 10.09.2015 19:00","7569","7680"
"10.09.2015 19:00 - 10.09.2015 19:15","7607","7669"
"10.09.2015 19:15 - 10.09.2015 19:30","7495","7603"
"10.09.2015 19:30 - 10.09.2015 19:45","7503","7591"
"10.09.2015 19:45 - 10.09.2015 20:00","7499","7718"
"10.09.2015 20:00 - 10.09.2015 20:15","7578","7832"
"10.09.2015 20:15 - 10.09.2015 20:30","7644","7851"
"10.09.2015 20:30 - 10.09.2015 20:45","7598","7800"
"10.09.2015 20:45 - 10.09.2015 21:00","7571","7664"
"10.09.2015 21:00 - 10.09.2015 21:15","7488","7619"
"10.09.2015 21:15 - 10.09.2015 21:30","7354","7440"
"10.09.2015 21:30 - 10.09.2015 21:45","7243","7290"
"10.09.2015 21:45 - 10.09.2015 22:00","7017","7188"
"10.09.2015 22:00 - 10.09.2015 22:15","6959","7061"
"10.09.2015 22:15 - 10.09.2015 22:30","6751","6905"
"10.09.2015 22:30 - 10.09.2015 22:45","6552","6757"
"10.09.2015 22:45 - 10.09.2015 23:00","6430","6578"
"10.09.2015 23:00 - 10.09.2015 23:15","6295","6484"
"10.09.2015 23:15 - 10.09.2015 23:30","6206","6305"
"10.09.2015 23:30 - 10.09.2015 23:45","6095","6206"
"10.09.2015 23:45 - 11.09.2015 00:00","5945","6061"
"11.09.2015 00:00 - 11.09.2015 00:15","5865","5958"
"11.09.2015 00:15 - 11.09.2015 00:30","5724","5860"
"11.09.2015 00:30 - 11.09.2015 00:45","5639","5735"
"11.09.2015 00:45 - 11.09.2015 01:00","5555","5628"
"11.09.2015 01:00 - 11.09.2015 01:15","5476","5539"
"11.09.2015 01:15 - 11.09.2015 01:30","5422","5493"
"11.09.2015 01:30 - 11.09.2015 01:45","5330","5416"
"11.09.2015 01:45 - 11.09.2015 02:00","5272","5364"
"11.09.2015 02:00 - 11.09.2015 02:15","5213","5342"
"11.09.2015 02:15 - 11.09.2015 02:30","5221","5293"
"11.09.2015 02:30 - 11.09.2015 02:45","5211","5298"
"11.09.2015 02:45 - 11.09.2015 03:00","5176","5258"
"11.09.2015 03:00 - 11.09.2015 03:15","5190","5278"
"11.09.2015 03:15 - 11.09.2015 03:30","5218","5301"
"11.09.2015 03:30 - 11.09.2015 03:45","5241","5342"
"11.09.2015 03:45 - 11.09.2015 04:00","5194","5373"
"11.09.2015 04:00 - 11.09.2015 04:15","5251","5362"
"11.09.2015 04:15 - 11.09.2015 04:30","5301","5450"
"11.09.2015 04:30 - 11.09.2015 04:45","5343","5497"
"11.09.2015 04:45 - 11.09.2015 05:00","5427","5597"
"11.09.2015 05:00 - 11.09.2015 05:15","5605","5778"
"11.09.2015 05:15 - 11.09.2015 05:30","5769","5861"
"11.09.2015 05:30 - 11.09.2015 05:45","5958","6017"
"11.09.2015 05:45 - 11.09.2015 06:00","6144","6280"
"11.09.2015 06:00 - 11.09.2015 06:15","6564","6746"
"11.09.2015 06:15 - 11.09.2015 06:30","6879","7042"
"11.09.2015 06:30 - 11.09.2015 06:45","7037","7274"
"11.09.2015 06:45 - 11.09.2015 07:00","7226","7364"
"11.09.2015 07:00 - 11.09.2015 07:15","7452","7633"
"11.09.2015 07:15 - 11.09.2015 07:30","7623","7857"
"11.09.2015 07:30 - 11.09.2015 07:45","7845","7971"
"11.09.2015 07:45 - 11.09.2015 08:00","8055","8098"
"11.09.2015 08:00 - 11.09.2015 08:15","8144","8284"
"11.09.2015 08:15 - 11.09.2015 08:30","8272","8287"
"11.09.2015 08:30 - 11.09.2015 08:45","8341","8414"
"11.09.2015 08:45 - 11.09.2015 09:00","8361","8495"
"11.09.2015 09:00 - 11.09.2015 09:15","8298","8414"
"11.09.2015 09:15 - 11.09.2015 09:30","8417","8567"
"11.09.2015 09:30 - 11.09.2015 09:45","8612","8663"
"11.09.2015 09:45 - 11.09.2015 10:00","8678","8783"
"11.09.2015 10:00 - 11.09.2015 10:15","8770","8852"
"11.09.2015 10:15 - 11.09.2015 10:30","8797","8853"
"11.09.2015 10:30 - 11.09.2015 10:45","8808","8924"
"11.09.2015 10:45 - 11.09.2015 11:00","8861","8960"
"11.09.2015 11:00 - 11.09.2015 11:15","8946","8997"
"11.09.2015 11:15 - 11.09.2015 11:30","9077","9088"
"11.09.2015 11:30 - 11.09.2015 11:45","9190","9116"
"11.09.2015 11:45 - 11.09.2015 12:00","9204","9238"
"11.09.2015 12:00 - 11.09.2015 12:15","9113","9086"
"11.09.2015 12:15 - 11.09.2015 12:30","9142","8995"
"11.09.2015 12:30 - 11.09.2015 12:45","9026","9023"
"11.09.2015 12:45 - 11.09.2015 13:00","8858","8972"
"11.09.2015 13:00 - 11.09.2015 13:15","8692","8789"
"11.09.2015 13:15 - 11.09.2015 13:30","8665","8675"
"11.09.2015 13:30 - 11.09.2015 13:45","8585","8613"
"11.09.2015 13:45 - 11.09.2015 14:00","8423","8500"
"11.09.2015 14:00 - 11.09.2015 14:15","8334","8618"
"11.09.2015 14:15 - 11.09.2015 14:30","8228","8618"
"11.09.2015 14:30 - 11.09.2015 14:45","8203","8593"
"11.09.2015 14:45 - 11.09.2015 15:00","8203","8480"
"11.09.2015 15:00 - 11.09.2015 15:15","7992","8285"
"11.09.2015 15:15 - 11.09.2015 15:30","7969","8166"
"11.09.2015 15:30 - 11.09.2015 15:45","7928","8096"
"11.09.2015 15:45 - 11.09.2015 16:00","7818","7968"
"11.09.2015 16:00 - 11.09.2015 16:15","7826","7874"
"11.09.2015 16:15 - 11.09.2015 16:30","7755","7821"
"11.09.2015 16:30 - 11.09.2015 16:45","7714","7751"
"11.09.2015 16:45 - 11.09.2015 17:00","7656","7726"
"11.09.2015 17:00 - 11.09.2015 17:15","7495","7643"
"11.09.2015 17:15 - 11.09.2015 17:30","7459","7632"
"11.09.2015 17:30 - 11.09.2015 17:45","7440","7539"
"11.09.2015 17:45 - 11.09.2015 18:00","7429","7483"
"11.09.2015 18:00 - 11.09.2015 18:15","7300","7379"
"11.09.2015 18:15 - 11.09.2015 18:30","7260","7360"
"11.09.2015 18:30 - 11.09.2015 18:45","7237","7418"
"11.09.2015 18:45 - 11.09.2015 19:00","7145","7408"
"11.09.2015 19:00 - 11.09.2015 19:15","7159","7396"
"11.09.2015 19:15 - 11.09.2015 19:30","7083","7307"
"11.09.2015 19:30 - 11.09.2015 19:45","7079","7324"
"11.09.2015 19:45 - 11.09.2015 20:00","7107","7399"
"11.09.2015 20:00 - 11.09.2015 20:15","7073","7509"
"11.09.2015 20:15 - 11.09.2015 20:30","7225","7508"
"11.09.2015 20:30 - 11.09.2015 20:45","7217","7434"
"11.09.2015 20:45 - 11.09.2015 21:00","7133","7282"
"11.09.2015 21:00 - 11.09.2015 21:15","7000","7187"
"11.09.2015 21:15 - 11.09.2015 21:30","6889","7036"
"11.09.2015 21:30 - 11.09.2015 21:45","6811","6924"
"11.09.2015 21:45 - 11.09.2015 22:00","6664","6772"
"11.09.2015 22:00 - 11.09.2015 22:15","6503","6674"
"11.09.2015 22:15 - 11.09.2015 22:30","6387","6538"
"11.09.2015 22:30 - 11.09.2015 22:45","6238","6380"
"11.09.2015 22:45 - 11.09.2015 23:00","6138","6233"
"11.09.2015 23:00 - 11.09.2015 23:15","5998","6111"
"11.09.2015 23:15 - 11.09.2015 23:30","5830","6000"
"11.09.2015 23:30 - 11.09.2015 23:45","5770","5885"
"11.09.2015 23:45 - 12.09.2015 00:00","5626","5783"
"12.09.2015 00:00 - 12.09.2015 00:15","5501","5672"
"12.09.2015 00:15 - 12.09.2015 00:30","5405","5619"
"12.09.2015 00:30 - 12.09.2015 00:45","5342","5512"
"12.09.2015 00:45 - 12.09.2015 01:00","5253","5415"
"12.09.2015 01:00 - 12.09.2015 01:15","5159","5324"
"12.09.2015 01:15 - 12.09.2015 01:30","5079","5207"
"12.09.2015 01:30 - 12.09.2015 01:45","5016","5152"
"12.09.2015 01:45 - 12.09.2015 02:00","4972","5033"
"12.09.2015 02:00 - 12.09.2015 02:15","4908","4995"
"12.09.2015 02:15 - 12.09.2015 02:30","4837","4974"
"12.09.2015 02:30 - 12.09.2015 02:45","4845","4905"
"12.09.2015 02:45 - 12.09.2015 03:00","4835","4916"
"12.09.2015 03:00 - 12.09.2015 03:15","4768","4887"
"12.09.2015 03:15 - 12.09.2015 03:30","4790","4902"
"12.09.2015 03:30 - 12.09.2015 03:45","4756","4864"
"12.09.2015 03:45 - 12.09.2015 04:00","4786","4880"
"12.09.2015 04:00 - 12.09.2015 04:15","4794","4858"
"12.09.2015 04:15 - 12.09.2015 04:30","4772","4813"
"12.09.2015 04:30 - 12.09.2015 04:45","4788","4856"
"12.09.2015 04:45 - 12.09.2015 05:00","4856","4851"
"12.09.2015 05:00 - 12.09.2015 05:15","4822","4896"
"12.09.2015 05:15 - 12.09.2015 05:30","4862","4953"
"12.09.2015 05:30 - 12.09.2015 05:45","4814","4924"
"12.09.2015 05:45 - 12.09.2015 06:00","4871","4989"
"12.09.2015 06:00 - 12.09.2015 06:15","5028","5144"
"12.09.2015 06:15 - 12.09.2015 06:30","5091","5207"
"12.09.2015 06:30 - 12.09.2015 06:45","5106","5321"
"12.09.2015 06:45 - 12.09.2015 07:00","5118","5338"
"12.09.2015 07:00 - 12.09.2015 07:15","5211","5400"
"12.09.2015 07:15 - 12.09.2015 07:30","5275","5548"
"12.09.2015 07:30 - 12.09.2015 07:45","5393","5593"
"12.09.2015 07:45 - 12.09.2015 08:00","5524","5801"
"12.09.2015 08:00 - 12.09.2015 08:15","5682","5946"
"12.09.2015 08:15 - 12.09.2015 08:30","5807","6031"
"12.09.2015 08:30 - 12.09.2015 08:45","5899","6117"
"12.09.2015 08:45 - 12.09.2015 09:00","5938","6107"
"12.09.2015 09:00 - 12.09.2015 09:15","6091","6208"
"12.09.2015 09:15 - 12.09.2015 09:30","6198","6245"
"12.09.2015 09:30 - 12.09.2015 09:45","6282","6435"
"12.09.2015 09:45 - 12.09.2015 10:00","6388","6546"
"12.09.2015 10:00 - 12.09.2015 10:15","6454","6636"
"12.09.2015 10:15 - 12.09.2015 10:30","6571","6736"
"12.09.2015 10:30 - 12.09.2015 10:45","6601","6754"
"12.09.2015 10:45 - 12.09.2015 11:00","6693","6843"
"12.09.2015 11:00 - 12.09.2015 11:15","6807","6957"
"12.09.2015 11:15 - 12.09.2015 11:30","6843","7089"
"12.09.2015 11:30 - 12.09.2015 11:45","6839","7081"
"12.09.2015 11:45 - 12.09.2015 12:00","6865","7105"
"12.09.2015 12:00 - 12.09.2015 12:15","6754","7095"
"12.09.2015 12:15 - 12.09.2015 12:30","6649","6972"
"12.09.2015 12:30 - 12.09.2015 12:45","6584","6870"
"12.09.2015 12:45 - 12.09.2015 13:00","6567","6747"
"12.09.2015 13:00 - 12.09.2015 13:15","6609","6683"
"12.09.2015 13:15 - 12.09.2015 13:30","6499","6636"
"12.09.2015 13:30 - 12.09.2015 13:45","6473","6596"
"12.09.2015 13:45 - 12.09.2015 14:00","6361","6542"
"12.09.2015 14:00 - 12.09.2015 14:15","6271","6325"
"12.09.2015 14:15 - 12.09.2015 14:30","6292","6381"
"12.09.2015 14:30 - 12.09.2015 14:45","6211","6450"
"12.09.2015 14:45 - 12.09.2015 15:00","6139","6330"
"12.09.2015 15:00 - 12.09.2015 15:15","5919","6312"
"12.09.2015 15:15 - 12.09.2015 15:30","5891","6276"
"12.09.2015 15:30 - 12.09.2015 15:45","5887","6245"
"12.09.2015 15:45 - 12.09.2015 16:00","5887","6209"
"12.09.2015 16:00 - 12.09.2015 16:15","5793","6203"
"12.09.2015 16:15 - 12.09.2015 16:30","5762","6170"
"12.09.2015 16:30 - 12.09.2015 16:45","5757","6157"
"12.09.2015 16:45 - 12.09.2015 17:00","5760","6087"
"12.09.2015 17:00 - 12.09.2015 17:15","5751","6040"
"12.09.2015 17:15 - 12.09.2015 17:30","5765","5884"
"12.09.2015 17:30 - 12.09.2015 17:45","5803","5989"
"12.09.2015 17:45 - 12.09.2015 18:00","5845","5969"
"12.09.2015 18:00 - 12.09.2015 18:15","5901","5968"
"12.09.2015 18:15 - 12.09.2015 18:30","5864","5989"
"12.09.2015 18:30 - 12.09.2015 18:45","5809","5951"
"12.09.2015 18:45 - 12.09.2015 19:00","5741","5997"
"12.09.2015 19:00 - 12.09.2015 19:15","5744","5977"
"12.09.2015 19:15 - 12.09.2015 19:30","5721","5984"
"12.09.2015 19:30 - 12.09.2015 19:45","5753","6062"
"12.09.2015 19:45 - 12.09.2015 20:00","5754","6082"
"12.09.2015 20:00 - 12.09.2015 20:15","5812","6149"
"12.09.2015 20:15 - 12.09.2015 20:30","5856","6113"
"12.09.2015 20:30 - 12.09.2015 20:45","5784","6001"
"12.09.2015 20:45 - 12.09.2015 21:00","5697","5958"
"12.09.2015 21:00 - 12.09.2015 21:15","5643","5846"
"12.09.2015 21:15 - 12.09.2015 21:30","5552","5815"
"12.09.2015 21:30 - 12.09.2015 21:45","5502","5708"
"12.09.2015 21:45 - 12.09.2015 22:00","5351","5652"
"12.09.2015 22:00 - 12.09.2015 22:15","5429","5634"
"12.09.2015 22:15 - 12.09.2015 22:30","5304","5494"
"12.09.2015 22:30 - 12.09.2015 22:45","5200","5460"
"12.09.2015 22:45 - 12.09.2015 23:00","5152","5322"
"12.09.2015 23:00 - 12.09.2015 23:15","4998","5262"
"12.09.2015 23:15 - 12.09.2015 23:30","4922","5085"
"12.09.2015 23:30 - 12.09.2015 23:45","4791","4999"
"12.09.2015 23:45 - 13.09.2015 00:00","4731","4936"
"13.09.2015 00:00 - 13.09.2015 00:15","4657","4812"
"13.09.2015 00:15 - 13.09.2015 00:30","4460","4701"
"13.09.2015 00:30 - 13.09.2015 00:45","4436","4584"
"13.09.2015 00:45 - 13.09.2015 01:00","4372","4529"
"13.09.2015 01:00 - 13.09.2015 01:15","4342","4406"
"13.09.2015 01:15 - 13.09.2015 01:30","4213","4294"
"13.09.2015 01:30 - 13.09.2015 01:45","4196","4288"
"13.09.2015 01:45 - 13.09.2015 02:00","4117","4221"
"13.09.2015 02:00 - 13.09.2015 02:15","4121","4178"
"13.09.2015 02:15 - 13.09.2015 02:30","4150","4156"
"13.09.2015 02:30 - 13.09.2015 02:45","4100","4076"
"13.09.2015 02:45 - 13.09.2015 03:00","4078","4109"
"13.09.2015 03:00 - 13.09.2015 03:15","4052","4056"
"13.09.2015 03:15 - 13.09.2015 03:30","4011","4087"
"13.09.2015 03:30 - 13.09.2015 03:45","4047","4015"
"13.09.2015 03:45 - 13.09.2015 04:00","4038","3979"
"13.09.2015 04:00 - 13.09.2015 04:15","4035","4029"
"13.09.2015 04:15 - 13.09.2015 04:30","4042","3996"
"13.09.2015 04:30 - 13.09.2015 04:45","4073","4034"
"13.09.2015 04:45 - 13.09.2015 05:00","4066","4036"
"13.09.2015 05:00 - 13.09.2015 05:15","4071","4073"
"13.09.2015 05:15 - 13.09.2015 05:30","4037","4044"
"13.09.2015 05:30 - 13.09.2015 05:45","4050","4045"
"13.09.2015 05:45 - 13.09.2015 06:00","4090","4066"
"13.09.2015 06:00 - 13.09.2015 06:15","4159","4162"
"13.09.2015 06:15 - 13.09.2015 06:30","4216","4233"
"13.09.2015 06:30 - 13.09.2015 06:45","4197","4202"
"13.09.2015 06:45 - 13.09.2015 07:00","4167","4206"
"13.09.2015 07:00 - 13.09.2015 07:15","4233","4277"
"13.09.2015 07:15 - 13.09.2015 07:30","4283","4265"
"13.09.2015 07:30 - 13.09.2015 07:45","4390","4322"
"13.09.2015 07:45 - 13.09.2015 08:00","4506","4363"
"13.09.2015 08:00 - 13.09.2015 08:15","4633","4553"
"13.09.2015 08:15 - 13.09.2015 08:30","4742","4673"
"13.09.2015 08:30 - 13.09.2015 08:45","4775","4695"
"13.09.2015 08:45 - 13.09.2015 09:00","4884","4828"
"13.09.2015 09:00 - 13.09.2015 09:15","4988","4911"
"13.09.2015 09:15 - 13.09.2015 09:30","5128","5109"
"13.09.2015 09:30 - 13.09.2015 09:45","5273","5276"
"13.09.2015 09:45 - 13.09.2015 10:00","5290","5358"
"13.09.2015 10:00 - 13.09.2015 10:15","5390","5446"
"13.09.2015 10:15 - 13.09.2015 10:30","5519","5437"
"13.09.2015 10:30 - 13.09.2015 10:45","5544","5539"
"13.09.2015 10:45 - 13.09.2015 11:00","5656","5551"
"13.09.2015 11:00 - 13.09.2015 11:15","5839","5617"
"13.09.2015 11:15 - 13.09.2015 11:30","6083","5745"
"13.09.2015 11:30 - 13.09.2015 11:45","6172","5975"
"13.09.2015 11:45 - 13.09.2015 12:00","6247","6079"
"13.09.2015 12:00 - 13.09.2015 12:15","6194","6230"
"13.09.2015 12:15 - 13.09.2015 12:30","6186","6144"
"13.09.2015 12:30 - 13.09.2015 12:45","6078","6044"
"13.09.2015 12:45 - 13.09.2015 13:00","6016","5989"
"13.09.2015 13:00 - 13.09.2015 13:15","5804","5871"
"13.09.2015 13:15 - 13.09.2015 13:30","5773","5752"
"13.09.2015 13:30 - 13.09.2015 13:45","5694","5713"
"13.09.2015 13:45 - 13.09.2015 14:00","5497","5623"
"13.09.2015 14:00 - 13.09.2015 14:15","5522","5596"
"13.09.2015 14:15 - 13.09.2015 14:30","5402","5579"
"13.09.2015 14:30 - 13.09.2015 14:45","5379","5440"
"13.09.2015 14:45 - 13.09.2015 15:00","5295","5471"
"13.09.2015 15:00 - 13.09.2015 15:15","5144","5352"
"13.09.2015 15:15 - 13.09.2015 15:30","5125","5265"
"13.09.2015 15:30 - 13.09.2015 15:45","5075","5257"
"13.09.2015 15:45 - 13.09.2015 16:00","5102","5180"
"13.09.2015 16:00 - 13.09.2015 16:15","5049","5238"
"13.09.2015 16:15 - 13.09.2015 16:30","5092","5201"
"13.09.2015 16:30 - 13.09.2015 16:45","5141","5281"
"13.09.2015 16:45 - 13.09.2015 17:00","5172","5251"
"13.09.2015 17:00 - 13.09.2015 17:15","5206","5234"
"13.09.2015 17:15 - 13.09.2015 17:30","5221","5239"
"13.09.2015 17:30 - 13.09.2015 17:45","5276","5218"
"13.09.2015 17:45 - 13.09.2015 18:00","5307","5214"
"13.09.2015 18:00 - 13.09.2015 18:15","5363","5346"
"13.09.2015 18:15 - 13.09.2015 18:30","5376","5382"
"13.09.2015 18:30 - 13.09.2015 18:45","5384","5416"
"13.09.2015 18:45 - 13.09.2015 19:00","5394","5613"
"13.09.2015 19:00 - 13.09.2015 19:15","5434","5571"
"13.09.2015 19:15 - 13.09.2015 19:30","5408","5553"
"13.09.2015 19:30 - 13.09.2015 19:45","5398","5672"
"13.09.2015 19:45 - 13.09.2015 20:00","5483","5810"
"13.09.2015 20:00 - 13.09.2015 20:15","5587","6054"
