"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TransnetBW)","Actual Total Load [MW] - CTA|DE(TransnetBW)"
"15.12.2017 05:30 - 15.12.2017 05:45","7065","7016"
"15.12.2017 05:45 - 15.12.2017 06:00","7349","7075"
"15.12.2017 06:00 - 15.12.2017 06:15","7736","7655"
"15.12.2017 06:15 - 15.12.2017 06:30","8058","7997"
"15.12.2017 06:30 - 15.12.2017 06:45","8379","8240"
"15.12.2017 06:45 - 15.12.2017 07:00","8604","8384"
"15.12.2017 07:00 - 15.12.2017 07:15","8822","8765"
"15.12.2017 07:15 - 15.12.2017 07:30","9102","8935"
"15.12.2017 07:30 - 15.12.2017 07:45","9275","9106"
"15.12.2017 07:45 - 15.12.2017 08:00","9330","9303"
"15.12.2017 08:00 - 15.12.2017 08:15","9330","9418"
"15.12.2017 08:15 - 15.12.2017 08:30","9406","9449"
"15.12.2017 08:30 - 15.12.2017 08:45","9406","9356"
"15.12.2017 08:45 - 15.12.2017 09:00","9406","9250"
"15.12.2017 09:00 - 15.12.2017 09:15","9406","9159"
"15.12.2017 09:15 - 15.12.2017 09:30","9426","9236"
"15.12.2017 09:30 - 15.12.2017 09:45","9426","9300"
"15.12.2017 09:45 - 15.12.2017 10:00","9426","9209"
"15.12.2017 10:00 - 15.12.2017 10:15","9426","9207"
"15.12.2017 10:15 - 15.12.2017 10:30","9437","9243"
"15.12.2017 10:30 - 15.12.2017 10:45","9449","9201"
"15.12.2017 10:45 - 15.12.2017 11:00","9475","9216"
"15.12.2017 11:00 - 15.12.2017 11:15","9475","9262"
"15.12.2017 11:15 - 15.12.2017 11:30","9475","9251"
"15.12.2017 11:30 - 15.12.2017 11:45","9475","9152"
"15.12.2017 11:45 - 15.12.2017 12:00","9468","9208"
"15.12.2017 12:00 - 15.12.2017 12:15","9468","9278"
"15.12.2017 12:15 - 15.12.2017 12:30","9468","9296"
"15.12.2017 12:30 - 15.12.2017 12:45","9468","9328"
"15.12.2017 12:45 - 15.12.2017 13:00","9480","9344"
"15.12.2017 13:00 - 15.12.2017 13:15","9500","9374"
"15.12.2017 13:15 - 15.12.2017 13:30","9500","9294"
"15.12.2017 13:30 - 15.12.2017 13:45","9500","9240"
"15.12.2017 13:45 - 15.12.2017 14:00","9500","9108"
"15.12.2017 14:00 - 15.12.2017 14:15","9358","9029"
"15.12.2017 14:15 - 15.12.2017 14:30","9223","8914"
"15.12.2017 14:30 - 15.12.2017 14:45","9122","8768"
"15.12.2017 14:45 - 15.12.2017 15:00","9117","8735"
"15.12.2017 15:00 - 15.12.2017 15:15","9117","8696"
"15.12.2017 15:15 - 15.12.2017 15:30","9117","8678"
"15.12.2017 15:30 - 15.12.2017 15:45","9117","8672"
"15.12.2017 15:45 - 15.12.2017 16:00","9137","8691"
"15.12.2017 16:00 - 15.12.2017 16:15","9149","8650"
"15.12.2017 16:15 - 15.12.2017 16:30","9158","8654"
"15.12.2017 16:30 - 15.12.2017 16:45","9213","8738"
"15.12.2017 16:45 - 15.12.2017 17:00","9377","8951"
"15.12.2017 17:00 - 15.12.2017 17:15","9377","9055"
"15.12.2017 17:15 - 15.12.2017 17:30","9377","9075"
"15.12.2017 17:30 - 15.12.2017 17:45","9377","8922"
"15.12.2017 17:45 - 15.12.2017 18:00","9279","8875"
"15.12.2017 18:00 - 15.12.2017 18:15","9125","8812"
"15.12.2017 18:15 - 15.12.2017 18:30","9056","8760"
"15.12.2017 18:30 - 15.12.2017 18:45","9016","8745"
"15.12.2017 18:45 - 15.12.2017 19:00","8956","8667"
"15.12.2017 19:00 - 15.12.2017 19:15","8935","8615"
"15.12.2017 19:15 - 15.12.2017 19:30","8786","8534"
"15.12.2017 19:30 - 15.12.2017 19:45","8749","8424"
"15.12.2017 19:45 - 15.12.2017 20:00","8710","8369"
"15.12.2017 20:00 - 15.12.2017 20:15","8458","8228"
"15.12.2017 20:15 - 15.12.2017 20:30","8397","8150"
"15.12.2017 20:30 - 15.12.2017 20:45","8295","8026"
"15.12.2017 20:45 - 15.12.2017 21:00","8158","7916"
"15.12.2017 21:00 - 15.12.2017 21:15","8111","7879"
"15.12.2017 21:15 - 15.12.2017 21:30","7980","7830"
"15.12.2017 21:30 - 15.12.2017 21:45","7898","7802"
"15.12.2017 21:45 - 15.12.2017 22:00","7810","7681"
"15.12.2017 22:00 - 15.12.2017 22:15","7791","7710"
"15.12.2017 22:15 - 15.12.2017 22:30","7653","7552"
"15.12.2017 22:30 - 15.12.2017 22:45","7568","7363"
"15.12.2017 22:45 - 15.12.2017 23:00","7357","7258"
"15.12.2017 23:00 - 15.12.2017 23:15","7316","7195"
"15.12.2017 23:15 - 15.12.2017 23:30","7190","7047"
"15.12.2017 23:30 - 15.12.2017 23:45","7136","6927"
"15.12.2017 23:45 - 16.12.2017 00:00","7053","6782"
"16.12.2017 00:00 - 16.12.2017 00:15","6784","6655"
"16.12.2017 00:15 - 16.12.2017 00:30","6643","6549"
"16.12.2017 00:30 - 16.12.2017 00:45","6567","6485"
"16.12.2017 00:45 - 16.12.2017 01:00","6460","6426"
"16.12.2017 01:00 - 16.12.2017 01:15","6454","6337"
"16.12.2017 01:15 - 16.12.2017 01:30","6418","6283"
"16.12.2017 01:30 - 16.12.2017 01:45","6416","6235"
"16.12.2017 01:45 - 16.12.2017 02:00","6330","6189"
"16.12.2017 02:00 - 16.12.2017 02:15","6261","6098"
"16.12.2017 02:15 - 16.12.2017 02:30","6239","6051"
"16.12.2017 02:30 - 16.12.2017 02:45","6239","6021"
"16.12.2017 02:45 - 16.12.2017 03:00","6116","5949"
"16.12.2017 03:00 - 16.12.2017 03:15","6082","5877"
"16.12.2017 03:15 - 16.12.2017 03:30","6082","5827"
"16.12.2017 03:30 - 16.12.2017 03:45","6082","5857"
"16.12.2017 03:45 - 16.12.2017 04:00","6082","5871"
"16.12.2017 04:00 - 16.12.2017 04:15","6082","5890"
"16.12.2017 04:15 - 16.12.2017 04:30","6082","5891"
"16.12.2017 04:30 - 16.12.2017 04:45","6082","5925"
"16.12.2017 04:45 - 16.12.2017 05:00","6072","5926"
"16.12.2017 05:00 - 16.12.2017 05:15","6072","5895"
"16.12.2017 05:15 - 16.12.2017 05:30","5962","5822"
"16.12.2017 05:30 - 16.12.2017 05:45","5962","5825"
"16.12.2017 05:45 - 16.12.2017 06:00","5962","5857"
"16.12.2017 06:00 - 16.12.2017 06:15","5962","5898"
"16.12.2017 06:15 - 16.12.2017 06:30","6007","5923"
"16.12.2017 06:30 - 16.12.2017 06:45","6121","6030"
"16.12.2017 06:45 - 16.12.2017 07:00","6210","6086"
"16.12.2017 07:00 - 16.12.2017 07:15","6413","6182"
"16.12.2017 07:15 - 16.12.2017 07:30","6462","6237"
"16.12.2017 07:30 - 16.12.2017 07:45","6558","6325"
"16.12.2017 07:45 - 16.12.2017 08:00","6626","6459"
"16.12.2017 08:00 - 16.12.2017 08:15","6663","6599"
"16.12.2017 08:15 - 16.12.2017 08:30","6789","6673"
"16.12.2017 08:30 - 16.12.2017 08:45","6884","6774"
"16.12.2017 08:45 - 16.12.2017 09:00","6884","6838"
"16.12.2017 09:00 - 16.12.2017 09:15","7198","7076"
"16.12.2017 09:15 - 16.12.2017 09:30","7330","7173"
"16.12.2017 09:30 - 16.12.2017 09:45","7398","7251"
"16.12.2017 09:45 - 16.12.2017 10:00","7457","7310"
"16.12.2017 10:00 - 16.12.2017 10:15","7457","7373"
"16.12.2017 10:15 - 16.12.2017 10:30","7457","7430"
"16.12.2017 10:30 - 16.12.2017 10:45","7457","7449"
"16.12.2017 10:45 - 16.12.2017 11:00","7454","7464"
"16.12.2017 11:00 - 16.12.2017 11:15","7454","7438"
"16.12.2017 11:15 - 16.12.2017 11:30","7454","7455"
"16.12.2017 11:30 - 16.12.2017 11:45","7454","7490"
"16.12.2017 11:45 - 16.12.2017 12:00","7454","7463"
"16.12.2017 12:00 - 16.12.2017 12:15","7454","7466"
"16.12.2017 12:15 - 16.12.2017 12:30","7375","7476"
"16.12.2017 12:30 - 16.12.2017 12:45","7237","7412"
"16.12.2017 12:45 - 16.12.2017 13:00","7117","7309"
"16.12.2017 13:00 - 16.12.2017 13:15","7089","7215"
"16.12.2017 13:15 - 16.12.2017 13:30","7004","7164"
"16.12.2017 13:30 - 16.12.2017 13:45","6995","7195"
"16.12.2017 13:45 - 16.12.2017 14:00","6995","7172"
"16.12.2017 14:00 - 16.12.2017 14:15","6995","7047"
"16.12.2017 14:15 - 16.12.2017 14:30","6905","6985"
"16.12.2017 14:30 - 16.12.2017 14:45","6905","6988"
"16.12.2017 14:45 - 16.12.2017 15:00","6903","6922"
"16.12.2017 15:00 - 16.12.2017 15:15","6903","6980"
"16.12.2017 15:15 - 16.12.2017 15:30","6903","6931"
"16.12.2017 15:30 - 16.12.2017 15:45","6903","6929"
"16.12.2017 15:45 - 16.12.2017 16:00","6908","6975"
"16.12.2017 16:00 - 16.12.2017 16:15","6950","7070"
"16.12.2017 16:15 - 16.12.2017 16:30","7013","7136"
"16.12.2017 16:30 - 16.12.2017 16:45","7162","7226"
"16.12.2017 16:45 - 16.12.2017 17:00","7369","7358"
"16.12.2017 17:00 - 16.12.2017 17:15","7448","7458"
"16.12.2017 17:15 - 16.12.2017 17:30","7448","7483"
"16.12.2017 17:30 - 16.12.2017 17:45","7448","7496"
"16.12.2017 17:45 - 16.12.2017 18:00","7448","7489"
"16.12.2017 18:00 - 16.12.2017 18:15","7448","7474"
"16.12.2017 18:15 - 16.12.2017 18:30","7391","7418"
"16.12.2017 18:30 - 16.12.2017 18:45","7373","7333"
"16.12.2017 18:45 - 16.12.2017 19:00","7302","7276"
"16.12.2017 19:00 - 16.12.2017 19:15","7203","7251"
"16.12.2017 19:15 - 16.12.2017 19:30","7127","7138"
"16.12.2017 19:30 - 16.12.2017 19:45","7084","7070"
"16.12.2017 19:45 - 16.12.2017 20:00","7032","6960"
"16.12.2017 20:00 - 16.12.2017 20:15","6956","6866"
"16.12.2017 20:15 - 16.12.2017 20:30","6767","6772"
"16.12.2017 20:30 - 16.12.2017 20:45","6698","6661"
"16.12.2017 20:45 - 16.12.2017 21:00","6675","6597"
"16.12.2017 21:00 - 16.12.2017 21:15","6675","6634"
"16.12.2017 21:15 - 16.12.2017 21:30","6675","6655"
"16.12.2017 21:30 - 16.12.2017 21:45","6675","6630"
"16.12.2017 21:45 - 16.12.2017 22:00","6675","6633"
"16.12.2017 22:00 - 16.12.2017 22:15","6675","6717"
"16.12.2017 22:15 - 16.12.2017 22:30","6585","6630"
"16.12.2017 22:30 - 16.12.2017 22:45","6512","6558"
"16.12.2017 22:45 - 16.12.2017 23:00","6362","6439"
"16.12.2017 23:00 - 16.12.2017 23:15","6261","6356"
"16.12.2017 23:15 - 16.12.2017 23:30","6191","6240"
"16.12.2017 23:30 - 16.12.2017 23:45","6098","6143"
"16.12.2017 23:45 - 17.12.2017 00:00","5967","6041"
"17.12.2017 00:00 - 17.12.2017 00:15","5836","5935"
"17.12.2017 00:15 - 17.12.2017 00:30","5836","5750"
"17.12.2017 00:30 - 17.12.2017 00:45","5710","5646"
"17.12.2017 00:45 - 17.12.2017 01:00","5630","5567"
"17.12.2017 01:00 - 17.12.2017 01:15","5521","5529"
"17.12.2017 01:15 - 17.12.2017 01:30","5501","5515"
"17.12.2017 01:30 - 17.12.2017 01:45","5501","5457"
"17.12.2017 01:45 - 17.12.2017 02:00","5466","5420"
"17.12.2017 02:00 - 17.12.2017 02:15","5362","5352"
"17.12.2017 02:15 - 17.12.2017 02:30","5349","5300"
"17.12.2017 02:30 - 17.12.2017 02:45","5237","5296"
"17.12.2017 02:45 - 17.12.2017 03:00","5204","5232"
"17.12.2017 03:00 - 17.12.2017 03:15","5204","5177"
"17.12.2017 03:15 - 17.12.2017 03:30","5191","5176"
"17.12.2017 03:30 - 17.12.2017 03:45","5191","5214"
"17.12.2017 03:45 - 17.12.2017 04:00","5191","5212"
"17.12.2017 04:00 - 17.12.2017 04:15","5191","5263"
"17.12.2017 04:15 - 17.12.2017 04:30","5191","5213"
"17.12.2017 04:30 - 17.12.2017 04:45","5191","5292"
"17.12.2017 04:45 - 17.12.2017 05:00","5191","5331"
"17.12.2017 05:00 - 17.12.2017 05:15","5167","5270"
"17.12.2017 05:15 - 17.12.2017 05:30","5113","5239"
"17.12.2017 05:30 - 17.12.2017 05:45","5031","5161"
"17.12.2017 05:45 - 17.12.2017 06:00","5018","5120"
"17.12.2017 06:00 - 17.12.2017 06:15","5002","5059"
"17.12.2017 06:15 - 17.12.2017 06:30","5002","5082"
"17.12.2017 06:30 - 17.12.2017 06:45","5002","5099"
"17.12.2017 06:45 - 17.12.2017 07:00","5002","5120"
"17.12.2017 07:00 - 17.12.2017 07:15","5100","5225"
"17.12.2017 07:15 - 17.12.2017 07:30","5195","5238"
"17.12.2017 07:30 - 17.12.2017 07:45","5195","5282"
"17.12.2017 07:45 - 17.12.2017 08:00","5205","5383"
"17.12.2017 08:00 - 17.12.2017 08:15","5285","5433"
"17.12.2017 08:15 - 17.12.2017 08:30","5403","5511"
"17.12.2017 08:30 - 17.12.2017 08:45","5444","5569"
"17.12.2017 08:45 - 17.12.2017 09:00","5445","5659"
"17.12.2017 09:00 - 17.12.2017 09:15","5726","5914"
"17.12.2017 09:15 - 17.12.2017 09:30","5895","6041"
"17.12.2017 09:30 - 17.12.2017 09:45","6007","6119"
"17.12.2017 09:45 - 17.12.2017 10:00","6141","6188"
"17.12.2017 10:00 - 17.12.2017 10:15","6220","6210"
"17.12.2017 10:15 - 17.12.2017 10:30","6310","6351"
"17.12.2017 10:30 - 17.12.2017 10:45","6371","6407"
"17.12.2017 10:45 - 17.12.2017 11:00","6412","6440"
"17.12.2017 11:00 - 17.12.2017 11:15","6431","6472"
"17.12.2017 11:15 - 17.12.2017 11:30","6508","6576"
"17.12.2017 11:30 - 17.12.2017 11:45","6571","6623"
"17.12.2017 11:45 - 17.12.2017 12:00","6619","6647"
"17.12.2017 12:00 - 17.12.2017 12:15","6724","6821"
"17.12.2017 12:15 - 17.12.2017 12:30","6724","6817"
"17.12.2017 12:30 - 17.12.2017 12:45","6724","6752"
"17.12.2017 12:45 - 17.12.2017 13:00","6724","6686"
"17.12.2017 13:00 - 17.12.2017 13:15","6623","6655"
"17.12.2017 13:15 - 17.12.2017 13:30","6560","6609"
"17.12.2017 13:30 - 17.12.2017 13:45","6555","6578"
"17.12.2017 13:45 - 17.12.2017 14:00","6521","6491"
"17.12.2017 14:00 - 17.12.2017 14:15","6447","6396"
"17.12.2017 14:15 - 17.12.2017 14:30","6346","6298"
"17.12.2017 14:30 - 17.12.2017 14:45","6257","6281"
"17.12.2017 14:45 - 17.12.2017 15:00","6195","6214"
"17.12.2017 15:00 - 17.12.2017 15:15","6137","6262"
"17.12.2017 15:15 - 17.12.2017 15:30","6137","6295"
"17.12.2017 15:30 - 17.12.2017 15:45","6137","6285"
"17.12.2017 15:45 - 17.12.2017 16:00","6137","6265"
"17.12.2017 16:00 - 17.12.2017 16:15","6187","6276"
"17.12.2017 16:15 - 17.12.2017 16:30","6187","6340"
"17.12.2017 16:30 - 17.12.2017 16:45","6287","6509"
"17.12.2017 16:45 - 17.12.2017 17:00","6528","6678"
"17.12.2017 17:00 - 17.12.2017 17:15","6660","6784"
"17.12.2017 17:15 - 17.12.2017 17:30","6733","6834"
"17.12.2017 17:30 - 17.12.2017 17:45","6733","6819"
"17.12.2017 17:45 - 17.12.2017 18:00","6733","6858"
"17.12.2017 18:00 - 17.12.2017 18:15","6734","6915"
"17.12.2017 18:15 - 17.12.2017 18:30","6734","6935"
"17.12.2017 18:30 - 17.12.2017 18:45","6734","6922"
"17.12.2017 18:45 - 17.12.2017 19:00","6734","6874"
"17.12.2017 19:00 - 17.12.2017 19:15","6701","6843"
"17.12.2017 19:15 - 17.12.2017 19:30","6624","6754"
"17.12.2017 19:30 - 17.12.2017 19:45","6597","6758"
"17.12.2017 19:45 - 17.12.2017 20:00","6597","6754"
"17.12.2017 20:00 - 17.12.2017 20:15","6548","6693"
"17.12.2017 20:15 - 17.12.2017 20:30","6452","6715"
"17.12.2017 20:30 - 17.12.2017 20:45","6449","6660"
"17.12.2017 20:45 - 17.12.2017 21:00","6449","6592"
"17.12.2017 21:00 - 17.12.2017 21:15","6449","6621"
"17.12.2017 21:15 - 17.12.2017 21:30","6449","6663"
"17.12.2017 21:30 - 17.12.2017 21:45","6449","6710"
"17.12.2017 21:45 - 17.12.2017 22:00","6449","6696"
"17.12.2017 22:00 - 17.12.2017 22:15","6449","6885"
"17.12.2017 22:15 - 17.12.2017 22:30","6449","6835"
"17.12.2017 22:30 - 17.12.2017 22:45","6449","6780"
"17.12.2017 22:45 - 17.12.2017 23:00","6448","6716"
"17.12.2017 23:00 - 17.12.2017 23:15","6391","6716"
"17.12.2017 23:15 - 17.12.2017 23:30","6280","6616"
"17.12.2017 23:30 - 17.12.2017 23:45","6175","6541"
"17.12.2017 23:45 - 18.12.2017 00:00","6091","6391"
"18.12.2017 00:00 - 18.12.2017 00:15","5913","6315"
"18.12.2017 00:15 - 18.12.2017 00:30","5804","6281"
"18.12.2017 00:30 - 18.12.2017 00:45","5721","6163"
"18.12.2017 00:45 - 18.12.2017 01:00","5638","6065"
"18.12.2017 01:00 - 18.12.2017 01:15","5534","5932"
"18.12.2017 01:15 - 18.12.2017 01:30","5483","5906"
"18.12.2017 01:30 - 18.12.2017 01:45","5483","5913"
"18.12.2017 01:45 - 18.12.2017 02:00","5449","5884"
"18.12.2017 02:00 - 18.12.2017 02:15","5407","5832"
"18.12.2017 02:15 - 18.12.2017 02:30","5407","5829"
"18.12.2017 02:30 - 18.12.2017 02:45","5407","5788"
"18.12.2017 02:45 - 18.12.2017 03:00","5407","5757"
"18.12.2017 03:00 - 18.12.2017 03:15","5467","5752"
"18.12.2017 03:15 - 18.12.2017 03:30","5494","5722"
"18.12.2017 03:30 - 18.12.2017 03:45","5494","5800"
"18.12.2017 03:45 - 18.12.2017 04:00","5494","5849"
"18.12.2017 04:00 - 18.12.2017 04:15","5494","5898"
"18.12.2017 04:15 - 18.12.2017 04:30","5602","5972"
"18.12.2017 04:30 - 18.12.2017 04:45","5719","6123"
"18.12.2017 04:45 - 18.12.2017 05:00","5803","6169"
"18.12.2017 05:00 - 18.12.2017 05:15","5941","6358"
"18.12.2017 05:15 - 18.12.2017 05:30","6114","6433"
"18.12.2017 05:30 - 18.12.2017 05:45","6260","6588"
"18.12.2017 05:45 - 18.12.2017 06:00","6467","6870"
"18.12.2017 06:00 - 18.12.2017 06:15","6912","7260"
"18.12.2017 06:15 - 18.12.2017 06:30","7238","7633"
"18.12.2017 06:30 - 18.12.2017 06:45","7541","7940"
"18.12.2017 06:45 - 18.12.2017 07:00","7737","8195"
"18.12.2017 07:00 - 18.12.2017 07:15","8059","8479"
"18.12.2017 07:15 - 18.12.2017 07:30","8353","8683"
"18.12.2017 07:30 - 18.12.2017 07:45","8643","8820"
"18.12.2017 07:45 - 18.12.2017 08:00","8786","8918"
"18.12.2017 08:00 - 18.12.2017 08:15","8886","9018"
"18.12.2017 08:15 - 18.12.2017 08:30","8906","9054"
"18.12.2017 08:30 - 18.12.2017 08:45","8906","9131"
"18.12.2017 08:45 - 18.12.2017 09:00","9054","9152"
"18.12.2017 09:00 - 18.12.2017 09:15","9109","9148"
"18.12.2017 09:15 - 18.12.2017 09:30","9166","9209"
"18.12.2017 09:30 - 18.12.2017 09:45","9250","9337"
"18.12.2017 09:45 - 18.12.2017 10:00","9270","9399"
"18.12.2017 10:00 - 18.12.2017 10:15","9271","9454"
"18.12.2017 10:15 - 18.12.2017 10:30","9271","9448"
"18.12.2017 10:30 - 18.12.2017 10:45","9297","9467"
"18.12.2017 10:45 - 18.12.2017 11:00","9323","9522"
"18.12.2017 11:00 - 18.12.2017 11:15","9323","9478"
"18.12.2017 11:15 - 18.12.2017 11:30","9361","9510"
"18.12.2017 11:30 - 18.12.2017 11:45","9361","9477"
"18.12.2017 11:45 - 18.12.2017 12:00","9361","9476"
"18.12.2017 12:00 - 18.12.2017 12:15","9361","9476"
"18.12.2017 12:15 - 18.12.2017 12:30","9361","9430"
"18.12.2017 12:30 - 18.12.2017 12:45","9361","9397"
"18.12.2017 12:45 - 18.12.2017 13:00","9361","9414"
"18.12.2017 13:00 - 18.12.2017 13:15","9361","9503"
"18.12.2017 13:15 - 18.12.2017 13:30","9361","9478"
"18.12.2017 13:30 - 18.12.2017 13:45","9361","9458"
"18.12.2017 13:45 - 18.12.2017 14:00","9361","9400"
"18.12.2017 14:00 - 18.12.2017 14:15","9268","9271"
"18.12.2017 14:15 - 18.12.2017 14:30","9248","9226"
"18.12.2017 14:30 - 18.12.2017 14:45","9248","9202"
"18.12.2017 14:45 - 18.12.2017 15:00","9151","9160"
"18.12.2017 15:00 - 18.12.2017 15:15","9151","9209"
"18.12.2017 15:15 - 18.12.2017 15:30","9151","9144"
"18.12.2017 15:30 - 18.12.2017 15:45","9151","9087"
"18.12.2017 15:45 - 18.12.2017 16:00","9151","9044"
"18.12.2017 16:00 - 18.12.2017 16:15","9151","9025"
"18.12.2017 16:15 - 18.12.2017 16:30","9169","9034"
"18.12.2017 16:30 - 18.12.2017 16:45","9246","9043"
"18.12.2017 16:45 - 18.12.2017 17:00","9333","9171"
"18.12.2017 17:00 - 18.12.2017 17:15","9333","9242"
"18.12.2017 17:15 - 18.12.2017 17:30","9333","9243"
"18.12.2017 17:30 - 18.12.2017 17:45","9333","9170"
"18.12.2017 17:45 - 18.12.2017 18:00","9305","9129"
"18.12.2017 18:00 - 18.12.2017 18:15","9148","9069"
"18.12.2017 18:15 - 18.12.2017 18:30","9013","8992"
"18.12.2017 18:30 - 18.12.2017 18:45","8925","8943"
"18.12.2017 18:45 - 18.12.2017 19:00","8827","8903"
"18.12.2017 19:00 - 18.12.2017 19:15","8774","8893"
"18.12.2017 19:15 - 18.12.2017 19:30","8654","8806"
"18.12.2017 19:30 - 18.12.2017 19:45","8622","8756"
"18.12.2017 19:45 - 18.12.2017 20:00","8512","8664"
"18.12.2017 20:00 - 18.12.2017 20:15","8470","8496"
"18.12.2017 20:15 - 18.12.2017 20:30","8414","8471"
"18.12.2017 20:30 - 18.12.2017 20:45","8333","8370"
"18.12.2017 20:45 - 18.12.2017 21:00","8216","8294"
"18.12.2017 21:00 - 18.12.2017 21:15","8140","8196"
"18.12.2017 21:15 - 18.12.2017 21:30","8110","8168"
"18.12.2017 21:30 - 18.12.2017 21:45","8020","8113"
"18.12.2017 21:45 - 18.12.2017 22:00","7853","7955"
"18.12.2017 22:00 - 18.12.2017 22:15","7800","7968"
"18.12.2017 22:15 - 18.12.2017 22:30","7660","7830"
"18.12.2017 22:30 - 18.12.2017 22:45","7468","7654"
"18.12.2017 22:45 - 18.12.2017 23:00","7321","7483"
"18.12.2017 23:00 - 18.12.2017 23:15","7214","7406"
"18.12.2017 23:15 - 18.12.2017 23:30","7007","7252"
"18.12.2017 23:30 - 18.12.2017 23:45","6878","7145"
"18.12.2017 23:45 - 19.12.2017 00:00","6730","6987"
"19.12.2017 00:00 - 19.12.2017 00:15","6458","6871"
"19.12.2017 00:15 - 19.12.2017 00:30","6335","6789"
"19.12.2017 00:30 - 19.12.2017 00:45","6190","6649"
"19.12.2017 00:45 - 19.12.2017 01:00","6162","6513"
"19.12.2017 01:00 - 19.12.2017 01:15","6162","6416"
"19.12.2017 01:15 - 19.12.2017 01:30","6162","6353"
"19.12.2017 01:30 - 19.12.2017 01:45","6162","6356"
"19.12.2017 01:45 - 19.12.2017 02:00","5979","6340"
"19.12.2017 02:00 - 19.12.2017 02:15","5976","6303"
"19.12.2017 02:15 - 19.12.2017 02:30","5976","6258"
"19.12.2017 02:30 - 19.12.2017 02:45","5976","6229"
"19.12.2017 02:45 - 19.12.2017 03:00","5976","6221"
"19.12.2017 03:00 - 19.12.2017 03:15","5976","6218"
"19.12.2017 03:15 - 19.12.2017 03:30","5976","6200"
"19.12.2017 03:30 - 19.12.2017 03:45","5976","6260"
"19.12.2017 03:45 - 19.12.2017 04:00","6003","6281"
"19.12.2017 04:00 - 19.12.2017 04:15","6069","6342"
"19.12.2017 04:15 - 19.12.2017 04:30","6271","6414"
"19.12.2017 04:30 - 19.12.2017 04:45","6393","6516"
"19.12.2017 04:45 - 19.12.2017 05:00","6405","6572"
"19.12.2017 05:00 - 19.12.2017 05:15","6599","6685"
"19.12.2017 05:15 - 19.12.2017 05:30","6676","6759"
"19.12.2017 05:30 - 19.12.2017 05:45","6847","6910"
"19.12.2017 05:45 - 19.12.2017 06:00","7026","7102"
"19.12.2017 06:00 - 19.12.2017 06:15","7442","7518"
"19.12.2017 06:15 - 19.12.2017 06:30","7773","7820"
"19.12.2017 06:30 - 19.12.2017 06:45","8012","8078"
"19.12.2017 06:45 - 19.12.2017 07:00","8234","8313"
"19.12.2017 07:00 - 19.12.2017 07:15","8534","8592"
"19.12.2017 07:15 - 19.12.2017 07:30","8676","8808"
"19.12.2017 07:30 - 19.12.2017 07:45","8801","8982"
"19.12.2017 07:45 - 19.12.2017 08:00","8904","9140"
"19.12.2017 08:00 - 19.12.2017 08:15","8922","9234"
"19.12.2017 08:15 - 19.12.2017 08:30","8922","9254"
"19.12.2017 08:30 - 19.12.2017 08:45","8922","9288"
"19.12.2017 08:45 - 19.12.2017 09:00","8922","9297"
"19.12.2017 09:00 - 19.12.2017 09:15","8922","9301"
"19.12.2017 09:15 - 19.12.2017 09:30","8922","9343"
"19.12.2017 09:30 - 19.12.2017 09:45","9061","9427"
"19.12.2017 09:45 - 19.12.2017 10:00","9079","9497"
"19.12.2017 10:00 - 19.12.2017 10:15","9108","9513"
"19.12.2017 10:15 - 19.12.2017 10:30","9112","9566"
"19.12.2017 10:30 - 19.12.2017 10:45","9112","9587"
"19.12.2017 10:45 - 19.12.2017 11:00","9181","9591"
"19.12.2017 11:00 - 19.12.2017 11:15","9255","9572"
"19.12.2017 11:15 - 19.12.2017 11:30","9255","9585"
"19.12.2017 11:30 - 19.12.2017 11:45","9255","9547"
"19.12.2017 11:45 - 19.12.2017 12:00","9255","9529"
"19.12.2017 12:00 - 19.12.2017 12:15","9231","9504"
"19.12.2017 12:15 - 19.12.2017 12:30","9191","9439"
"19.12.2017 12:30 - 19.12.2017 12:45","9191","9382"
"19.12.2017 12:45 - 19.12.2017 13:00","9191","9411"
"19.12.2017 13:00 - 19.12.2017 13:15","9191","9501"
"19.12.2017 13:15 - 19.12.2017 13:30","9191","9457"
"19.12.2017 13:30 - 19.12.2017 13:45","9111","9436"
"19.12.2017 13:45 - 19.12.2017 14:00","9026","9368"
"19.12.2017 14:00 - 19.12.2017 14:15","8933","9310"
"19.12.2017 14:15 - 19.12.2017 14:30","8878","9289"
"19.12.2017 14:30 - 19.12.2017 14:45","8816","9255"
"19.12.2017 14:45 - 19.12.2017 15:00","8816","9193"
"19.12.2017 15:00 - 19.12.2017 15:15","8816","9220"
"19.12.2017 15:15 - 19.12.2017 15:30","8816","9174"
"19.12.2017 15:30 - 19.12.2017 15:45","8816","9124"
"19.12.2017 15:45 - 19.12.2017 16:00","8816","9078"
"19.12.2017 16:00 - 19.12.2017 16:15","8816","9052"
"19.12.2017 16:15 - 19.12.2017 16:30","8820","9068"
"19.12.2017 16:30 - 19.12.2017 16:45","8965","9157"
"19.12.2017 16:45 - 19.12.2017 17:00","9064","9266"
"19.12.2017 17:00 - 19.12.2017 17:15","9108","9254"
"19.12.2017 17:15 - 19.12.2017 17:30","9108","9271"
"19.12.2017 17:30 - 19.12.2017 17:45","9108","9161"
"19.12.2017 17:45 - 19.12.2017 18:00","9108","9104"
"19.12.2017 18:00 - 19.12.2017 18:15","9042","9037"
