"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TransnetBW)","Actual Total Load [MW] - CTA|DE(TransnetBW)"
"03.12.2016 12:00 - 03.12.2016 12:15","7609","7385"
"03.12.2016 12:15 - 03.12.2016 12:30","7560","7381"
"03.12.2016 12:30 - 03.12.2016 12:45","7513","7258"
"03.12.2016 12:45 - 03.12.2016 13:00","7453","7175"
"03.12.2016 13:00 - 03.12.2016 13:15","7416","6999"
"03.12.2016 13:15 - 03.12.2016 13:30","7317","7041"
"03.12.2016 13:30 - 03.12.2016 13:45","7297","7053"
"03.12.2016 13:45 - 03.12.2016 14:00","7255","6979"
"03.12.2016 14:00 - 03.12.2016 14:15","7135","6939"
"03.12.2016 14:15 - 03.12.2016 14:30","7148","6878"
"03.12.2016 14:30 - 03.12.2016 14:45","7101","6826"
"03.12.2016 14:45 - 03.12.2016 15:00","7075","6781"
"03.12.2016 15:00 - 03.12.2016 15:15","7149","6811"
"03.12.2016 15:15 - 03.12.2016 15:30","7086","6818"
"03.12.2016 15:30 - 03.12.2016 15:45","7120","6854"
"03.12.2016 15:45 - 03.12.2016 16:00","7117","6892"
"03.12.2016 16:00 - 03.12.2016 16:15","7138","6956"
"03.12.2016 16:15 - 03.12.2016 16:30","7187","7090"
"03.12.2016 16:30 - 03.12.2016 16:45","7285","7245"
"03.12.2016 16:45 - 03.12.2016 17:00","7441","7500"
"03.12.2016 17:00 - 03.12.2016 17:15","7536","7699"
"03.12.2016 17:15 - 03.12.2016 17:30","7540","7789"
"03.12.2016 17:30 - 03.12.2016 17:45","7564","7790"
"03.12.2016 17:45 - 03.12.2016 18:00","7526","7739"
"03.12.2016 18:00 - 03.12.2016 18:15","7528","7725"
"03.12.2016 18:15 - 03.12.2016 18:30","7431","7665"
"03.12.2016 18:30 - 03.12.2016 18:45","7336","7622"
"03.12.2016 18:45 - 03.12.2016 19:00","7267","7656"
"03.12.2016 19:00 - 03.12.2016 19:15","7195","7476"
"03.12.2016 19:15 - 03.12.2016 19:30","7153","7399"
"03.12.2016 19:30 - 03.12.2016 19:45","7015","7439"
"03.12.2016 19:45 - 03.12.2016 20:00","6943","7343"
"03.12.2016 20:00 - 03.12.2016 20:15","6788","7267"
"03.12.2016 20:15 - 03.12.2016 20:30","6647","7108"
"03.12.2016 20:30 - 03.12.2016 20:45","6575","7066"
"03.12.2016 20:45 - 03.12.2016 21:00","6517","7017"
"03.12.2016 21:00 - 03.12.2016 21:15","6564","6981"
"03.12.2016 21:15 - 03.12.2016 21:30","6535","7075"
"03.12.2016 21:30 - 03.12.2016 21:45","6516","6957"
"03.12.2016 21:45 - 03.12.2016 22:00","6507","6957"
"03.12.2016 22:00 - 03.12.2016 22:15","6576","7069"
"03.12.2016 22:15 - 03.12.2016 22:30","6547","6963"
"03.12.2016 22:30 - 03.12.2016 22:45","6447","6900"
"03.12.2016 22:45 - 03.12.2016 23:00","6286","6752"
"03.12.2016 23:00 - 03.12.2016 23:15","6234","6646"
"03.12.2016 23:15 - 03.12.2016 23:30","6099","6620"
"03.12.2016 23:30 - 03.12.2016 23:45","6049","6535"
"03.12.2016 23:45 - 04.12.2016 00:00","5891","6443"
"04.12.2016 00:00 - 04.12.2016 00:15","5782","6391"
"04.12.2016 00:15 - 04.12.2016 00:30","5619","6286"
"04.12.2016 00:30 - 04.12.2016 00:45","5481","6223"
"04.12.2016 00:45 - 04.12.2016 01:00","5451","6167"
"04.12.2016 01:00 - 04.12.2016 01:15","5331","6101"
"04.12.2016 01:15 - 04.12.2016 01:30","5295","6004"
"04.12.2016 01:30 - 04.12.2016 01:45","5200","5973"
"04.12.2016 01:45 - 04.12.2016 02:00","5077","5891"
"04.12.2016 02:00 - 04.12.2016 02:15","5028","5887"
"04.12.2016 02:15 - 04.12.2016 02:30","4973","5858"
"04.12.2016 02:30 - 04.12.2016 02:45","4970","5817"
"04.12.2016 02:45 - 04.12.2016 03:00","4967","5796"
"04.12.2016 03:00 - 04.12.2016 03:15","4895","5772"
"04.12.2016 03:15 - 04.12.2016 03:30","5011","5777"
"04.12.2016 03:30 - 04.12.2016 03:45","5069","5766"
"04.12.2016 03:45 - 04.12.2016 04:00","5088","5764"
"04.12.2016 04:00 - 04.12.2016 04:15","5042","5759"
"04.12.2016 04:15 - 04.12.2016 04:30","5033","5688"
"04.12.2016 04:30 - 04.12.2016 04:45","5119","5829"
"04.12.2016 04:45 - 04.12.2016 05:00","5133","5815"
"04.12.2016 05:00 - 04.12.2016 05:15","5084","5746"
"04.12.2016 05:15 - 04.12.2016 05:30","5054","5739"
"04.12.2016 05:30 - 04.12.2016 05:45","5054","5662"
"04.12.2016 05:45 - 04.12.2016 06:00","5001","5571"
"04.12.2016 06:00 - 04.12.2016 06:15","4960","5454"
"04.12.2016 06:15 - 04.12.2016 06:30","5016","5437"
"04.12.2016 06:30 - 04.12.2016 06:45","5026","5440"
"04.12.2016 06:45 - 04.12.2016 07:00","5073","5471"
"04.12.2016 07:00 - 04.12.2016 07:15","5130","5521"
"04.12.2016 07:15 - 04.12.2016 07:30","5149","5603"
"04.12.2016 07:30 - 04.12.2016 07:45","5198","5604"
"04.12.2016 07:45 - 04.12.2016 08:00","5216","5643"
"04.12.2016 08:00 - 04.12.2016 08:15","5351","5745"
"04.12.2016 08:15 - 04.12.2016 08:30","5433","5822"
"04.12.2016 08:30 - 04.12.2016 08:45","5483","5975"
"04.12.2016 08:45 - 04.12.2016 09:00","5537","6101"
"04.12.2016 09:00 - 04.12.2016 09:15","5718","6385"
"04.12.2016 09:15 - 04.12.2016 09:30","5782","6473"
"04.12.2016 09:30 - 04.12.2016 09:45","5824","6494"
"04.12.2016 09:45 - 04.12.2016 10:00","5872","6587"
"04.12.2016 10:00 - 04.12.2016 10:15","5957","6571"
"04.12.2016 10:15 - 04.12.2016 10:30","6017","6600"
"04.12.2016 10:30 - 04.12.2016 10:45","6046","6750"
"04.12.2016 10:45 - 04.12.2016 11:00","6180","6633"
"04.12.2016 11:00 - 04.12.2016 11:15","6248","6655"
"04.12.2016 11:15 - 04.12.2016 11:30","6332","6770"
"04.12.2016 11:30 - 04.12.2016 11:45","6411","6918"
"04.12.2016 11:45 - 04.12.2016 12:00","6465","6893"
"04.12.2016 12:00 - 04.12.2016 12:15","6551","6943"
"04.12.2016 12:15 - 04.12.2016 12:30","6587","6876"
"04.12.2016 12:30 - 04.12.2016 12:45","6498","6725"
"04.12.2016 12:45 - 04.12.2016 13:00","6441","6612"
"04.12.2016 13:00 - 04.12.2016 13:15","6380","6708"
"04.12.2016 13:15 - 04.12.2016 13:30","6339","6503"
"04.12.2016 13:30 - 04.12.2016 13:45","6416","6477"
"04.12.2016 13:45 - 04.12.2016 14:00","6342","6445"
"04.12.2016 14:00 - 04.12.2016 14:15","6304","6415"
"04.12.2016 14:15 - 04.12.2016 14:30","6248","6315"
"04.12.2016 14:30 - 04.12.2016 14:45","6166","6257"
"04.12.2016 14:45 - 04.12.2016 15:00","6180","6237"
"04.12.2016 15:00 - 04.12.2016 15:15","6169","6267"
"04.12.2016 15:15 - 04.12.2016 15:30","6169","6262"
"04.12.2016 15:30 - 04.12.2016 15:45","6145","6269"
"04.12.2016 15:45 - 04.12.2016 16:00","6143","6311"
"04.12.2016 16:00 - 04.12.2016 16:15","6214","6363"
"04.12.2016 16:15 - 04.12.2016 16:30","6375","6469"
"04.12.2016 16:30 - 04.12.2016 16:45","6543","6639"
"04.12.2016 16:45 - 04.12.2016 17:00","6716","6919"
"04.12.2016 17:00 - 04.12.2016 17:15","6852","7157"
"04.12.2016 17:15 - 04.12.2016 17:30","6945","7196"
"04.12.2016 17:30 - 04.12.2016 17:45","6941","7251"
"04.12.2016 17:45 - 04.12.2016 18:00","6962","7232"
"04.12.2016 18:00 - 04.12.2016 18:15","7014","7336"
"04.12.2016 18:15 - 04.12.2016 18:30","7041","7326"
"04.12.2016 18:30 - 04.12.2016 18:45","6997","7238"
"04.12.2016 18:45 - 04.12.2016 19:00","6947","7175"
"04.12.2016 19:00 - 04.12.2016 19:15","6934","7154"
"04.12.2016 19:15 - 04.12.2016 19:30","6849","7166"
"04.12.2016 19:30 - 04.12.2016 19:45","6848","7136"
"04.12.2016 19:45 - 04.12.2016 20:00","6863","7092"
"04.12.2016 20:00 - 04.12.2016 20:15","6858","7119"
"04.12.2016 20:15 - 04.12.2016 20:30","6834","7102"
"04.12.2016 20:30 - 04.12.2016 20:45","6715","7040"
"04.12.2016 20:45 - 04.12.2016 21:00","6739","6963"
"04.12.2016 21:00 - 04.12.2016 21:15","6743","7033"
"04.12.2016 21:15 - 04.12.2016 21:30","6806","7036"
"04.12.2016 21:30 - 04.12.2016 21:45","6839","7060"
"04.12.2016 21:45 - 04.12.2016 22:00","6799","7097"
"04.12.2016 22:00 - 04.12.2016 22:15","6941","7250"
"04.12.2016 22:15 - 04.12.2016 22:30","6914","7205"
"04.12.2016 22:30 - 04.12.2016 22:45","6821","7070"
"04.12.2016 22:45 - 04.12.2016 23:00","6714","7051"
"04.12.2016 23:00 - 04.12.2016 23:15","6717","7064"
"04.12.2016 23:15 - 04.12.2016 23:30","6596","6946"
"04.12.2016 23:30 - 04.12.2016 23:45","6509","6927"
"04.12.2016 23:45 - 05.12.2016 00:00","6404","6785"
"05.12.2016 00:00 - 05.12.2016 00:15","6296","6746"
"05.12.2016 00:15 - 05.12.2016 00:30","6199","6625"
"05.12.2016 00:30 - 05.12.2016 00:45","6095","6488"
"05.12.2016 00:45 - 05.12.2016 01:00","6069","6419"
"05.12.2016 01:00 - 05.12.2016 01:15","6012","6335"
"05.12.2016 01:15 - 05.12.2016 01:30","5991","6252"
"05.12.2016 01:30 - 05.12.2016 01:45","5963","6260"
"05.12.2016 01:45 - 05.12.2016 02:00","5944","6246"
"05.12.2016 02:00 - 05.12.2016 02:15","5940","6204"
"05.12.2016 02:15 - 05.12.2016 02:30","5869","6199"
"05.12.2016 02:30 - 05.12.2016 02:45","5899","6229"
"05.12.2016 02:45 - 05.12.2016 03:00","5904","6217"
"05.12.2016 03:00 - 05.12.2016 03:15","5952","6212"
"05.12.2016 03:15 - 05.12.2016 03:30","5955","6224"
"05.12.2016 03:30 - 05.12.2016 03:45","6052","6324"
"05.12.2016 03:45 - 05.12.2016 04:00","6057","6303"
"05.12.2016 04:00 - 05.12.2016 04:15","6157","6415"
"05.12.2016 04:15 - 05.12.2016 04:30","6222","6526"
"05.12.2016 04:30 - 05.12.2016 04:45","6389","6592"
"05.12.2016 04:45 - 05.12.2016 05:00","6487","6711"
"05.12.2016 05:00 - 05.12.2016 05:15","6661","6810"
"05.12.2016 05:15 - 05.12.2016 05:30","6780","6900"
"05.12.2016 05:30 - 05.12.2016 05:45","6943","7087"
"05.12.2016 05:45 - 05.12.2016 06:00","7215","7260"
"05.12.2016 06:00 - 05.12.2016 06:15","7646","7691"
"05.12.2016 06:15 - 05.12.2016 06:30","7961","8025"
"05.12.2016 06:30 - 05.12.2016 06:45","8261","8306"
"05.12.2016 06:45 - 05.12.2016 07:00","8623","8558"
"05.12.2016 07:00 - 05.12.2016 07:15","8863","8826"
"05.12.2016 07:15 - 05.12.2016 07:30","9063","9042"
"05.12.2016 07:30 - 05.12.2016 07:45","9184","9175"
"05.12.2016 07:45 - 05.12.2016 08:00","9372","9241"
"05.12.2016 08:00 - 05.12.2016 08:15","9269","9354"
"05.12.2016 08:15 - 05.12.2016 08:30","9272","9402"
"05.12.2016 08:30 - 05.12.2016 08:45","9234","9450"
"05.12.2016 08:45 - 05.12.2016 09:00","9190","9430"
"05.12.2016 09:00 - 05.12.2016 09:15","9175","9471"
"05.12.2016 09:15 - 05.12.2016 09:30","9104","9521"
"05.12.2016 09:30 - 05.12.2016 09:45","9178","9639"
"05.12.2016 09:45 - 05.12.2016 10:00","9137","9727"
"05.12.2016 10:00 - 05.12.2016 10:15","9128","9691"
"05.12.2016 10:15 - 05.12.2016 10:30","9104","9660"
"05.12.2016 10:30 - 05.12.2016 10:45","9070","9667"
"05.12.2016 10:45 - 05.12.2016 11:00","9172","9650"
"05.12.2016 11:00 - 05.12.2016 11:15","9153","9632"
"05.12.2016 11:15 - 05.12.2016 11:30","9166","9705"
"05.12.2016 11:30 - 05.12.2016 11:45","9276","9808"
"05.12.2016 11:45 - 05.12.2016 12:00","9415","9845"
"05.12.2016 12:00 - 05.12.2016 12:15","9383","9816"
"05.12.2016 12:15 - 05.12.2016 12:30","9299","9698"
"05.12.2016 12:30 - 05.12.2016 12:45","9252","9708"
"05.12.2016 12:45 - 05.12.2016 13:00","9248","9629"
"05.12.2016 13:00 - 05.12.2016 13:15","9390","9691"
"05.12.2016 13:15 - 05.12.2016 13:30","9388","9706"
"05.12.2016 13:30 - 05.12.2016 13:45","9308","9669"
"05.12.2016 13:45 - 05.12.2016 14:00","9229","9564"
"05.12.2016 14:00 - 05.12.2016 14:15","9269","9497"
"05.12.2016 14:15 - 05.12.2016 14:30","9295","9527"
"05.12.2016 14:30 - 05.12.2016 14:45","9212","9478"
"05.12.2016 14:45 - 05.12.2016 15:00","9238","9421"
"05.12.2016 15:00 - 05.12.2016 15:15","9240","9523"
"05.12.2016 15:15 - 05.12.2016 15:30","9228","9490"
"05.12.2016 15:30 - 05.12.2016 15:45","9213","9475"
"05.12.2016 15:45 - 05.12.2016 16:00","9169","9476"
"05.12.2016 16:00 - 05.12.2016 16:15","9168","9513"
"05.12.2016 16:15 - 05.12.2016 16:30","9301","9559"
"05.12.2016 16:30 - 05.12.2016 16:45","9375","9683"
"05.12.2016 16:45 - 05.12.2016 17:00","9578","9843"
"05.12.2016 17:00 - 05.12.2016 17:15","9751","9920"
"05.12.2016 17:15 - 05.12.2016 17:30","9833","9941"
"05.12.2016 17:30 - 05.12.2016 17:45","9793","9854"
"05.12.2016 17:45 - 05.12.2016 18:00","9709","9781"
"05.12.2016 18:00 - 05.12.2016 18:15","9693","9729"
"05.12.2016 18:15 - 05.12.2016 18:30","9549","9682"
"05.12.2016 18:30 - 05.12.2016 18:45","9555","9636"
"05.12.2016 18:45 - 05.12.2016 19:00","9554","9616"
"05.12.2016 19:00 - 05.12.2016 19:15","9553","9641"
"05.12.2016 19:15 - 05.12.2016 19:30","9427","9558"
"05.12.2016 19:30 - 05.12.2016 19:45","9352","9511"
"05.12.2016 19:45 - 05.12.2016 20:00","9271","9424"
"05.12.2016 20:00 - 05.12.2016 20:15","9105","9301"
"05.12.2016 20:15 - 05.12.2016 20:30","8949","9193"
"05.12.2016 20:30 - 05.12.2016 20:45","8884","9010"
"05.12.2016 20:45 - 05.12.2016 21:00","8764","8933"
"05.12.2016 21:00 - 05.12.2016 21:15","8774","8965"
"05.12.2016 21:15 - 05.12.2016 21:30","8719","8832"
"05.12.2016 21:30 - 05.12.2016 21:45","8582","8660"
"05.12.2016 21:45 - 05.12.2016 22:00","8468","8507"
"05.12.2016 22:00 - 05.12.2016 22:15","8388","8438"
"05.12.2016 22:15 - 05.12.2016 22:30","8250","8262"
"05.12.2016 22:30 - 05.12.2016 22:45","8071","8057"
"05.12.2016 22:45 - 05.12.2016 23:00","7911","7917"
"05.12.2016 23:00 - 05.12.2016 23:15","7904","7847"
"05.12.2016 23:15 - 05.12.2016 23:30","7669","7682"
"05.12.2016 23:30 - 05.12.2016 23:45","7638","7611"
"05.12.2016 23:45 - 06.12.2016 00:00","7534","7572"
"06.12.2016 00:00 - 06.12.2016 00:15","7432","7540"
"06.12.2016 00:15 - 06.12.2016 00:30","7378","7419"
"06.12.2016 00:30 - 06.12.2016 00:45","7245","7308"
"06.12.2016 00:45 - 06.12.2016 01:00","7153","7167"
"06.12.2016 01:00 - 06.12.2016 01:15","7092","7076"
"06.12.2016 01:15 - 06.12.2016 01:30","6978","7020"
"06.12.2016 01:30 - 06.12.2016 01:45","7062","6990"
"06.12.2016 01:45 - 06.12.2016 02:00","6991","7023"
"06.12.2016 02:00 - 06.12.2016 02:15","6929","6917"
"06.12.2016 02:15 - 06.12.2016 02:30","6920","6884"
"06.12.2016 02:30 - 06.12.2016 02:45","6858","6867"
"06.12.2016 02:45 - 06.12.2016 03:00","6888","6846"
"06.12.2016 03:00 - 06.12.2016 03:15","6910","6854"
"06.12.2016 03:15 - 06.12.2016 03:30","6875","6850"
"06.12.2016 03:30 - 06.12.2016 03:45","6937","6899"
"06.12.2016 03:45 - 06.12.2016 04:00","6890","6959"
"06.12.2016 04:00 - 06.12.2016 04:15","6916","6989"
"06.12.2016 04:15 - 06.12.2016 04:30","6938","7090"
"06.12.2016 04:30 - 06.12.2016 04:45","7058","7134"
"06.12.2016 04:45 - 06.12.2016 05:00","7153","7208"
"06.12.2016 05:00 - 06.12.2016 05:15","7271","7288"
"06.12.2016 05:15 - 06.12.2016 05:30","7311","7332"
"06.12.2016 05:30 - 06.12.2016 05:45","7482","7503"
"06.12.2016 05:45 - 06.12.2016 06:00","7697","7679"
"06.12.2016 06:00 - 06.12.2016 06:15","8037","8006"
"06.12.2016 06:15 - 06.12.2016 06:30","8341","8390"
"06.12.2016 06:30 - 06.12.2016 06:45","8680","8641"
"06.12.2016 06:45 - 06.12.2016 07:00","8852","8904"
"06.12.2016 07:00 - 06.12.2016 07:15","9187","9186"
"06.12.2016 07:15 - 06.12.2016 07:30","9451","9397"
"06.12.2016 07:30 - 06.12.2016 07:45","9444","9506"
"06.12.2016 07:45 - 06.12.2016 08:00","9464","9590"
"06.12.2016 08:00 - 06.12.2016 08:15","9438","9659"
"06.12.2016 08:15 - 06.12.2016 08:30","9463","9534"
"06.12.2016 08:30 - 06.12.2016 08:45","9586","9590"
"06.12.2016 08:45 - 06.12.2016 09:00","9574","9506"
"06.12.2016 09:00 - 06.12.2016 09:15","9549","9526"
"06.12.2016 09:15 - 06.12.2016 09:30","9557","9558"
"06.12.2016 09:30 - 06.12.2016 09:45","9595","9660"
"06.12.2016 09:45 - 06.12.2016 10:00","9633","9703"
"06.12.2016 10:00 - 06.12.2016 10:15","9582","9737"
"06.12.2016 10:15 - 06.12.2016 10:30","9525","9718"
"06.12.2016 10:30 - 06.12.2016 10:45","9505","9833"
"06.12.2016 10:45 - 06.12.2016 11:00","9398","9859"
"06.12.2016 11:00 - 06.12.2016 11:15","9493","9917"
"06.12.2016 11:15 - 06.12.2016 11:30","9550","9880"
"06.12.2016 11:30 - 06.12.2016 11:45","9502","9915"
"06.12.2016 11:45 - 06.12.2016 12:00","9451","9877"
"06.12.2016 12:00 - 06.12.2016 12:15","9362","9753"
"06.12.2016 12:15 - 06.12.2016 12:30","9263","9814"
"06.12.2016 12:30 - 06.12.2016 12:45","9275","9983"
"06.12.2016 12:45 - 06.12.2016 13:00","9180","9875"
"06.12.2016 13:00 - 06.12.2016 13:15","9316","9836"
"06.12.2016 13:15 - 06.12.2016 13:30","9270","9899"
"06.12.2016 13:30 - 06.12.2016 13:45","9315","9826"
"06.12.2016 13:45 - 06.12.2016 14:00","9231","9789"
"06.12.2016 14:00 - 06.12.2016 14:15","9132","9738"
"06.12.2016 14:15 - 06.12.2016 14:30","9280","9801"
"06.12.2016 14:30 - 06.12.2016 14:45","9195","9612"
"06.12.2016 14:45 - 06.12.2016 15:00","9177","9583"
"06.12.2016 15:00 - 06.12.2016 15:15","9209","9519"
"06.12.2016 15:15 - 06.12.2016 15:30","9190","9630"
"06.12.2016 15:30 - 06.12.2016 15:45","9215","9639"
"06.12.2016 15:45 - 06.12.2016 16:00","9253","9622"
"06.12.2016 16:00 - 06.12.2016 16:15","9281","9597"
"06.12.2016 16:15 - 06.12.2016 16:30","9383","9829"
"06.12.2016 16:30 - 06.12.2016 16:45","9490","9870"
"06.12.2016 16:45 - 06.12.2016 17:00","9636","9977"
"06.12.2016 17:00 - 06.12.2016 17:15","9845","10212"
"06.12.2016 17:15 - 06.12.2016 17:30","9943","10117"
"06.12.2016 17:30 - 06.12.2016 17:45","9895","10075"
"06.12.2016 17:45 - 06.12.2016 18:00","9941","10032"
"06.12.2016 18:00 - 06.12.2016 18:15","9767","9958"
"06.12.2016 18:15 - 06.12.2016 18:30","9782","9939"
"06.12.2016 18:30 - 06.12.2016 18:45","9690","9756"
"06.12.2016 18:45 - 06.12.2016 19:00","9681","9722"
"06.12.2016 19:00 - 06.12.2016 19:15","9655","9626"
"06.12.2016 19:15 - 06.12.2016 19:30","9548","9744"
"06.12.2016 19:30 - 06.12.2016 19:45","9526","9559"
"06.12.2016 19:45 - 06.12.2016 20:00","9431","9580"
"06.12.2016 20:00 - 06.12.2016 20:15","9295","9417"
"06.12.2016 20:15 - 06.12.2016 20:30","9209","9236"
"06.12.2016 20:30 - 06.12.2016 20:45","8982","9182"
"06.12.2016 20:45 - 06.12.2016 21:00","8958","9124"
"06.12.2016 21:00 - 06.12.2016 21:15","8861","8949"
"06.12.2016 21:15 - 06.12.2016 21:30","8791","8960"
"06.12.2016 21:30 - 06.12.2016 21:45","8732","8893"
"06.12.2016 21:45 - 06.12.2016 22:00","8530","8763"
"06.12.2016 22:00 - 06.12.2016 22:15","8534","8771"
"06.12.2016 22:15 - 06.12.2016 22:30","8355","8651"
"06.12.2016 22:30 - 06.12.2016 22:45","8159","8396"
"06.12.2016 22:45 - 06.12.2016 23:00","8062","8134"
"06.12.2016 23:00 - 06.12.2016 23:15","7927","7935"
"06.12.2016 23:15 - 06.12.2016 23:30","7835","8073"
"06.12.2016 23:30 - 06.12.2016 23:45","7718","7890"
"06.12.2016 23:45 - 07.12.2016 00:00","7571","7759"
"07.12.2016 00:00 - 07.12.2016 00:15","7486","7567"
"07.12.2016 00:15 - 07.12.2016 00:30","7356","7474"
"07.12.2016 00:30 - 07.12.2016 00:45","7251","7313"
"07.12.2016 00:45 - 07.12.2016 01:00","7201","7272"
"07.12.2016 01:00 - 07.12.2016 01:15","7072","7232"
"07.12.2016 01:15 - 07.12.2016 01:30","7024","7200"
"07.12.2016 01:30 - 07.12.2016 01:45","6999","7134"
"07.12.2016 01:45 - 07.12.2016 02:00","6994","7011"
"07.12.2016 02:00 - 07.12.2016 02:15","6985","6911"
"07.12.2016 02:15 - 07.12.2016 02:30","6898","6894"
"07.12.2016 02:30 - 07.12.2016 02:45","6944","6802"
"07.12.2016 02:45 - 07.12.2016 03:00","6885","6938"
"07.12.2016 03:00 - 07.12.2016 03:15","6884","6772"
"07.12.2016 03:15 - 07.12.2016 03:30","6850","6795"
"07.12.2016 03:30 - 07.12.2016 03:45","6854","6799"
"07.12.2016 03:45 - 07.12.2016 04:00","6916","6838"
"07.12.2016 04:00 - 07.12.2016 04:15","6978","6901"
"07.12.2016 04:15 - 07.12.2016 04:30","6991","6996"
"07.12.2016 04:30 - 07.12.2016 04:45","7103","7013"
"07.12.2016 04:45 - 07.12.2016 05:00","7102","7160"
"07.12.2016 05:00 - 07.12.2016 05:15","7183","7307"
"07.12.2016 05:15 - 07.12.2016 05:30","7292","7357"
"07.12.2016 05:30 - 07.12.2016 05:45","7414","7462"
"07.12.2016 05:45 - 07.12.2016 06:00","7593","7561"
"07.12.2016 06:00 - 07.12.2016 06:15","8001","7879"
"07.12.2016 06:15 - 07.12.2016 06:30","8334","8452"
"07.12.2016 06:30 - 07.12.2016 06:45","8687","8628"
"07.12.2016 06:45 - 07.12.2016 07:00","8938","8965"
"07.12.2016 07:00 - 07.12.2016 07:15","9208","9160"
"07.12.2016 07:15 - 07.12.2016 07:30","9429","9570"
"07.12.2016 07:30 - 07.12.2016 07:45","9666","9730"
"07.12.2016 07:45 - 07.12.2016 08:00","9760","9846"
"07.12.2016 08:00 - 07.12.2016 08:15","9820","9910"
"07.12.2016 08:15 - 07.12.2016 08:30","9844","9794"
"07.12.2016 08:30 - 07.12.2016 08:45","9812","9808"
"07.12.2016 08:45 - 07.12.2016 09:00","9823","9899"
"07.12.2016 09:00 - 07.12.2016 09:15","9625","9822"
"07.12.2016 09:15 - 07.12.2016 09:30","9615","9867"
"07.12.2016 09:30 - 07.12.2016 09:45","9619","9834"
"07.12.2016 09:45 - 07.12.2016 10:00","9529","9991"
"07.12.2016 10:00 - 07.12.2016 10:15","9489","9842"
"07.12.2016 10:15 - 07.12.2016 10:30","9459","10021"
"07.12.2016 10:30 - 07.12.2016 10:45","9515","10067"
"07.12.2016 10:45 - 07.12.2016 11:00","9490","10047"
"07.12.2016 11:00 - 07.12.2016 11:15","9494","10048"
"07.12.2016 11:15 - 07.12.2016 11:30","9543","10068"
"07.12.2016 11:30 - 07.12.2016 11:45","9497","10013"
"07.12.2016 11:45 - 07.12.2016 12:00","9458","10134"
"07.12.2016 12:00 - 07.12.2016 12:15","9468","10181"
"07.12.2016 12:15 - 07.12.2016 12:30","9367","10000"
"07.12.2016 12:30 - 07.12.2016 12:45","9327","9950"
"07.12.2016 12:45 - 07.12.2016 13:00","9314","9842"
"07.12.2016 13:00 - 07.12.2016 13:15","9357","9824"
"07.12.2016 13:15 - 07.12.2016 13:30","9365","10107"
"07.12.2016 13:30 - 07.12.2016 13:45","9364","9881"
"07.12.2016 13:45 - 07.12.2016 14:00","9343","9786"
"07.12.2016 14:00 - 07.12.2016 14:15","9350","9770"
"07.12.2016 14:15 - 07.12.2016 14:30","9370","9799"
"07.12.2016 14:30 - 07.12.2016 14:45","9343","9785"
"07.12.2016 14:45 - 07.12.2016 15:00","9258","9606"
"07.12.2016 15:00 - 07.12.2016 15:15","9205","9651"
"07.12.2016 15:15 - 07.12.2016 15:30","9311","9619"
"07.12.2016 15:30 - 07.12.2016 15:45","9254","9687"
"07.12.2016 15:45 - 07.12.2016 16:00","9176","9741"
"07.12.2016 16:00 - 07.12.2016 16:15","9230","9766"
"07.12.2016 16:15 - 07.12.2016 16:30","9313","9717"
"07.12.2016 16:30 - 07.12.2016 16:45","9414","9827"
"07.12.2016 16:45 - 07.12.2016 17:00","9673","9975"
"07.12.2016 17:00 - 07.12.2016 17:15","9804","10149"
"07.12.2016 17:15 - 07.12.2016 17:30","9915","10236"
"07.12.2016 17:30 - 07.12.2016 17:45","9922","10240"
"07.12.2016 17:45 - 07.12.2016 18:00","9938","10138"
"07.12.2016 18:00 - 07.12.2016 18:15","9869","9919"
"07.12.2016 18:15 - 07.12.2016 18:30","9836","9997"
"07.12.2016 18:30 - 07.12.2016 18:45","9798","9935"
"07.12.2016 18:45 - 07.12.2016 19:00","9739","9904"
"07.12.2016 19:00 - 07.12.2016 19:15","9711","9839"
"07.12.2016 19:15 - 07.12.2016 19:30","9610","9737"
"07.12.2016 19:30 - 07.12.2016 19:45","9580","9697"
"07.12.2016 19:45 - 07.12.2016 20:00","9479","9626"
"07.12.2016 20:00 - 07.12.2016 20:15","9396","9390"
"07.12.2016 20:15 - 07.12.2016 20:30","9191","9331"
"07.12.2016 20:30 - 07.12.2016 20:45","9085","9177"
"07.12.2016 20:45 - 07.12.2016 21:00","8939","9026"
"07.12.2016 21:00 - 07.12.2016 21:15","8899","9033"
"07.12.2016 21:15 - 07.12.2016 21:30","8880","8979"
"07.12.2016 21:30 - 07.12.2016 21:45","8721","8966"
"07.12.2016 21:45 - 07.12.2016 22:00","8599","8781"
"07.12.2016 22:00 - 07.12.2016 22:15","8563","8685"
"07.12.2016 22:15 - 07.12.2016 22:30","8370","8659"
"07.12.2016 22:30 - 07.12.2016 22:45","8213","8400"
"07.12.2016 22:45 - 07.12.2016 23:00","8029","8310"
"07.12.2016 23:00 - 07.12.2016 23:15","7905","8105"
"07.12.2016 23:15 - 07.12.2016 23:30","7736","7933"
"07.12.2016 23:30 - 07.12.2016 23:45","7649","7936"
"07.12.2016 23:45 - 08.12.2016 00:00","7555","7768"
"08.12.2016 00:00 - 08.12.2016 00:15","7343","7668"
"08.12.2016 00:15 - 08.12.2016 00:30","7254","7524"
"08.12.2016 00:30 - 08.12.2016 00:45","7181","7347"
